AverageAridityIndex,Longitude,MeanTemperatureofDriestQuarter,SoilOrganicCarbon,MeanDiurnalRange,UpperD_m,SiltContent,SoilTypeWRB,BulkDensity,Season_sin,AnnualPrecipitation,AnnualMeanTemperature,PrecipitationofDriestQuarter,Isothermality
0.0216,-102.0,3.116666555404663,0.0225,16.29999923706055,0.0,0.30697149866999984,1.535866770414161,1.17,0.8660254037844387,470.0,13.72500038146973,36.0,41.58163452148438
0.104,-75.0,-6.849999904632568,0.0216,10.32499980926514,0.05,0.52,1.2621258000467888,1.3705138141799993,0.8660254037844387,990.0,6.3125,197.0,25.12165451049805
0.104,-75.0,-6.849999904632568,0.0216,10.32499980926514,0.05,0.52,1.0991363501696274,1.3882404645499997,0.8660254037844387,990.0,6.3125,197.0,25.12165451049805
0.07880000000000001,-89.5,-7.583333492279053,0.0052326,11.94166660308838,0.0,0.40593181666,0.9684197272787078,1.37,0.0,811.0,6.945833206176758,81.0,27.77131843566895
0.07880000000000001,-89.5,-7.583333492279053,0.0046512,11.94166660308838,0.0,0.33799937185999995,1.0844150698313717,1.57,0.0,811.0,6.945833206176758,81.0,27.77131843566895
0.0922,-76.0,0.5499999523162842,0.11,10.58333301544189,0.0,0.534,1.2621258000467888,1.13,0.0,1146.0,11.02499961853027,247.0,30.32473754882812
0.0922,-76.0,0.5499999523162842,0.015,10.58333301544189,0.0,0.535,0.9744690374092357,1.5,0.0,1146.0,11.02499961853027,247.0,30.32473754882812
0.0922,-76.0,0.5499999523162842,0.03,10.58333301544189,0.0,0.359,0.9442702339068951,1.58,0.0,1146.0,11.02499961853027,247.0,30.32473754882812
0.0922,-76.0,0.5499999523162842,0.014,10.58333301544189,0.0,0.584,0.939389809384491,1.69,0.0,1146.0,11.02499961853027,247.0,30.32473754882812
0.0922,-76.0,0.5499999523162842,0.11,10.58333301544189,0.0,0.534,0.8709708323462545,1.13,-0.8660254037844385,1146.0,11.02499961853027,247.0,30.32473754882812
0.0922,-76.0,0.5499999523162842,0.015,10.58333301544189,0.0,0.535,0.8595901813077211,1.5,-0.8660254037844385,1146.0,11.02499961853027,247.0,30.32473754882812
0.0922,-76.0,0.5499999523162842,0.03,10.58333301544189,0.0,0.359,0.8538121088079988,1.58,-0.8660254037844385,1146.0,11.02499961853027,247.0,30.32473754882812
0.0922,-76.0,0.5499999523162842,0.014,10.58333301544189,0.0,0.584,0.8425479662905246,1.69,-0.8660254037844385,1146.0,11.02499961853027,247.0,30.32473754882812
0.09860000000000001,-78.0,-3.150000095367432,0.071,11.19999980926514,0.0,0.635,0.7931996320719459,0.88,0.0,1038.0,8.408333778381348,208.0,31.63841819763184
0.09860000000000001,-78.0,-3.150000095367432,0.014,11.19999980926514,0.0,0.671,0.8138323788587589,1.56,0.0,1038.0,8.408333778381348,208.0,31.63841819763184
0.09860000000000001,-78.0,-3.150000095367432,0.02,11.19999980926514,0.0,0.639,0.830200904828176,1.47,0.0,1038.0,8.408333778381348,208.0,31.63841819763184
0.09860000000000001,-78.0,-3.150000095367432,0.012,11.19999980926514,0.0,0.466,0.8620892824931977,1.59,0.0,1038.0,8.408333778381348,208.0,31.63841819763184
0.09860000000000001,-78.0,-3.150000095367432,0.071,11.19999980926514,0.0,0.635,0.8905666715867564,0.88,-0.8660254037844385,1038.0,8.408333778381348,208.0,31.63841819763184
0.09860000000000001,-78.0,-3.150000095367432,0.014,11.19999980926514,0.0,0.671,0.8795076366226147,1.56,-0.8660254037844385,1038.0,8.408333778381348,208.0,31.63841819763184
0.09860000000000001,-78.0,-3.150000095367432,0.02,11.19999980926514,0.0,0.639,0.8592055941294452,1.47,-0.8660254037844385,1038.0,8.408333778381348,208.0,31.63841819763184
0.09860000000000001,-78.0,-3.150000095367432,0.012,11.19999980926514,0.0,0.466,0.8369884520515477,1.59,-0.8660254037844385,1038.0,8.408333778381348,208.0,31.63841819763184
0.0922,-76.0,0.5499999523162842,0.11,10.58333301544189,0.0,0.423,0.8157919748818969,1.64,0.0,1146.0,11.02499961853027,247.0,30.32473754882812
0.0922,-76.0,0.5499999523162842,0.013,10.58333301544189,0.0,0.421,0.836999828524201,1.6,0.0,1146.0,11.02499961853027,247.0,30.32473754882812
0.0922,-76.0,0.5499999523162842,0.021,10.58333301544189,0.0,0.57,0.8349351833443213,1.55,0.0,1146.0,11.02499961853027,247.0,30.32473754882812
0.0922,-76.0,0.5499999523162842,0.005,10.58333301544189,0.0,0.23,0.8467305679237718,1.78,0.0,1146.0,11.02499961853027,247.0,30.32473754882812
0.0922,-76.0,0.5499999523162842,0.11,10.58333301544189,0.0,0.423,0.8603948280771935,1.64,-0.8660254037844385,1146.0,11.02499961853027,247.0,30.32473754882812
0.0922,-76.0,0.5499999523162842,0.013,10.58333301544189,0.0,0.421,0.8658617075497973,1.6,-0.8660254037844385,1146.0,11.02499961853027,247.0,30.32473754882812
0.0922,-76.0,0.5499999523162842,0.021,10.58333301544189,0.0,0.57,0.8628807076203572,1.55,-0.8660254037844385,1146.0,11.02499961853027,247.0,30.32473754882812
0.0922,-76.0,0.5499999523162842,0.005,10.58333301544189,0.0,0.23,0.8382856069488355,1.78,-0.8660254037844385,1146.0,11.02499961853027,247.0,30.32473754882812
0.0257,-0.06667,8.566666603088379,0.011,11.25,0.01,0.473,1.2621258000467888,1.22,-2.449293598294706e-16,410.0,15.23333358764648,78.0,37.62541961669922
0.0257,-0.06667,8.566666603088379,0.011,11.25,0.01,0.473,1.4136002620657644,1.14,-2.449293598294706e-16,410.0,15.23333358764648,78.0,37.62541961669922
0.0257,-0.06667,8.566666603088379,0.011,11.25,0.01,0.473,1.4398833177133978,1.3,-2.449293598294706e-16,410.0,15.23333358764648,78.0,37.62541961669922
0.046,-117.0,17.45000076293945,0.0371,12.81666660308838,0.0,0.715,1.527629708401845,0.75,0.0,565.0,8.458333015441895,80.0,37.69607925415039
0.046,-117.0,17.45000076293945,0.0147,12.81666660308838,0.0,0.704,1.535174157425544,1.1,0.0,565.0,8.458333015441895,80.0,37.69607925415039
0.046,-117.0,17.45000076293945,0.0182,12.81666660308838,0.0,0.736,1.4336061526468071,1.1,0.0,565.0,8.458333015441895,80.0,37.69607925415039
0.046,-117.0,17.45000076293945,0.0319,12.81666660308838,0.05,0.714,1.3898460754978248,0.9,0.0,565.0,8.458333015441895,80.0,37.69607925415039
0.046,-117.0,17.45000076293945,0.0143,12.81666660308838,0.05,0.705,1.4087326690819475,1.25,0.0,565.0,8.458333015441895,80.0,37.69607925415039
0.046,-117.0,17.45000076293945,0.0134,12.81666660308838,0.05,0.74,1.3255662175911256,1.25,0.0,565.0,8.458333015441895,80.0,37.69607925415039
0.046,-117.0,17.45000076293945,0.0371,12.81666660308838,0.0,0.715,1.288194699458057,0.75,-0.8660254037844385,565.0,8.458333015441895,80.0,37.69607925415039
0.046,-117.0,17.45000076293945,0.0147,12.81666660308838,0.0,0.704,1.318444163979509,1.1,-0.8660254037844385,565.0,8.458333015441895,80.0,37.69607925415039
0.046,-117.0,17.45000076293945,0.0182,12.81666660308838,0.0,0.736,1.2858595351623578,1.1,-0.8660254037844385,565.0,8.458333015441895,80.0,37.69607925415039
0.046,-117.0,17.45000076293945,0.0319,12.81666660308838,0.05,0.714,1.2590421713864692,0.9,-0.8660254037844385,565.0,8.458333015441895,80.0,37.69607925415039
0.046,-117.0,17.45000076293945,0.0143,12.81666660308838,0.05,0.705,1.2730306529000597,1.25,-0.8660254037844385,565.0,8.458333015441895,80.0,37.69607925415039
0.046,-117.0,17.45000076293945,0.0371,12.81666660308838,0.0,0.715,1.2642610327876729,0.75,0.0,565.0,8.458333015441895,80.0,37.69607925415039
0.046,-117.0,17.45000076293945,0.0147,12.81666660308838,0.0,0.704,1.294570780504971,1.1,0.0,565.0,8.458333015441895,80.0,37.69607925415039
0.046,-117.0,17.45000076293945,0.0319,12.81666660308838,0.05,0.714,1.288803756445812,0.9,0.0,565.0,8.458333015441895,80.0,37.69607925415039
0.046,-117.0,17.45000076293945,0.0147,12.81666660308838,0.0,0.704,1.3121361910127243,1.1,0.0,565.0,8.458333015441895,80.0,37.69607925415039
0.046,-117.0,17.45000076293945,0.0182,12.81666660308838,0.0,0.736,1.3082396558249425,1.1,0.0,565.0,8.458333015441895,80.0,37.69607925415039
0.046,-117.0,17.45000076293945,0.0182,12.81666660308838,0.0,0.736,1.3014153125624548,1.1,0.8660254037844387,565.0,8.458333015441895,80.0,37.69607925415039
0.046,-117.0,17.45000076293945,0.0319,12.81666660308838,0.05,0.714,1.3032388532439094,0.9,0.8660254037844387,565.0,8.458333015441895,80.0,37.69607925415039
0.046,-117.0,17.45000076293945,0.0134,12.81666660308838,0.05,0.74,1.327206598795296,1.25,0.8660254037844387,565.0,8.458333015441895,80.0,37.69607925415039
0.0355,1.0,7.533333301544189,0.013954,11.48333358764648,0.0,0.52,0.8469226735695834,1.3947899999999995,0.8660254037844387,492.0,14.05000019073486,92.0,38.66442108154297
0.0355,1.0,7.533333301544189,0.013954,11.48333358764648,0.0,0.52,0.8115637026157521,1.3952999999999998,0.8660254037844387,492.0,14.05000019073486,92.0,38.66442108154297
0.0355,1.0,7.533333301544189,0.013954,11.48333358764648,0.0,0.52,0.7669476802634023,1.3854899999999999,0.8660254037844387,492.0,14.05000019073486,92.0,38.66442108154297
0.0332,-8.0,22.88333320617676,0.0085,11.72500038146973,0.0,0.074,1.1169002096887302,1.66,0.01732050807568873,564.0,16.54583358764648,25.0,44.75190734863281
0.0332,-8.0,22.88333320617676,0.0083,11.72500038146973,0.0,0.138,1.048363053551016,1.83,0.008660254037844331,564.0,16.54583358764648,25.0,44.75190734863281
0.0332,-8.0,22.88333320617676,0.0114,11.72500038146973,0.0,0.129,0.9756737373430714,1.62,0.008660254037844331,564.0,16.54583358764648,25.0,44.75190734863281
0.0332,-8.0,22.88333320617676,0.0074,11.72500038146973,0.0,0.251,1.5394629242154132,1.7,-5.549831211259311e-17,564.0,16.54583358764648,25.0,44.75190734863281
0.0777,17.6,-0.2166667282581329,0.017,8.008333206176758,0.0,0.41,0.6332195252225268,1.28,0.8660254037844387,560.0,5.679166793823242,93.0,27.90359878540039
0.0952,175.3,15.31666660308838,0.04,8.791666984558105,0.075,0.21,1.2621258000467888,1.44,0.15588457268119899,1076.0,12.37083339691162,216.0,47.01426315307617
0.0285,110.3,-7.183333396911621,0.0034,13.64166641235352,0.001,0.333,0.6475073689646422,1.5273100000000008,0.0,423.0,8.012499809265137,9.0,29.98168563842773
0.0285,110.3,-7.183333396911621,0.0034,13.64166641235352,0.001,0.333,0.7610787050064054,1.541300000000001,0.8660254037844387,423.0,8.012499809265137,9.0,29.98168563842773
0.0285,110.3,-7.183333396911621,0.0034,13.64166641235352,0.001,0.333,0.8424191651812541,1.5501000000000007,0.8660254037844387,423.0,8.012499809265137,9.0,29.98168563842773
0.0285,110.3,-7.183333396911621,0.003,13.64166641235352,0.001,0.355,0.874122838516359,1.4985100000000011,0.0,423.0,8.012499809265137,9.0,29.98168563842773
0.0285,110.3,-7.183333396911621,0.003,13.64166641235352,0.001,0.355,0.9403433348329693,1.4664100000000004,0.0,423.0,8.012499809265137,9.0,29.98168563842773
0.0285,110.3,-7.183333396911621,0.003,13.64166641235352,0.001,0.355,0.9992799290132323,1.4415,0.8660254037844387,423.0,8.012499809265137,9.0,29.98168563842773
0.0285,110.3,-7.183333396911621,0.003,13.64166641235352,0.001,0.355,1.0377127903531134,1.4550999999999996,0.8660254037844387,423.0,8.012499809265137,9.0,29.98168563842773
0.0285,110.3,-7.183333396911621,0.0024,13.64166641235352,0.001,0.335,1.057991223645963,1.4448100000000006,0.0,423.0,8.012499809265137,9.0,29.98168563842773
0.0285,110.3,-7.183333396911621,0.0024,13.64166641235352,0.001,0.335,1.0958576798102297,1.44661,0.0,423.0,8.012499809265137,9.0,29.98168563842773
0.0285,110.3,-7.183333396911621,0.0024,13.64166641235352,0.001,0.335,1.127360630782633,1.3878899999999994,0.8660254037844387,423.0,8.012499809265137,9.0,29.98168563842773
0.0285,110.3,-7.183333396911621,0.0024,13.64166641235352,0.001,0.335,1.1391983461005226,1.3463699999999994,0.8660254037844387,423.0,8.012499809265137,9.0,29.98168563842773
0.0285,110.3,-7.183333396911621,0.0027,13.64166641235352,0.001,0.321,1.1467408445809832,1.32938831296,0.0,423.0,8.012499809265137,9.0,29.98168563842773
0.0285,110.3,-7.183333396911621,0.0027,13.64166641235352,0.001,0.321,1.1700706178106508,1.3104483129599998,0.0,423.0,8.012499809265137,9.0,29.98168563842773
0.0285,110.3,-7.183333396911621,0.0027,13.64166641235352,0.001,0.321,1.1995647495352981,1.3247483129599997,0.8660254037844387,423.0,8.012499809265137,9.0,29.98168563842773
0.0285,110.3,-7.183333396911621,0.0027,13.64166641235352,0.001,0.321,1.214297941390262,1.3113483129599997,0.8660254037844387,423.0,8.012499809265137,9.0,29.98168563842773
0.008700000000000001,52.5,28.63333320617676,0.0136,15.10833358764648,0.0,0.137,1.6372588754253987,1.52,-0.00866025403784447,200.0,18.22916603088379,2.0,39.75876998901367
0.05810000000000001,172.5,16.5,0.022,10.5,0.0,0.519,1.2051684067907138,1.37,0.18186533479473213,701.0,11.81666660308838,150.0,49.52830123901367
0.05810000000000001,172.5,16.5,0.029,10.5,0.0,0.519,1.2071980132543296,1.25,0.17320508075688776,701.0,11.81666660308838,150.0,49.52830123901367
0.0714,-93.0,-8.583333015441895,0.031,11.375,0.0,0.6,1.2621258000467888,1.2077999999999998,-0.8660254037844385,764.0,7.170833587646484,69.0,25.33407592773438
0.0714,-93.0,-8.583333015441895,0.031,11.375,0.0,0.6,1.0399603417454382,1.2115999999999998,-0.8660254037844385,764.0,7.170833587646484,69.0,25.33407592773438
0.0714,-93.0,-8.583333015441895,0.031,11.375,0.0,0.6,0.8714360990467686,1.2331,-0.8660254037844385,764.0,7.170833587646484,69.0,25.33407592773438
0.0532,172.5,14.80000019073486,0.0255,10.38333320617676,0.0,0.52,1.2362773783792145,1.01,0.8660254037844387,637.0,11.82499980926514,142.0,49.68102264404297
0.0532,172.5,14.80000019073486,0.0255,10.38333320617676,0.175,0.52,1.2434298735119134,1.25,0.8660254037844387,637.0,11.82499980926514,142.0,49.68102264404297
0.0532,172.5,14.80000019073486,0.0255,10.38333320617676,0.175,0.52,1.2321489674697583,1.24,0.8660254037844387,637.0,11.82499980926514,142.0,49.68102264404297
0.0532,172.5,14.80000019073486,0.0255,10.38333320617676,0.175,0.52,1.2215297894641817,1.24,0.8660254037844387,637.0,11.82499980926514,142.0,49.68102264404297
0.0532,172.5,14.80000019073486,0.0255,10.38333320617676,0.175,0.52,1.209921698217123,1.32,0.8660254037844387,637.0,11.82499980926514,142.0,49.68102264404297
0.0532,172.5,14.80000019073486,0.0255,10.38333320617676,0.175,0.52,1.1986321174138563,1.34,0.8660254037844387,637.0,11.82499980926514,142.0,49.68102264404297
0.0304,-6.0,26.08333396911621,0.0054,11.51666641235352,0.0,0.299,0.9033102456433302,1.53,0.0,535.0,18.64999961853027,22.0,40.83924102783203
0.0304,-6.0,26.08333396911621,0.0054,11.51666641235352,0.0,0.299,0.9317475888831588,1.26,-2.449293598294706e-16,535.0,18.64999961853027,22.0,40.83924102783203
0.0304,-6.0,26.08333396911621,0.0054,11.51666641235352,0.0,0.299,0.9917356012159012,1.65,0.0,535.0,18.64999961853027,22.0,40.83924102783203
0.0304,-6.0,26.08333396911621,0.0054,11.51666641235352,0.0,0.299,0.9673510014184614,1.39,-2.449293598294706e-16,535.0,18.64999961853027,22.0,40.83924102783203
0.1065,-81.0,-4.300000190734863,0.037,9.291666984558105,0.0,0.325,0.9996848622365998,1.2,0.8660254037844387,1008.0,7.320833206176758,210.0,25.882080078125
0.1065,-81.0,-4.300000190734863,0.037,9.291666984558105,0.0,0.325,1.0198382535019546,1.2,0.8660254037844387,1008.0,7.320833206176758,210.0,25.882080078125
0.1065,-81.0,-4.300000190734863,0.019,9.291666984558105,0.0,0.365,1.0155081128730472,1.4,0.8660254037844387,1008.0,7.320833206176758,210.0,25.882080078125
0.1065,-81.0,-4.300000190734863,0.019,9.291666984558105,0.0,0.365,1.0099309989901517,1.4,0.8660254037844387,1008.0,7.320833206176758,210.0,25.882080078125
0.1065,-81.0,-4.300000190734863,0.031,9.291666984558105,0.0,0.488,1.005861049747296,1.1,0.8660254037844387,1008.0,7.320833206176758,210.0,25.882080078125
0.0295,146.0,19.81666564941406,0.0115,12.60000038146973,0.0,0.12,1.0130246722163359,1.23,0.0,506.0,15.61666679382324,94.0,45.65217590332031
0.0295,146.0,19.81666564941406,0.0115,12.60000038146973,0.0,0.12,1.003078602943276,1.33,0.0,506.0,15.61666679382324,94.0,45.65217590332031
0.0357,-1.0,26.93333435058594,0.0077,12.55833339691162,0.0,0.201,1.2621258000467888,1.4789343520900002,-2.449293598294706e-16,852.0,27.94583320617676,5.0,62.47927474975586
0.0357,-1.0,26.93333435058594,0.0077,12.55833339691162,0.0,0.201,1.5498993766796862,1.4877543520900003,-2.449293598294706e-16,852.0,27.94583320617676,5.0,62.47927474975586
0.0357,-1.0,26.93333435058594,0.0077,12.55833339691162,0.0,0.201,1.6774581106406385,1.5057626650500004,-2.449293598294706e-16,852.0,27.94583320617676,5.0,62.47927474975586
0.0357,-1.0,26.93333435058594,0.0077,12.55833339691162,0.0,0.201,1.744114181468541,1.5118126650500006,-2.449293598294706e-16,852.0,27.94583320617676,5.0,62.47927474975586
0.0328,78.6,23.25,0.00684,12.32499980926514,0.0,0.171,1.2621258000467888,1.56,-2.449293598294706e-16,717.0,26.78750038146973,13.0,48.14452743530273
0.0328,78.6,23.25,0.00625,12.32499980926514,0.0,0.175,1.2494148972880184,1.62,-2.449293598294706e-16,717.0,26.78750038146973,13.0,48.14452743530273
0.0328,78.6,23.25,0.00889,12.32499980926514,0.0,0.173,1.2446697168844378,1.41,-2.449293598294706e-16,717.0,26.78750038146973,13.0,48.14452743530273
0.0328,78.6,23.25,0.01782,12.32499980926514,0.0,0.179,1.3146773742249025,1.37,-2.449293598294706e-16,717.0,26.78750038146973,13.0,48.14452743530273
0.1425,135.3,5.900000095367432,0.0242,8.741666793823242,0.0,0.29,1.1766021798398356,1.05,0.0,1676.0,13.73750019073486,328.0,27.57623481750488
0.1425,135.3,5.900000095367432,0.0117,8.741666793823242,0.0,0.29,1.198666915382946,1.1,0.0,1676.0,13.73750019073486,328.0,27.57623481750488
0.1425,135.3,5.900000095367432,0.0064,8.741666793823242,0.0,0.29,1.2328382247136462,1.15,0.0,1676.0,13.73750019073486,328.0,27.57623481750488
0.1425,135.3,5.900000095367432,0.0242,8.741666793823242,0.0,0.29,1.2244829396261643,1.05,0.0,1676.0,13.73750019073486,328.0,27.57623481750488
0.1425,135.3,5.900000095367432,0.0117,8.741666793823242,0.0,0.29,1.211479720787575,1.1,0.0,1676.0,13.73750019073486,328.0,27.57623481750488
0.1425,135.3,5.900000095367432,0.0064,8.741666793823242,0.0,0.29,1.2078806365645849,1.15,0.0,1676.0,13.73750019073486,328.0,27.57623481750488
0.0321,-6.2,24.41666603088379,0.006,10.25833320617676,0.0,0.32,1.427000608733405,1.34675139364,-6.752204463386446e-17,542.0,18.02083396911621,21.0,41.19812774658203
0.05520000000000001,1.4,20.60000038146973,0.01,9.75,0.0,0.502,0.9918548012283921,1.09,0.0,670.0,13.26666641235352,146.0,37.937744140625
0.05520000000000001,1.4,20.60000038146973,0.01,9.75,0.0,0.502,1.0248768928172904,1.43,0.8660254037844387,670.0,13.26666641235352,146.0,37.937744140625
0.05520000000000001,1.4,20.60000038146973,0.008,9.75,0.0,0.623,1.0402321883555676,1.07,0.0,670.0,13.26666641235352,146.0,37.937744140625
0.05520000000000001,1.4,20.60000038146973,0.008,9.75,0.0,0.623,1.0687719292994213,1.42,0.8660254037844387,670.0,13.26666641235352,146.0,37.937744140625
0.05520000000000001,1.4,20.60000038146973,0.013,9.75,0.0,0.374,1.081084715019416,1.28,0.0,670.0,13.26666641235352,146.0,37.937744140625
0.05520000000000001,1.4,20.60000038146973,0.013,9.75,0.0,0.374,1.0963817878557796,1.4,0.8660254037844387,670.0,13.26666641235352,146.0,37.937744140625
0.05520000000000001,1.4,20.60000038146973,0.013,9.75,0.0,0.516,1.1091805055598045,1.23,0.0,670.0,13.26666641235352,146.0,37.937744140625
0.05520000000000001,1.4,20.60000038146973,0.013,9.75,0.0,0.516,1.1239151502499882,1.41,0.8660254037844387,670.0,13.26666641235352,146.0,37.937744140625
0.05520000000000001,1.4,20.60000038146973,0.012,9.75,0.0,0.58,1.13658092148168,1.21,0.0,670.0,13.26666641235352,146.0,37.937744140625
0.05520000000000001,1.4,20.60000038146973,0.012,9.75,0.0,0.58,1.1540157725401243,1.4,0.8660254037844387,670.0,13.26666641235352,146.0,37.937744140625
0.05520000000000001,1.4,20.60000038146973,0.013,9.75,0.0,0.302,1.1635789386549904,1.23,0.0,670.0,13.26666641235352,146.0,37.937744140625
0.05520000000000001,1.4,20.60000038146973,0.013,9.75,0.0,0.302,1.17763795459262,1.4,0.8660254037844387,670.0,13.26666641235352,146.0,37.937744140625
0.05520000000000001,1.4,20.60000038146973,0.01,9.75,0.0,0.502,1.1849304806374987,1.35,0.0,670.0,13.26666641235352,146.0,37.937744140625
0.05520000000000001,1.4,20.60000038146973,0.01,9.75,0.0,0.502,1.19426170023711,1.39,0.8660254037844387,670.0,13.26666641235352,146.0,37.937744140625
0.05520000000000001,1.4,20.60000038146973,0.008,9.75,0.0,0.623,1.1970713922220277,1.34,0.0,670.0,13.26666641235352,146.0,37.937744140625
0.05520000000000001,1.4,20.60000038146973,0.008,9.75,0.0,0.623,1.204014098990729,1.38,0.8660254037844387,670.0,13.26666641235352,146.0,37.937744140625
0.05520000000000001,1.4,20.60000038146973,0.013,9.75,0.0,0.374,1.2069118436915924,1.42,0.0,670.0,13.26666641235352,146.0,37.937744140625
0.05520000000000001,1.4,20.60000038146973,0.013,9.75,0.0,0.374,1.2104273599800384,1.4,0.8660254037844387,670.0,13.26666641235352,146.0,37.937744140625
0.05520000000000001,1.4,20.60000038146973,0.013,9.75,0.0,0.516,1.2142487891917477,1.21,0.0,670.0,13.26666641235352,146.0,37.937744140625
