BulkDensity,SoilTypeWRB,Longitude,PrecipitationofColdestQuarter,AnnualMeanTemperature,SiltContent,PrecipitationofDriestQuarter,SoilTextureUSDA,Isothermality,SoilOrganicCarbon
0.18185566958685956,0.06032399516441649,0.0972504150486166,0.026356347055649033,0.0876775816303115,0.1803047139056718,0.055576286200826365,0.01169289770335505,-0.2999343403651371,0.12549959698273397
0.1577299948168628,-0.03797224801363801,0.0922910593445034,0.028763022539820545,0.08544742062348444,0.19334073032806814,0.04565533213597116,0.002917190428445447,-0.29656683115358545,0.12369532772425383
0.1555136305962117,-0.04128338054394184,0.0922910593445034,0.03136770454342243,0.0742950015948769,0.027791777335253735,0.04565533213597116,-0.008141892949050229,-0.29620685843022615,0.12391660999640532
-0.06119321432188116,0.0671498343893756,0.0909189572679864,-0.002621527193057301,0.005322838452759873,0.04688255566629929,0.08148493823571422,0.016660198183910034,0.05160283191001599,0.15912073531471915
-0.03957227838408844,-0.011885547094775187,0.08627312022394625,-0.008147153350523255,0.006957148318030213,0.036747929429378864,0.07615026024486933,-0.006960907762967384,0.041050134453716705,0.15778926721291317
-0.03957227838408844,-0.011885547094775187,0.08627312022394625,-0.008147153350523255,0.006957148318030213,0.036747929429378864,0.07615026024486933,-0.006960907762967384,0.041050134453716705,0.15778926721291317
-0.03957227838408844,-0.011885547094775187,0.08627312022394625,-0.008147153350523255,0.006957148318030213,0.036747929429378864,0.07615026024486933,-0.006960907762967384,0.041050134453716705,0.15778926721291317
-0.03957227838408844,-0.011885547094775187,0.08627312022394625,-0.008147153350523255,0.006957148318030213,0.036747929429378864,0.07615026024486933,-0.006960907762967384,0.041050134453716705,0.15778926721291317
-0.03957227838408844,-0.011885547094775187,0.08627312022394625,-0.008147153350523255,0.006957148318030213,0.036747929429378864,0.07615026024486933,-0.006960907762967384,0.041050134453716705,0.15778926721291317
-0.03957227838408844,-0.011885547094775187,0.08627312022394625,-0.008147153350523255,0.006957148318030213,0.036747929429378864,0.07615026024486933,-0.006960907762967384,0.041050134453716705,0.15778926721291317
-0.03957227838408844,-0.011885547094775187,0.08627312022394625,-0.008147153350523255,0.006957148318030213,0.036747929429378864,0.07615026024486933,-0.006960907762967384,0.041050134453716705,0.15778926721291317
-0.03957227838408844,-0.011885547094775187,0.08627312022394625,-0.008147153350523255,0.006957148318030213,0.036747929429378864,0.07615026024486933,-0.006960907762967384,0.041050134453716705,0.15778926721291317
-0.03957227838408844,-0.011885547094775187,0.08627312022394625,-0.008147153350523255,0.006957148318030213,0.036747929429378864,0.07615026024486933,-0.006960907762967384,0.041050134453716705,0.15778926721291317
