BulkDensity,AnnualPrecipitation,SoilOrganicCarbon,AverageAridityIndex,Season_sin,SoilTypeWRB,MeanDiurnalRange,UpperD_m,MeanTemperatureofDriestQuarter,Longitude,MeanTemperatureofWarmestQuarter,PrecipitationofDriestQuarter
0.23022894510023698,0.006853703100798859,0.013558412743162345,0.004810219461596115,0.07244415817486596,0.1368275421378706,0.08715240929192679,0.057277160369096324,-0.14539919115790573,0.04831131995563124,0.013325478450520907,-0.016084498035344647
0.20514570781545416,-0.0021211615616153695,0.010068851469865818,-0.000943625377056436,0.07415194806128896,0.017725802084941254,0.08843964629209597,0.054465147324765505,-0.113172902146226,0.04849978043458627,0.013935018468835134,-0.01608102862985825
0.04501526571428475,-0.018770561075284575,-0.017859641080842092,-0.013284117429707943,0.07100191331528219,-0.13767057536349592,0.06682027250144552,0.05349792162884301,-0.11716428474915032,0.030349361218336098,0.013022351465820557,-0.0245314066137301
0.13400523304883266,-0.006343661538118458,0.017715335409859617,-0.008821947273059821,0.043351026975938574,0.16412408321039082,-0.02945670791283676,0.06914986965476075,0.20833876428031045,0.05674102996699751,0.002521027659046802,-0.029164716256445317
0.09928435030107222,0.005546153878691245,-0.02477983259939751,-0.01517218456721916,0.028659591702592545,-0.03507885640403237,-0.04124268240989767,0.057443713073453896,0.2019344219700538,0.049111404236006934,-0.0018466327175426294,-0.029859874123394275
0.07181527244214017,-0.007199574067316533,-0.024722141188144635,-0.015870880641591704,0.059169460261997035,-0.029363069370284246,-0.04154688646094337,0.057028195110286395,0.19605494424087266,0.04827470601296747,-0.0026569917553369692,-0.02383814578732701
0.07181527244214017,-0.007199574067316533,-0.024722141188144635,-0.015870880641591704,0.059169460261997035,-0.029363069370284246,-0.04154688646094337,0.057028195110286395,0.19605494424087266,0.04827470601296747,-0.0026569917553369692,-0.02383814578732701
0.08053051114956775,-0.007199574067316533,-0.02369976209966514,-0.015870880641591704,0.06299076126676888,-0.029363069370284246,-0.04154688646094337,0.057028195110286395,0.19605494424087266,0.04827470601296747,-0.0026569917553369692,-0.02383814578732701
0.046652678973491825,-0.004019933028886159,-0.03064526313133354,-0.015870880641591704,0.018327868680385273,-0.04002515265603405,-0.04428770998794776,0.05922512035470123,0.1986973081280573,0.040973714169290874,-0.0015249133731534662,-0.03295604369800707
0.04743462181887382,-0.005656654464829771,-0.02958004937711284,-0.023546886789869003,0.018327868680385273,-0.14378855813790528,-0.045731448328236765,0.058350615602556236,0.1986973081280573,0.0414933517251452,-0.0015249133731534662,-0.03295604369800707
0.06775234769259153,-0.011996221770216893,-0.01700730057830574,-0.023546886789869003,0.06299076126676888,-0.13802673302784443,-0.04299062480123238,0.05474571710397348,0.19605494424087266,0.046149835516996036,-0.0026569917553369692,-0.029645360890635058
0.08277179599567341,-0.008573436993871213,-0.006490373142746941,-0.023546886789869003,0.06299076126676888,-0.0638823099054897,-0.034888150861288665,0.0561536903581414,0.19614754035894472,0.05310844137857009,-0.002439954290997129,-0.02383814578732701
0.08769008841176312,-0.008143171228678516,0.007885839953468613,-0.017650782162479964,0.06654515153532568,0.019964832026362254,-0.030897002945679986,0.060782960784442494,0.19614754035894472,0.05808980593352844,-0.002360751547521324,-0.024116673577594547
-0.05860203094072958,0.11535524422979974,0.2682127665990257,0.08878060839103276,-0.08094448203584398,0.05353623189629263,-0.1493094331473835,0.07694107208307967,0.20238801969853223,0.10655217991809333,-0.014014064263799371,-0.024522463939215988
-0.022901681359565204,0.10958392803068791,0.2862188575422763,0.09476149695640708,-0.0763553400166342,-0.0645151454162415,-0.1495068087849927,0.07907862677909573,0.21204171839665728,0.10465865945321827,-0.01395448426952598,-0.021097471917143513
0.06349315582535983,-0.01697496347942745,0.0898407050485901,-0.007813678018169588,-0.07719395727795497,0.12949306629779123,-0.05973470739008923,-0.28754160951178404,-0.08431914435267861,0.061412071560178624,0.006571230007382993,0.002176762380957335
0.05709435682107738,-0.01711248200028115,0.036502071142323324,-0.006037852099026808,-0.09221615814261253,-0.04540857929629819,-0.061567887575273005,-0.3347724821263865,-0.06826234097079138,0.050890689057449395,0.005207765927576727,0.0012959058390116598
0.016881574472814295,-0.01752839908026315,0.029706784856201984,-0.006037852099026808,-0.08816827886687557,-0.052176281310672236,-0.061567887575273005,-0.33547655938091486,-0.07030591941659371,0.04629698412508148,0.004290057101663424,0.0012959058390116598
0.07269736151323013,-0.006791865089556903,0.08078993189808234,-0.0017761656076749292,0.02887184233671681,-0.011584697565912558,-0.061083793384750416,-0.3605776644762449,-0.07693187696728664,0.0628291547791213,0.011256027129961354,0.00938107367258072
0.031345616383865876,-0.010607167608257626,0.09039312441554792,-0.0052151741808919684,-0.07862292143899458,-0.0255471127922212,-0.06809100953252611,-0.3429399553138988,-0.05413382104154265,0.06111424027047086,0.011518430782698296,0.0026534335858887513
0.014301851933653858,-0.00950411465019662,0.014971467827974328,-0.00542804058250434,0.03933597326401578,-0.009954346906080023,-0.12642760837649122,-0.35993324943154115,-0.09965469474730158,0.06479003663539352,0.01888018648714268,0.008209192915869966
-0.009516150900528375,-0.012715153745364294,0.09325018240273646,-0.008197905174777507,-0.05431288681703552,-0.01610245309120169,-0.13673576272427473,-0.33945045734334756,-0.10379596926003343,0.06345584540229987,0.014208852851035488,0.012321974539137356
0.09915361163461206,0.019912194151321068,0.08773835663860094,0.07864236408090257,0.059066086713146775,0.07685315006641266,0.19048884527026036,0.07606543695273915,-0.09306846470595158,0.07587952205663437,-0.030663813860614342,-0.014891787846330173
