study1_num_leaves,study1_min_child_samples,study1_min_split_gain,study1_val,study2_num_leaves,study2_min_child_samples,study2_min_split_gain,study2_val,rmse_train,rmse_test,r2_train,r2_test,glob_r2_test
12.0,30.0,0.015765421236936767,0.3738031702854046,33.0,30.0,0.012856880148045712,0.39360098767536666,0.05298959329054916,0.13529266448210717,0.8640306884524113,0.6141781104339563,0.6528440906084112
30.0,30.0,0.018712777247551864,0.42848304771870666,33.0,30.0,0.010473340553923129,0.39931830154625436,0.045197093684754525,0.09529656852059674,0.887234878091631,0.5968488921534099,0.7622384916687879
6.0,30.0,0.010352478684399589,0.36691648859695347,15.0,30.0,0.018978154446678795,0.3803184650145987,0.05070306711783513,0.06217079588934071,0.8716348215842465,0.7959469493873659,0.8426019221275591
12.0,30.0,0.010134676741663656,0.4102186861099501,45.0,35.0,0.010953968472583843,0.41442827424952233,0.04998749848293163,0.1478794822061966,0.8660291720572136,0.6580903810896328,0.603670172179562
39.0,30.0,0.021607152053686355,0.40526745104681466,45.0,35.0,0.01954567859991401,0.4427758605553638,0.06401998073391144,0.14707779062790852,0.8263560022163815,0.7285752565232173,0.6010749260303363
27.0,35.0,0.01871875384745279,0.3886934987348968,33.0,30.0,0.014803185512996666,0.4148588728251859,0.06306462486587694,0.07543842746133324,0.8450856905667146,0.5859122436458184,0.8146902178557353
30.0,30.0,0.018932588978271363,0.45056363676930217,51.0,30.0,0.016486848575929514,0.43528498830712414,0.05721956775230257,0.12350869300669384,0.8529444038774773,0.6095835871755413,0.6825798378093806
42.0,30.0,0.0193067021953804,0.44820684663422916,18.0,30.0,0.0135992015158504,0.4731650716418239,0.05125751752513865,0.08433782854711333,0.8671080728125642,0.7800173257144833,0.781342969547195
18.0,30.0,0.015075427226890585,0.4047646708962472,51.0,35.0,0.010091659360890994,0.42850491938765345,0.07270619421323121,0.16141716240858464,0.8021956697511342,0.7065556474360073,0.5608487826049356
15.0,30.0,0.010021785980562923,0.41430572631265317,45.0,30.0,0.026894289741862427,0.42833035374342704,0.05323163368863811,0.11537968588369038,0.859948889251956,0.7362925427284076,0.6964389020955358
