study1_num_leaves,study1_min_child_samples,study1_min_split_gain,study1_val,study2_num_leaves,study2_min_child_samples,study2_min_split_gain,study2_val,rmse_train,rmse_test,r2_train,r2_test,glob_r2_test
30.0,55.0,0.040135208204746545,0.4391734877168419,51.0,30.0,0.012139876145158358,0.44520664179965785,0.046519570471543294,0.11232886589134958,0.8773956470197725,0.7455946608364494,0.7039523842543602
39.0,30.0,0.010150498067182984,0.49729007919332124,30.0,30.0,0.017355906855409723,0.5177037167256274,0.04637248988833662,0.11231582292682989,0.8819585575487164,0.6391397024461103,0.7140994201452073
48.0,35.0,0.020979813910248838,0.41350593921589074,48.0,35.0,0.038498168379613375,0.4187281883942865,0.05876997550291321,0.14873479668657896,0.8389925400744516,0.6921988086945111,0.5925230253692744
39.0,45.0,0.05943815143593879,0.46110242990745687,18.0,35.0,0.01016286039701655,0.4403727764623334,0.06442082184375834,0.104661784272126,0.8309955047673471,0.7516923979343434,0.7254255454244369
39.0,35.0,0.019062713583269067,0.39275415862918445,51.0,30.0,0.01014955067852276,0.381520274665009,0.05296828618064833,0.1455714056714258,0.862587824292771,0.6277990280117194,0.6223535814270249
21.0,35.0,0.019417177320538763,0.4277787724989729,33.0,30.0,0.015947616162822753,0.4103567326863314,0.048798787834483257,0.08556586883797573,0.8759338536547407,0.7323709947428649,0.782457145422986
51.0,30.0,0.03167336594947939,0.4055144609752858,24.0,30.0,0.06560649762857204,0.3947408359728121,0.05344813363467463,0.10544932096274823,0.8626837881878795,0.7042892508061709,0.7290849968356774
9.0,50.0,0.06165144264792841,0.41502873636206583,27.0,30.0,0.011288095332465439,0.42637301303159975,0.05254754093440512,0.12204823238574114,0.8642120100851431,0.6726979209443766,0.6846154196062432
42.0,70.0,0.1195473903396205,0.45060723903825334,15.0,30.0,0.019733797628291146,0.4473296675050595,0.0614000447519197,0.1328834151796231,0.8458165430603551,0.5178126871038655,0.6663125506647162
51.0,40.0,0.02952762425482152,0.4120428412350803,15.0,40.0,0.024896499298345323,0.42302793321198606,0.06793571312670708,0.1412365012820756,0.8248390356037189,0.5938837813130746,0.6358451154198683
