study1_num_leaves,study1_min_child_samples,study1_min_split_gain,study1_val,study2_num_leaves,study2_min_child_samples,study2_min_split_gain,study2_val,rmse_train,rmse_test,r2_train,r2_test,glob_r2_test
21.0,30.0,0.010348543950938824,0.5006745469810076,27.0,30.0,0.013246747924343416,0.5089316774069422,0.04748325537081926,0.08946678484685366,0.8770111934989084,0.758582767489099,0.7682675081168383
30.0,45.0,0.013864860105703427,0.49098412560850746,48.0,35.0,0.20310029105221702,0.45962456971618,0.08128585505451268,0.082512063788257,0.7928478220078025,0.7506169388582744,0.7897229018147648
36.0,55.0,0.08325559848906963,0.4092981839457315,6.0,30.0,0.010936068085963493,0.3794042814520295,0.06387274797735569,0.1013962134503682,0.836082772504086,0.7116306620944097,0.739785953889746
51.0,35.0,0.010251361222830208,0.45820446994202896,51.0,30.0,0.01924571384170623,0.44967653473197405,0.04446202374841592,0.15120290689849536,0.8850975153109618,0.6005143353274441,0.6092487873887789
9.0,30.0,0.010761072683567841,0.36171097723022905,45.0,35.0,0.017820816935416678,0.4083774527898005,0.056434021410490746,0.23750923485410277,0.8502613771390694,0.47474018465385404,0.3698073457300083
21.0,40.0,0.010525922476863748,0.38789306576798943,48.0,40.0,0.020199554420344205,0.38958666988036744,0.06085403756813529,0.12978081040672274,0.8448530578409155,0.603115724846733,0.6691247337042072
42.0,50.0,0.032147750675688674,0.3973249781296648,15.0,30.0,0.023640942717086978,0.4009533620752158,0.05160856964481327,0.0894162526383309,0.8675374121071686,0.7467820855734206,0.7704972583881154
12.0,40.0,0.014916010655888434,0.43267098714094154,48.0,45.0,0.014531577887535688,0.4175453164267675,0.07282657845468517,0.0856129042899072,0.8120986814340683,0.7703506179840554,0.7791084251975102
39.0,40.0,0.020858847395314052,0.37002640562434097,6.0,35.0,0.018942625332635115,0.3449826159393839,0.064539830975694,0.12997076758247195,0.8315412839285233,0.6822253204156068,0.6607566474412806
42.0,40.0,0.01770711900798429,0.4420495181518719,9.0,35.0,0.024293892155900512,0.4343037382179877,0.06315035486384044,0.10394892147704117,0.8321807723548845,0.7806975147612653,0.7237604166368905
