Method,Direction,SoilTextureUSDA,SoilTypeWRB,LanduseClass,TillageClass,CropClass,SamplingTimeClass,ContainsCereals,ContainsFallow,ContainsGrassHerbs,ContainsLegume,ContainsMaize,ContainsTreesFruits,ContainsVegetables,Latitude,Longitude,AnnualPrecipitation,PrecipitationofWettestMonth,PrecipitationofDriestMonth,PrecipitationSeasonality,PrecipitationofWettestQuarter,PrecipitationofDriestQuarter,PrecipitationofWarmestQuarter,PrecipitationofColdestQuarter,MeanDiurnalRange,AverageAridityIndex,AverageAnnualEvapoTranspiration,AnnualMeanTemperature,MeanTemperatureofWarmestQuarter,MeanTemperatureofColdestQuarter,Isothermality,TemperatureSeasonality,MaxTemperatureofWarmestMonth,MinTemperatureofColdestMonth,TemperatureAnnualRange,MeanTemperatureofWettestQuarter,MeanTemperatureofDriestQuarter,Season_sin,Season_cos,UpperD_m,Diameter,ClayContent,SiltContent,SandContent,BulkDensity,SoilOrganicCarbon,NbOfCropRotation,ExID,weight,log_Ks
1.762962795323706,1.9653128449567823,1.7484760932003633,1.755612405891193,1.7843824397046906,1.7512615878699096,1.6350433840351024,1.857005571559469,1.9172996509539633,1.8707415061384556,1.8616601998507116,1.933408082761525,1.8090468805777369,1.8602321976154526,1.8616601998507116,46.5,-117.0,565.0,66.0,24.0,29.69721031188965,190.0,80.0,92.0,173.0,12.81666660308838,0.046,1226.0,8.458333015441895,17.64999961853027,-0.3999999463558197,37.69607925415039,739.5663452148438,28.89999961853027,-5.099999904632568,34.0,0.01666667126119137,17.45000076293945,-0.8660254037844385,-0.5000000000000004,0.05,21.043000000000003,0.123,0.714,0.163,0.9,0.0319,0.0,151.0,1.835325870964494,2.241367895062818
1.8064541680272612,1.97845832353326,1.7654723622301032,1.7799001803497743,1.9036349232301844,1.8812132006409832,1.4435503942244636,1.863632508171596,1.6131540962931266,1.8761129030793882,1.8668616751275895,1.5154116760535457,1.8172038808510405,1.865600306030204,1.8668616751275895,46.5,-117.0,565.0,66.0,24.0,29.69721031188965,190.0,80.0,92.0,173.0,12.81666660308838,0.046,1226.0,8.458333015441895,17.64999961853027,-0.3999999463558197,37.69607925415039,739.5663452148438,28.89999961853027,-5.099999904632568,34.0,0.01666667126119137,17.45000076293945,-0.8660254037844385,-0.5000000000000004,0.05,21.099,0.135,0.705,0.16,1.25,0.0143,3.0,152.0,1.835325870964494,1.752393440353606
1.80194910738779,1.968182647025094,1.7650363981675532,1.778590335588052,1.8061436518646015,1.7645077042805288,1.6468373984288422,1.8617471002424775,1.9227007883557774,1.8743454821833057,1.8653148070901033,1.9384566042746612,1.8160036875084953,1.8640279884513626,1.8653148070901033,46.5,-117.0,565.0,66.0,24.0,29.69721031188965,190.0,80.0,92.0,173.0,12.81666660308838,0.046,1226.0,8.458333015441895,17.64999961853027,-0.3999999463558197,37.69607925415039,739.5663452148438,28.89999961853027,-5.099999904632568,34.0,0.01666667126119137,17.45000076293945,0.0,1.0,0.0,20.974,0.123,0.715,0.162,0.75,0.0371,0.0,154.0,1.835325870964494,3.141033466511488
1.9049555965511513,2.0191761609158068,1.8094234003721963,1.8405195688118445,1.9002740013884825,1.8758457106290092,1.665302365136365,1.8830685396802944,1.6224367192304918,1.8921861580189143,1.8823243892157218,1.5323389449321214,1.8400951380358226,1.8815212141782136,1.8823243892157218,46.5,-117.0,565.0,66.0,24.0,29.69721031188965,190.0,80.0,92.0,173.0,12.81666660308838,0.046,1226.0,8.458333015441895,17.64999961853027,-0.3999999463558197,37.69607925415039,739.5663452148438,28.89999961853027,-5.099999904632568,34.0,0.01666667126119137,17.45000076293945,0.0,1.0,0.0,20.603,0.137,0.704,0.159,1.1,0.0147,3.0,155.0,1.835325870964494,1.501929718299528
1.8761680338188926,1.9976242258067953,1.7998142228074254,1.825798270963483,1.8668204616212778,1.8007320664445017,1.671716467075771,1.8768203622806099,1.9426734552107892,1.8867659296894783,1.8773191961773512,1.9578530052784808,1.8340564698262458,1.876391599369042,1.8773191961773512,46.5,-117.0,565.0,66.0,24.0,29.69721031188965,190.0,80.0,92.0,173.0,12.81666660308838,0.046,1226.0,8.458333015441895,17.64999961853027,-0.3999999463558197,37.69607925415039,739.5663452148438,28.89999961853027,-5.099999904632568,34.0,0.01666667126119137,17.45000076293945,0.0,1.0,0.05,21.329,0.123,0.714,0.163,0.9,0.0319,0.0,157.0,1.835325870964494,2.694451633333336
1.9307202737865223,2.025497322107857,1.8269244473688167,1.8619921610622268,1.8916143430604615,1.8608890709358301,1.5836160417179466,1.8900079634266214,1.6149050316723066,1.897830117410627,1.8879313057508054,1.5303116631566154,1.8491511218175982,1.8872990664885658,1.8879313057508054,46.5,-117.0,565.0,66.0,24.0,29.69721031188965,190.0,80.0,92.0,173.0,12.81666660308838,0.046,1226.0,8.458333015441895,17.64999961853027,-0.3999999463558197,37.69607925415039,739.5663452148438,28.89999961853027,-5.099999904632568,34.0,0.01666667126119137,17.45000076293945,0.0,1.0,0.0,20.760000000000005,0.137,0.704,0.159,1.1,0.0147,3.0,161.0,1.835325870964494,1.891258616904139
1.9282539202313733,2.020334294984637,1.828816628825738,1.8631628192959033,1.891606774418838,1.8236479527749845,1.4821557749906065,1.8900278150691217,1.6311611249212379,1.8977413133497285,1.8879739635861046,1.5528708477658355,1.849877113112194,1.8873511658361395,1.8879739635861046,46.5,-117.0,565.0,66.0,24.0,29.69721031188965,190.0,80.0,92.0,173.0,12.81666660308838,0.046,1226.0,8.458333015441895,17.64999961853027,-0.3999999463558197,37.69607925415039,739.5663452148438,28.89999961853027,-5.099999904632568,34.0,0.01666667126119137,17.45000076293945,0.0,1.0,0.0,20.880000000000006,0.131,0.736,0.133,1.1,0.0182,3.0,162.0,1.835325870964494,1.872394049455131
1.9249680454798295,2.0148550266316922,1.8300616979865778,1.8635178666097199,1.8912065093154273,1.824866605191988,1.5255155832644425,1.889752287481403,1.6445629540620097,1.8974033498311338,1.8877767494831805,1.5716663302181468,1.8502587561010573,1.8871569175714507,1.8877767494831805,46.5,-117.0,565.0,66.0,24.0,29.69721031188965,190.0,80.0,92.0,173.0,12.81666660308838,0.046,1226.0,8.458333015441895,17.64999961853027,-0.3999999463558197,37.69607925415039,739.5663452148438,28.89999961853027,-5.099999904632568,34.0,0.01666667126119137,17.45000076293945,0.8660254037844387,-0.4999999999999998,0.0,20.796,0.131,0.736,0.133,1.1,0.0182,3.0,168.0,1.835325870964494,2.144279285361694
1.937152003251044,2.019477321586335,1.8387899643025531,1.8739164376746076,1.9028044256087586,1.8326571583668587,1.6707083158314375,1.8936680874487921,1.9547989096966365,1.9006517174039044,1.8909830311816624,1.969545046993637,1.8551590982554012,1.8904533581841467,1.8909830311816624,46.5,-117.0,565.0,66.0,24.0,29.69721031188965,190.0,80.0,92.0,173.0,12.81666660308838,0.046,1226.0,8.458333015441895,17.64999961853027,-0.3999999463558197,37.69607925415039,739.5663452148438,28.89999961853027,-5.099999904632568,34.0,0.01666667126119137,17.45000076293945,0.8660254037844387,-0.4999999999999998,0.05,21.000999999999998,0.123,0.714,0.163,0.9,0.0319,0.0,169.0,1.835325870964494,3.080211111477167
1.9973130089471558,2.0560543488239498,1.8723418871991648,1.9169983903104133,1.8963712598469837,1.8623608239171046,1.5873919534741678,1.9116460120552827,1.6708638136040985,1.9159706705736868,1.9056648593334586,1.603478161059455,1.8752419181442825,1.9055135829093746,1.9056648593334586,46.5,-117.0,565.0,66.0,24.0,29.69721031188965,190.0,80.0,92.0,173.0,12.81666660308838,0.046,1226.0,8.458333015441895,17.64999961853027,-0.3999999463558197,37.69607925415039,739.5663452148438,28.89999961853027,-5.099999904632568,34.0,0.01666667126119137,17.45000076293945,0.8660254037844387,-0.4999999999999998,0.05,20.901,0.132,0.74,0.128,1.25,0.0134,3.0,171.0,1.835325870964494,1.751064984070075
1.8984063408847969,1.8152019470408312,1.869150389748399,1.5974699084990782,1.8934651343314455,1.8620571303961495,1.6022713198919776,1.9092492802943095,1.674873872127397,1.9138564951056918,1.903779495000978,1.9868992042511924,1.8732390643688919,1.9035829754238833,1.903779495000978,41.6,1.0,492.0,57.0,18.0,30.09981346130371,161.0,92.0,113.0,94.0,11.48333358764648,0.0355,1385.0,14.05000019073486,22.45000076293945,6.383333683013916,38.66442108154297,660.0068969726562,30.5,0.800000011920929,29.70000076293945,14.98333358764648,7.533333301544189,0.8660254037844387,-0.4999999999999998,0.0,25.0,0.229,0.52,0.251,1.2957189486499994,0.013954,1.0,178.0,1.1547005383792517,1.458432360246944
1.8896068612720398,1.808340993448641,1.8586191582227207,1.5627105214360448,1.8849350799376317,2.074406102443178,1.590284739921558,1.9026196197053777,1.6645671334664232,1.9080916326391253,1.8984138668714114,1.9787689451126658,1.866654830970131,1.8980872888167606,1.8984138668714114,41.6,1.0,492.0,57.0,18.0,30.09981346130371,161.0,92.0,113.0,94.0,11.48333358764648,0.0355,1385.0,14.05000019073486,22.45000076293945,6.383333683013916,38.66442108154297,660.0068969726562,30.5,0.800000011920929,29.70000076293945,14.98333358764648,7.533333301544189,0.8660254037844387,-0.4999999999999998,0.0,25.0,0.229,0.52,0.251,1.3024089486499997,0.013954,1.0,179.0,1.1547005383792517,1.31341582557917
1.8783089978270817,1.799002782734123,1.844989074906632,1.51285158226467,1.8739443250461227,1.8597725485718248,1.5689871311259898,1.8940804342832582,1.6486057103806393,1.900658185050876,1.8914496044750753,1.9686878372409458,1.8580104715108972,1.8909571490211798,1.8914496044750753,41.6,1.0,492.0,57.0,18.0,30.09981346130371,161.0,92.0,113.0,94.0,11.48333358764648,0.0355,1385.0,14.05000019073486,22.45000076293945,6.383333683013916,38.66442108154297,660.0068969726562,30.5,0.800000011920929,29.70000076293945,14.98333358764648,7.533333301544189,0.8660254037844387,-0.4999999999999998,0.0,25.0,0.229,0.52,0.251,1.30488034229,0.013954,1.0,180.0,1.1547005383792517,0.6861534515561972
1.8553829296295645,1.7783944617863836,2.411721209653657,2.3692076338479935,1.851533176489709,1.8297812251508068,2.1359266623480284,1.8144568989386394,1.9726625954391848,1.8856642994521764,1.8772696497348533,1.9495455329769944,1.8399819019731325,1.8764414418228068,1.8772696497348533,38.0,-8.0,564.0,99.0,3.0,63.04059219360352,251.0,25.0,31.0,239.0,11.72500038146973,0.0332,1697.0,16.54583358764648,23.26666641235352,10.69999980926514,44.75190734863281,512.5003662109375,32.0,5.800000190734863,26.20000076293945,11.63333320617676,22.88333320617676,0.025980762113533125,1.0,0.0,20.0,0.057,0.074,0.869,1.66,0.0085,1.0,254.0,1.0,0.6924415060495926
1.8334406386186217,1.7586498625911688,2.0782497758718335,2.2167743495026846,1.830068515926003,1.824707752473274,2.0457088400793766,1.8154030412131377,1.9526591409174723,1.871112801971657,1.8634925782966527,1.9310587090515918,1.8225949262773213,1.8623462044921735,1.8634925782966527,38.0,-8.0,564.0,99.0,3.0,63.04059219360352,251.0,25.0,31.0,239.0,11.72500038146973,0.0332,1697.0,16.54583358764648,23.26666641235352,10.69999980926514,44.75190734863281,512.5003662109375,32.0,5.800000190734863,26.20000076293945,11.63333320617676,22.88333320617676,0.025980762113533125,1.0,0.0,20.0,0.115,0.138,0.747,1.83,0.0083,1.0,255.0,1.0,0.6320217670547199
1.811192140997068,1.7385315037423037,1.665302365136365,2.0847116342986878,1.8082858477647072,1.8239876737326914,1.962550776960279,1.81227055065416,1.9323416428580453,1.8561839943220553,1.8493377413858256,1.9122320867038105,1.804825177632208,1.8478717993458504,1.8493377413858256,38.0,-8.0,564.0,99.0,3.0,63.04059219360352,251.0,25.0,31.0,239.0,11.72500038146973,0.0332,1697.0,16.54583358764648,23.26666641235352,10.69999980926514,44.75190734863281,512.5003662109375,32.0,5.800000190734863,26.20000076293945,11.63333320617676,22.88333320617676,0.051961524227066305,1.0,0.0,20.0,0.245,0.129,0.626,1.62,0.0114,1.0,256.0,1.0,0.5136836170319955
1.787601076924976,1.7170429443263335,1.9749477752420397,2.121993755548633,1.7851679507873375,1.8180132494540464,1.8820581569642632,1.8159330726458294,1.9108468242849235,1.840201846973364,1.8341598536090777,1.8922528228513564,1.7858378017410284,1.8323579832724335,1.8341598536090777,38.0,-8.0,564.0,99.0,3.0,63.04059219360352,251.0,25.0,31.0,239.0,11.72500038146973,0.0332,1697.0,16.54583358764648,23.26666641235352,10.69999980926514,44.75190734863281,512.5003662109375,32.0,5.800000190734863,26.20000076293945,11.63333320617676,22.88333320617676,0.017320508075688724,1.0,0.0,20.0,0.157,0.251,0.592,1.7,0.0074,1.0,257.0,1.0,0.7994094796151269
1.7699547984015855,1.7012216776933817,1.665302365136365,1.3750685604799242,1.7678739425211583,1.8471080648350677,1.5059275825852905,1.8768243345300146,1.8942582072002996,1.8279572308867966,1.8225334449125163,1.8768606630874658,1.7715417391015225,1.8204850119660276,1.8225334449125163,59.9,17.6,560.0,70.0,26.0,29.67331123352051,194.0,93.0,189.0,109.0,8.008333206176758,0.0777,720.0,5.679166793823242,15.41666698455811,-3.133333206176758,27.90359878540039,756.8248901367188,21.70000076293945,-7.0,28.70000076293945,14.23333358764648,-0.2166667282581329,0.8660254037844387,-0.4999999999999998,0.0,8.0,0.44,0.41,0.15,1.28,0.017,1.0,271.0,8.140806303599618,2.631443769013172
1.8295276404353078,1.8819278318057815,1.8965785555335788,1.665302365136365,1.9518630375199424,1.8330993872760148,1.6169535055713493,1.8389874507756514,1.9050991713446062,1.8373000976091962,1.8315213374025237,1.8873409840031004,1.783826053814546,1.8297004523870177,1.8315213374025237,-39.8,175.3,1076.0,115.0,67.0,15.52925586700439,312.0,216.0,229.0,303.0,8.791666984558105,0.0952,1129.0,12.37083339691162,16.64999961853027,8.050000190734863,47.01426315307617,350.9562377929688,22.29999923706055,3.599999904632568,18.69999885559082,8.666666030883789,15.31666660308838,0.1299038105676658,1.0,0.075,4.45,0.16,0.21,0.63,1.44,0.04,0.0,281.0,15.07556722888818,2.201727772393144
1.7920780370166722,1.7169881538174459,1.9156503815873016,1.554550733127531,1.7827630774606757,1.8412911291675067,1.665302365136365,1.8874527772692142,1.909398136577194,1.8414889214572878,1.665302365136365,1.8916476523372106,1.789711993512836,1.8338805346342777,1.8355895399848383,38.6,110.3,423.0,109.0,2.0,103.6136627197266,273.0,9.0,256.0,9.0,13.64166641235352,0.0285,1482.0,8.012499809265137,21.5666675567627,-7.183333396911621,29.98168563842773,1161.920654296875,29.10000038146973,-16.39999961853027,45.5,19.73333358764648,-7.183333396911621,0.0,1.0,0.001,10.0,0.05,0.333,0.617,1.2950400000000004,0.0034,1.0,287.0,1.5491933384829668,1.556078057298747
1.7448780410730869,1.7143063188754677,1.8944990683938574,1.554741648648933,1.7789209584748802,1.8350908449964467,1.6106902112175558,1.8828503506029577,1.904350706873216,1.838245616182759,1.6106902112175558,1.8871129280799341,1.786467077732085,1.8307938404416606,1.8325513716947721,38.6,110.3,423.0,109.0,2.0,103.6136627197266,273.0,9.0,256.0,9.0,13.64166641235352,0.0285,1482.0,8.012499809265137,21.5666675567627,-7.183333396911621,29.98168563842773,1161.920654296875,29.10000038146973,-16.39999961853027,45.5,19.73333358764648,-7.183333396911621,0.8660254037844387,-0.4999999999999998,0.001,10.0,0.05,0.333,0.617,1.2888417114900006,0.0034,1.0,288.0,1.5491933384829668,1.493142846580044
1.7029221753242465,1.7106806881821,1.872201500515312,1.5478973373079452,1.7741579899432998,1.827815355668438,1.5715077563383852,1.8775118916437397,1.8985590468690867,1.8343680569737393,1.5715077563383852,1.8818599936599356,1.7824489375793169,1.8270833899596648,1.8289018176612801,38.6,110.3,423.0,109.0,2.0,103.6136627197266,273.0,9.0,256.0,9.0,13.64166641235352,0.0285,1482.0,8.012499809265137,21.5666675567627,-7.183333396911621,29.98168563842773,1161.920654296875,29.10000038146973,-16.39999961853027,45.5,19.73333358764648,-7.183333396911621,0.8660254037844387,-0.4999999999999998,0.001,10.0,0.05,0.333,0.617,1.2855313447400005,0.0034,1.0,289.0,1.5491933384829668,1.159455898532302
1.62528413578254,1.7017899657683935,1.8346885740951535,1.509053193430381,1.7640809064775456,1.8138912003114351,1.4684947918868645,1.8678084322773691,1.8882937253644094,1.8268690329910569,1.835589539984838,1.6112458885863299,1.7740301127273306,1.819826569400672,1.8217800525641634,38.6,110.3,423.0,109.0,2.0,103.6136627197266,273.0,9.0,256.0,9.0,13.64166641235352,0.0285,1482.0,8.012499809265137,21.5666675567627,-7.183333396911621,29.98168563842773,1161.920654296875,29.10000038146973,-16.39999961853027,45.5,19.73333358764648,-7.183333396911621,0.0,1.0,0.001,10.0,0.06,0.355,0.585,1.2705113447400003,0.003,1.0,290.0,1.5491933384829668,1.602548297999073
1.6224421560596067,1.7002147012006266,1.8230815602903494,1.5175527483911713,1.761475541824667,1.809578079856081,1.4953054931093062,1.8642716304869915,1.8843794044415967,1.824403969969167,1.833056483006732,1.6108110090569667,1.7717436885309539,1.8174902439017298,1.8194723498845309,38.6,110.3,423.0,109.0,2.0,103.6136627197266,273.0,9.0,256.0,9.0,13.64166641235352,0.0285,1482.0,8.012499809265137,21.5666675567627,-7.183333396911621,29.98168563842773,1161.920654296875,29.10000038146973,-16.39999961853027,45.5,19.73333358764648,-7.183333396911621,0.0,1.0,0.001,10.0,0.06,0.355,0.585,1.2674113447400004,0.003,1.0,291.0,1.5491933384829668,1.647582464996125
1.62523552371922,1.6993923225099312,1.8147244605144337,1.5283885581082508,1.7596677152083409,1.8063381675588817,1.5206849884237759,1.861420457256849,1.8811794458004418,1.8224819970890251,1.8310621387270485,1.6125620307683552,1.7701099882212852,1.8156827143389045,1.8176818302502769,38.6,110.3,423.0,109.0,2.0,103.6136627197266,273.0,9.0,256.0,9.0,13.64166641235352,0.0285,1482.0,8.012499809265137,21.5666675567627,-7.183333396911621,29.98168563842773,1161.920654296875,29.10000038146973,-16.39999961853027,45.5,19.73333358764648,-7.183333396911621,0.8660254037844387,-0.4999999999999998,0.001,10.0,0.06,0.355,0.585,1.2703113447400007,0.003,1.0,292.0,1.5491933384829668,1.498907126431686
1.6126026839904664,1.6963079348779584,1.8003691271470361,1.5261207556715919,1.7555933310087057,1.8003101079289368,1.517573865282049,1.8567124919214568,1.8760824815421915,1.8190026974045377,1.827528574766459,1.6073958987530519,1.7665878731331084,1.8123482344661965,1.8143954930975077,38.6,110.3,423.0,109.0,2.0,103.6136627197266,273.0,9.0,256.0,9.0,13.64166641235352,0.0285,1482.0,8.012499809265137,21.5666675567627,-7.183333396911621,29.98168563842773,1161.920654296875,29.10000038146973,-16.39999961853027,45.5,19.73333358764648,-7.183333396911621,0.8660254037844387,-0.4999999999999998,0.001,10.0,0.06,0.355,0.585,1.2558113447400006,0.003,1.0,293.0,1.5491933384829668,1.32161085645301
1.5861488814870612,1.690630706416974,1.7795535501603397,1.5115129057274077,1.7489166775540026,1.8751200542700002,1.6861635667800108,1.8498522145436567,1.8687868022647025,1.8137112948412235,1.8222031251000017,1.5949704621313112,1.7608830395859276,1.8072363867785597,1.8093670784378701,38.6,110.3,423.0,109.0,2.0,103.6136627197266,273.0,9.0,256.0,9.0,13.64166641235352,0.0285,1482.0,8.012499809265137,21.5666675567627,-7.183333396911621,29.98168563842773,1161.920654296875,29.10000038146973,-16.39999961853027,45.5,19.73333358764648,-7.183333396911621,0.0,1.0,0.001,10.0,0.04,0.335,0.625,1.2397613447400004,0.0024,1.0,294.0,1.5491933384829668,1.625988066109963
1.5894688135389698,1.689665890890004,1.7731549883249071,1.5191445830862447,1.7470541228351537,1.866529296057585,1.6711196916124988,1.8470184911457617,1.8656335719250303,1.811735260854579,1.8201592182355224,1.5962628622970882,1.7591755082761054,1.8053678473902235,1.8075147651820327,38.6,110.3,423.0,109.0,2.0,103.6136627197266,273.0,9.0,256.0,9.0,13.64166641235352,0.0285,1482.0,8.012499809265137,21.5666675567627,-7.183333396911621,29.98168563842773,1161.920654296875,29.10000038146973,-16.39999961853027,45.5,19.73333358764648,-7.183333396911621,0.0,1.0,0.001,10.0,0.04,0.335,0.625,1.2399613447400002,0.0024,1.0,295.0,1.5491933384829668,1.59990489536868
1.5902715890643324,1.6883458762499846,1.766224984606658,1.5241921026038967,1.7448578657087883,1.8576418160346215,1.656876732363735,1.8439295711985484,1.862226794020462,1.809528694547434,1.8178885551131836,1.596408543619952,1.7571846256147627,1.80327128665531,1.8054386664838993,38.6,110.3,423.0,109.0,2.0,103.6136627197266,273.0,9.0,256.0,9.0,13.64166641235352,0.0285,1482.0,8.012499809265137,21.5666675567627,-7.183333396911621,29.98168563842773,1161.920654296875,29.10000038146973,-16.39999961853027,45.5,19.73333358764648,-7.183333396911621,0.8660254037844387,-0.4999999999999998,0.001,10.0,0.04,0.335,0.625,1.2469113447400006,0.0024,1.0,296.0,1.5491933384829668,1.328601791186755
1.571580889215934,1.6831321938577637,1.7493933233212773,1.5126867901675942,1.7387364528481704,1.8405760087814644,1.6021642421675717,1.8375674998403775,1.8554720471491488,1.8045706852344372,1.8128958330323017,1.5861082839109828,1.7518934795107126,1.7984766452869403,1.800717509302739,38.6,110.3,423.0,109.0,2.0,103.6136627197266,273.0,9.0,256.0,9.0,13.64166641235352,0.0285,1482.0,8.012499809265137,21.5666675567627,-7.183333396911621,29.98168563842773,1161.920654296875,29.10000038146973,-16.39999961853027,45.5,19.73333358764648,-7.183333396911621,0.8660254037844387,-0.4999999999999998,0.001,10.0,0.04,0.335,0.625,1.2535113447400006,0.0024,1.0,297.0,1.5491933384829668,1.274963318748818
1.5518063845181262,1.6773012099276359,1.7318218416704454,1.4994799306443292,1.7320151030786144,1.7911043530928612,1.5554212531077496,1.8307064732417002,1.8482156880441447,1.7991665284335636,1.8074621712718626,1.5745843963123842,1.7460772580380068,1.7932415120215592,1.7955630564541716,38.6,110.3,423.0,109.0,2.0,103.6136627197266,273.0,9.0,256.0,9.0,13.64166641235352,0.0285,1482.0,8.012499809265137,21.5666675567627,-7.183333396911621,29.98168563842773,1161.920654296875,29.10000038146973,-16.39999961853027,45.5,19.73333358764648,-7.183333396911621,0.0,1.0,0.001,10.0,0.03,0.321,0.649,1.2434613447400003,0.0027,1.0,298.0,1.5491933384829668,1.590006535944669
1.554193893982285,1.6760717074771716,1.7267570093230962,1.504244488818031,1.729986409262415,1.7873100546561032,1.5597444134623646,1.8278064739971576,1.8450279207342746,1.7970538012367059,1.8052876149185906,1.575135187013537,1.744196887892304,1.7912292845356494,1.7935673620802925,38.6,110.3,423.0,109.0,2.0,103.6136627197266,273.0,9.0,256.0,9.0,13.64166641235352,0.0285,1482.0,8.012499809265137,21.5666675567627,-7.183333396911621,29.98168563842773,1161.920654296875,29.10000038146973,-16.39999961853027,45.5,19.73333358764648,-7.183333396911621,0.0,1.0,0.001,10.0,0.03,0.321,0.649,1.2434613447400003,0.0027,1.0,299.0,1.5491933384829668,1.759953252303593
1.5662973856482443,1.6772367289330943,1.7279017073569063,1.517029926992309,1.7304084774742627,1.7868034472051306,1.5819898400002788,1.8269986975484247,1.843990424777803,1.7966827957473748,1.8048387598431943,1.5815082237476772,1.744384463659105,1.7909226567686685,1.7932441494862859,38.6,110.3,423.0,109.0,2.0,103.6136627197266,273.0,9.0,256.0,9.0,13.64166641235352,0.0285,1482.0,8.012499809265137,21.5666675567627,-7.183333396911621,29.98168563842773,1161.920654296875,29.10000038146973,-16.39999961853027,45.5,19.73333358764648,-7.183333396911621,0.8660254037844387,-0.4999999999999998,0.001,10.0,0.03,0.321,0.649,1.2611113447400006,0.0027,1.0,300.0,1.5491933384829668,1.508961778489539
1.5631120741394275,1.6749315926256483,1.7206037097279945,1.516645729444558,1.7273328288772527,1.7817517805012106,1.5746870338492047,1.8232570867359672,1.8399539350634864,1.7938340728042277,1.801938005124041,1.5790900089057394,1.7416147850100512,1.7881851725135312,1.7905366983339357,38.6,110.3,423.0,109.0,2.0,103.6136627197266,273.0,9.0,256.0,9.0,13.64166641235352,0.0285,1482.0,8.012499809265137,21.5666675567627,-7.183333396911621,29.98168563842773,1161.920654296875,29.10000038146973,-16.39999961853027,45.5,19.73333358764648,-7.183333396911621,0.8660254037844387,-0.4999999999999998,0.001,10.0,0.03,0.321,0.649,1.2610113447400007,0.0027,1.0,301.0,1.5491933384829668,1.013448180200201
1.7850686399912623,1.6659926275928718,1.6977922410335493,1.8295276404353078,1.9618576269148706,1.7680320733529784,1.7195963971785282,1.8084228515463556,1.830114580838924,1.786183230719875,1.7942827641053631,1.8723546766187826,1.733147731465751,1.7807357783566724,1.7832056745779576,29.6,52.5,200.0,46.0,0.0,100.8042373657227,120.0,2.0,2.0,119.0,15.10833358764648,0.008700000000000001,2280.0,18.22916603088379,28.63333320617676,8.116666793823242,39.75876998901367,850.5545043945312,38.20000076293945,0.2000000029802322,38.0,8.266666412353516,28.63333320617676,-0.01732050807568883,1.0,0.0,20.0,0.172,0.137,0.692,1.52,0.0136,0.0,307.0,15.0,0.765310840840593
1.7674866089714234,2.0458880366654877,1.8167247914102798,1.4937731135698145,1.9158365966812445,1.7504404727825857,1.493078489178419,1.8138407041018305,1.8175874780154142,1.7762718482938624,1.7843888033047401,1.5608434983023347,1.7220231695045423,1.7710650646660429,1.665302365136365,-43.6,172.5,701.0,79.0,45.0,18.6098575592041,196.0,150.0,150.0,183.0,10.5,0.05810000000000001,1205.0,11.81666660308838,16.5,6.783333301544189,49.52830123901367,394.3079833984375,22.70000076293945,1.5,21.20000076293945,12.33333301544189,16.5,0.1299038105676658,1.0,0.0,12.4,0.196,0.519,0.285,1.37,0.022,9.0,308.0,7.7781745930520225,1.418017747036999
1.7615634079216873,2.0256341563548914,1.807231766544249,1.4904794019814311,1.7175535871145533,1.8229006122179443,1.5809619950138158,1.8092910149401658,1.6067599599969677,1.7728270973202387,1.4684947918868645,1.556380193575293,1.9825904268735843,1.7677344295940711,1.7736926387486363,-43.6,172.5,701.0,79.0,45.0,18.6098575592041,196.0,150.0,150.0,183.0,10.5,0.05810000000000001,1205.0,11.81666660308838,16.5,6.783333301544189,49.52830123901367,394.3079833984375,22.70000076293945,1.5,21.20000076293945,12.33333301544189,16.5,0.1299038105676658,1.0,0.0,12.4,0.219,0.519,0.262,1.25,0.029,9.0,309.0,7.071067811865475,2.0725204659284
1.7667460255551326,1.8221702260609538,1.8134012711810898,1.665302365136365,1.722350436828254,1.8304648502091703,1.8250766476300981,1.8122822587013958,1.8129413183528744,1.7756813198784118,1.7808995551498097,1.8579774839463385,1.9866781559215305,1.7705828972233637,1.7764595630743747,45.0,-93.0,764.0,111.0,20.0,50.68397521972656,315.0,69.0,315.0,69.0,11.375,0.0714,1068.0,7.170833587646484,21.26666641235352,-8.583333015441895,25.33407592773438,1205.914306640625,28.70000076293945,-16.20000076293945,44.90000152587891,21.26666641235352,-8.583333015441895,-0.8660254037844385,-0.5000000000000004,0.0,20.509,0.27,0.6,0.13,1.1997100000000003,0.031,1.0,319.0,2.3094010767585034,1.170000473264351
1.7569633115831524,1.8215031623193318,1.7987785257738913,1.4176514192003578,1.7149857706474017,1.811039427357852,1.7923228389118109,1.8050656094268223,1.8055511936966844,1.7699673496273354,1.7751363562640974,1.8491572658606719,1.9511704305886097,1.7650219488533727,1.7708957182137322,45.0,-93.0,764.0,111.0,20.0,50.68397521972656,315.0,69.0,315.0,69.0,11.375,0.0714,1068.0,7.170833587646484,21.26666641235352,-8.583333015441895,25.33407592773438,1205.914306640625,28.70000076293945,-16.20000076293945,44.90000152587891,21.26666641235352,-8.583333015441895,-0.8660254037844385,-0.5000000000000004,0.0,20.509,0.27,0.6,0.13,1.1840100000000002,0.031,1.0,320.0,2.3094010767585034,0.7842391706422734
