study1_num_leaves,study1_min_child_samples,study1_min_split_gain,study1_val,study2_num_leaves,study2_min_child_samples,study2_min_split_gain,study2_val,rmse_train,rmse_test,r2_train,r2_test,glob_r2_test
27.0,30.0,0.020854420100795943,0.41603497624867253,33.0,30.0,0.010367907680984634,0.41598224308548576,0.04700914604205495,0.0756430089165052,0.8887762529385527,0.6007617855929075,0.821028467882196
45.0,30.0,0.015761355038495944,0.3629230298473649,21.0,30.0,0.012563821064115108,0.38971956385802287,0.04050324827197409,0.11395838701158965,0.9001186098227028,0.6532856321803473,0.718977548648711
42.0,30.0,0.09006677496137135,0.39626955388374074,9.0,35.0,0.030437770109005422,0.38465710913702933,0.061558669717683236,0.15664247222825187,0.8444544626789406,0.6122853440799891,0.6041981150375073
21.0,30.0,0.021471499882552866,0.39216448448106195,42.0,30.0,0.027053273098175793,0.37118712238837687,0.05004338948157963,0.12737259482967467,0.8759695746914611,0.6441227593219754,0.6843124082314244
36.0,65.0,0.11938960355005057,0.3792002930096132,42.0,30.0,0.010219016478637271,0.38662007034967094,0.05062654841696506,0.0975990462258679,0.8706844169817787,0.7894460254903679,0.7507023891739162
15.0,30.0,0.012918352218484114,0.439192938100128,45.0,30.0,0.0166235054332575,0.41489187087373175,0.043235783637636534,0.10383124441536958,0.8883239185636428,0.7808589604346564,0.731808573098804
36.0,40.0,0.02516174680182025,0.5093738278827605,30.0,35.0,0.02528566216211047,0.44887679142056974,0.053034060351127725,0.09752232668254933,0.8587832190929536,0.8404340219230193,0.7403218054681322
24.0,30.0,0.015044821829924162,0.36924022224202924,21.0,35.0,0.013202901714076528,0.37822814306058933,0.054408825187292766,0.08449494439182728,0.8656798432630625,0.7466844180838257,0.7914056380537378
39.0,35.0,0.01998942146729805,0.4426437163792255,42.0,30.0,0.02182380474036996,0.42642081975252244,0.049275550466966925,0.10630059461433275,0.8711249471593062,0.7870379133646654,0.7219819034370176
51.0,30.0,0.038038957872135876,0.4190673165258432,15.0,45.0,0.013671106111548368,0.4181555820719093,0.06213856261862166,0.08708961453651738,0.8514712222789622,0.5171515919245934,0.791831135864916
