BulkDensity,SoilTypeWRB,Longitude,PrecipitationofColdestQuarter,AnnualMeanTemperature,SiltContent,PrecipitationofDriestQuarter,SoilTextureUSDA,Isothermality,SoilOrganicCarbon
1.42,1.4488553604931318,1.4,157.0,13.26666641235352,0.374,146.0,1.465591448851339,37.937744140625,0.013
1.4,1.4464698153961741,1.4,157.0,13.26666641235352,0.374,146.0,1.4615006118037155,37.937744140625,0.013
1.21,1.4446711861455948,1.4,157.0,13.26666641235352,0.516,146.0,1.6323922738159684,37.937744140625,0.013
1.41,1.441805657033682,1.4,157.0,13.26666641235352,0.516,146.0,1.6151178938447115,37.937744140625,0.013
1.24,1.441189793895412,1.4,157.0,13.26666641235352,0.58,146.0,1.3204726222284797,37.937744140625,0.012
1.43,1.439966353337884,1.4,157.0,13.26666641235352,0.58,146.0,1.3215855433569235,37.937744140625,0.012
1.24,1.4367069676427675,1.4,157.0,13.26666641235352,0.302,146.0,1.574121786706037,37.937744140625,0.013
1.37,1.4358441755874531,1.4,157.0,13.26666641235352,0.302,146.0,1.5697811514459628,37.937744140625,0.013
0.97,1.4338009770045703,1.4,157.0,13.26666641235352,0.502,146.0,1.6045699877976114,37.937744140625,0.01
1.5,1.449341209660431,1.4,157.0,13.26666641235352,0.502,146.0,1.634105107264818,37.937744140625,0.01
1.05,1.4518935528702832,1.4,157.0,13.26666641235352,0.623,146.0,1.32105969449035,37.937744140625,0.008
1.5,1.4693320792218638,1.4,157.0,13.26666641235352,0.623,146.0,1.337784263380687,37.937744140625,0.008
1.13,1.4680201337478693,1.4,157.0,13.26666641235352,0.374,146.0,1.458377397150892,37.937744140625,0.013
1.5,1.477407910780263,1.4,157.0,13.26666641235352,0.374,146.0,1.4752838944613529,37.937744140625,0.013
1.31,1.4774515657927114,1.4,157.0,13.26666641235352,0.516,146.0,1.631383834069019,37.937744140625,0.013
1.34,1.4843621320198614,1.4,157.0,13.26666641235352,0.516,146.0,1.641663328351607,37.937744140625,0.013
1.33,1.4923678029000447,1.4,157.0,13.26666641235352,0.58,146.0,1.3388056609805814,37.937744140625,0.012
1.37,1.4992965053517642,1.4,157.0,13.26666641235352,0.58,146.0,1.3475119813245098,37.937744140625,0.012
1.23,1.5056500495047966,1.4,157.0,13.26666641235352,0.302,146.0,1.564257091735561,37.937744140625,0.013
1.4,1.5069972836146075,1.4,157.0,13.26666641235352,0.302,146.0,1.564742667787842,37.937744140625,0.013
1.22,1.4111950950121017,45.0,102.0,10.64999961853027,0.38,13.0,1.4523016492883616,33.51400375366211,0.0085
1.21,1.4418269375561907,45.0,102.0,10.64999961853027,0.38,13.0,1.8163921892400385,33.51400375366211,0.0085
1.17,1.4796004697256435,45.0,102.0,10.64999961853027,0.38,13.0,2.0815994319288755,33.51400375366211,0.0085
1.19,1.5158036077034542,45.0,102.0,10.64999961853027,0.367,13.0,2.2435841157151546,33.51400375366211,0.0103
1.22,1.5448161755259682,45.0,102.0,10.64999961853027,0.367,13.0,2.3157044831966296,33.51400375366211,0.0103
1.25,1.5712919542406807,45.0,102.0,10.64999961853027,0.367,13.0,2.3606500002869955,33.51400375366211,0.0103
1.26,1.59620853092073,45.0,102.0,10.64999961853027,0.391,13.0,2.392792272101464,33.51400375366211,0.0072
1.28,1.6145716749420103,45.0,102.0,10.64999961853027,0.391,13.0,2.3920179889608324,33.51400375366211,0.0072
1.32,1.63786002149103,45.0,102.0,10.64999961853027,0.391,13.0,2.416742082374637,33.51400375366211,0.0072
1.24,1.660615298866654,45.0,102.0,10.64999961853027,0.338,13.0,2.4390243933764073,33.51400375366211,0.0106
1.26,1.6633584683154305,45.0,102.0,10.64999961853027,0.338,13.0,2.384672451720905,33.51400375366211,0.0106
1.2,1.6746839098517163,45.0,102.0,10.64999961853027,0.338,13.0,2.3701325877824404,33.51400375366211,0.0106
1.2968916626000007,1.6853783562580726,110.4,8.0,7.658333301544189,0.6681119096399999,8.0,1.4090762623930786,29.80910491943359,0.0042
1.2964916626000007,1.682666062554923,110.4,8.0,7.658333301544189,0.6681119096399999,8.0,1.425009562660931,29.80910491943359,0.0042
1.25,1.7441457620109522,16.6,102.0,10.13333320617676,0.54,102.0,1.3556415139011213,31.18644142150879,0.024
1.21,1.72695694579721,16.6,102.0,10.13333320617676,0.54,102.0,1.360296285701754,31.18644142150879,0.024
1.4,1.6724280513140861,16.6,102.0,10.13333320617676,0.54,102.0,1.3608945780229162,31.18644142150879,0.024
1.37,1.5989599476110314,16.6,102.0,10.13333320617676,0.54,102.0,1.357868559326943,31.18644142150879,0.024
1.39,1.6112347042820825,16.6,102.0,10.13333320617676,0.54,102.0,1.3628581099394796,31.18644142150879,0.024
1.45,1.6256934847684883,16.6,102.0,10.13333320617676,0.54,102.0,1.3683436986165847,31.18644142150879,0.024
1.36,1.5474331367382526,16.6,102.0,10.13333320617676,0.54,102.0,1.3608400744144353,31.18644142150879,0.024
1.3,1.5438922141000084,16.6,102.0,10.13333320617676,0.54,102.0,1.3629195520665922,31.18644142150879,0.024
1.46,1.4931593645966663,16.6,102.0,10.13333320617676,0.54,102.0,1.356977586344277,31.18644142150879,0.024
1.39,1.434454798315027,16.6,102.0,10.13333320617676,0.54,102.0,1.3483888523249767,31.18644142150879,0.024
1.42,1.4248829523946445,16.6,102.0,10.13333320617676,0.54,102.0,1.3477410158804455,31.18644142150879,0.024
1.5,1.3944887568422104,16.6,102.0,10.13333320617676,0.54,102.0,1.3426907359234812,31.18644142150879,0.024
1.4,1.358647582507605,16.6,102.0,10.13333320617676,0.54,102.0,1.3358267784440743,31.18644142150879,0.024
1.46,1.3408019847690322,16.6,102.0,10.13333320617676,0.54,102.0,1.33218321535976,31.18644142150879,0.024
1.39,1.3203735393198552,16.6,102.0,10.13333320617676,0.54,102.0,1.3275794557613505,31.18644142150879,0.024
1.34,1.335467457930229,16.6,102.0,10.13333320617676,0.54,102.0,1.3311184245861052,31.18644142150879,0.024
1.51,1.3409062113702688,16.6,102.0,10.13333320617676,0.54,102.0,1.3325324758629165,31.18644142150879,0.024
1.3,1.337907821446357,16.6,102.0,10.13333320617676,0.54,102.0,1.3318584949629808,31.18644142150879,0.024
1.29,1.359067830705072,16.6,102.0,10.13333320617676,0.54,102.0,1.3376093428919458,31.18644142150879,0.024
1.42,1.3832430574617796,16.6,102.0,10.13333320617676,0.54,102.0,1.3445670381114323,31.18644142150879,0.024
1.3,1.3823175113053392,16.6,102.0,10.13333320617676,0.54,102.0,1.3447630251542393,31.18644142150879,0.024
1.25,1.3698660060964594,16.6,102.0,10.13333320617676,0.54,102.0,1.3415426352239934,31.18644142150879,0.024
1.44,1.3551450546230464,16.6,102.0,10.13333320617676,0.54,102.0,1.337421456532874,31.18644142150879,0.024
1.32,1.331659311748199,16.6,102.0,10.13333320617676,0.54,102.0,1.3303364972279232,31.18644142150879,0.024
1.28,1.3408215422496816,16.6,102.0,10.13333320617676,0.54,102.0,1.3332667843706707,31.18644142150879,0.024
1.39,1.3526636440480957,16.6,102.0,10.13333320617676,0.54,102.0,1.3372103316744128,31.18644142150879,0.024
1.3,1.345744794514005,16.6,102.0,10.13333320617676,0.54,102.0,1.3350757519672012,31.18644142150879,0.024
1.27,1.3623481537935642,16.6,102.0,10.13333320617676,0.54,102.0,1.340849083617895,31.18644142150879,0.024
1.33,1.3887296503656101,16.6,102.0,10.13333320617676,0.54,102.0,1.3502589418839943,31.18644142150879,0.024
1.34834816626,1.4196341799123693,16.58333,101.0,10.16666698455811,0.532322199,101.0,1.3616387288036145,31.01694869995117,0.025
1.3399481662600004,1.4043705273040525,16.58333,101.0,10.16666698455811,0.532322199,101.0,1.3567348060634654,31.01694869995117,0.025
1.2912498777499994,1.4018274538858198,16.58333,101.0,10.16666698455811,0.532322199,101.0,1.356299312922438,31.01694869995117,0.025
