SiltContent,SoilOrganicCarbon,BulkDensity,Isothermality,Longitude,SoilTextureUSDA,PrecipitationofDriestQuarter,SoilTypeWRB,AnnualMeanTemperature
0.355,0.003,1.3879730806900006,29.98168563842773,110.3,1.574602013036365,9.0,1.2883292290556698,8.012499809265137
0.355,0.003,1.3355361613800005,29.98168563842773,110.3,1.5711613363725159,9.0,1.3045275288538252,8.012499809265137
0.335,0.0024,1.3130461613800002,29.98168563842773,110.3,1.5603113155064505,9.0,1.3057477665394812,8.012499809265137
0.335,0.0024,1.3207461613800004,29.98168563842773,110.3,1.563047846781597,9.0,1.3270971198441799,8.012499809265137
0.335,0.0024,1.2997676772700004,29.98168563842773,110.3,1.5645221287250803,9.0,1.344147605814461,8.012499809265137
0.335,0.0024,1.2989676772700003,29.98168563842773,110.3,1.5554482695889909,9.0,1.3432331461304785,8.012499809265137
0.321,0.0027,1.28874616138,29.98168563842773,110.3,1.5450599380763919,9.0,1.3394403779426085,8.012499809265137
0.321,0.0027,1.26874616138,29.98168563842773,110.3,1.5466651737145445,9.0,1.3526280704690326,8.012499809265137
0.321,0.0027,1.2733676772700002,29.98168563842773,110.3,1.5540199350452013,9.0,1.3729943295607607,8.012499809265137
0.321,0.0027,1.2683676772700003,29.98168563842773,110.3,1.552517996493346,9.0,1.3794689699859408,8.012499809265137
0.137,0.0136,1.52,39.75876998901367,52.5,1.535128647580664,2.0,1.7656179404276813,18.22916603088379
0.519,0.022,1.37,49.52830123901367,172.5,1.2802259077344975,150.0,1.362831661359316,11.81666660308838
0.519,0.029,1.25,49.52830123901367,172.5,1.2835066658131287,150.0,1.3652310563887806,11.81666660308838
0.6,0.031,1.2317581907100001,25.33407592773438,-93.0,1.301855823955344,69.0,1.4735732651134856,7.170833587646484
0.6,0.031,1.24188643032,25.33407592773438,-93.0,1.2988591114396397,69.0,1.321786869188918,7.170833587646484
0.6,0.031,1.25146,25.33407592773438,-93.0,1.2874231127552538,69.0,1.1426043030067035,7.170833587646484
0.52,0.0255,1.01,49.68102264404297,172.5,1.287546319459254,142.0,1.3947014484529314,11.82499980926514
0.52,0.0255,1.25,49.68102264404297,172.5,1.2958157914672415,142.0,1.4059618506682008,11.82499980926514
0.52,0.0255,1.24,49.68102264404297,172.5,1.290320341755174,142.0,1.391580018153578,11.82499980926514
0.52,0.0255,1.24,49.68102264404297,172.5,1.293541378029512,142.0,1.3936752441181763,11.82499980926514
0.52,0.0255,1.32,49.68102264404297,172.5,1.2952335644828008,142.0,1.3931207961387393,11.82499980926514
0.52,0.0255,1.34,49.68102264404297,172.5,1.296467258119857,142.0,1.391914973512324,11.82499980926514
0.299,0.0054,1.53,40.83924102783203,-6.0,1.4096752667358812,22.0,1.3366177594443664,18.64999961853027
0.299,0.0054,1.26,40.83924102783203,-6.0,1.4070157745296978,22.0,1.3393666243451616,18.64999961853027
0.299,0.0054,1.65,40.83924102783203,-6.0,1.4373409173400262,22.0,1.3721800343137704,18.64999961853027
0.299,0.0054,1.39,40.83924102783203,-6.0,1.3816236564811488,22.0,1.3240176574477138,18.64999961853027
0.325,0.037,1.2,25.882080078125,-81.0,1.5110718411200368,210.0,1.3603389090018483,7.320833206176758
0.325,0.037,1.2,25.882080078125,-81.0,1.523808835957873,210.0,1.3920641179888917,7.320833206176758
0.365,0.019,1.4,25.882080078125,-81.0,1.4166146113178266,210.0,1.3915917917444325,7.320833206176758
0.365,0.019,1.4,25.882080078125,-81.0,1.4073538181191223,210.0,1.3849712585042036,7.320833206176758
0.488,0.031,1.1,25.882080078125,-81.0,1.4079536755275737,210.0,1.3865512581693007,7.320833206176758
0.12,0.0115,1.23,45.65217590332031,146.0,0.9123016392327968,94.0,1.400082677998137,15.61666679382324
0.12,0.0115,1.33,45.65217590332031,146.0,0.9529077857416676,94.0,1.3841712606399315,15.61666679382324
0.201,0.0077,1.5361800000000005,62.47927474975586,-1.0,1.519670044292764,5.0,1.4735732651134856,27.94583320617676
0.201,0.0077,1.52998,62.47927474975586,-1.0,1.5356014650010894,5.0,1.7754215170988212,27.94583320617676
0.201,0.0077,1.5426431540300003,62.47927474975586,-1.0,1.5494550689195785,5.0,1.861724746754781,27.94583320617676
0.201,0.0077,1.54554315403,62.47927474975586,-1.0,1.562530324986458,5.0,1.9046034459146142,27.94583320617676
0.171,0.00684,1.56,48.14452743530273,78.6,0.9522930717896689,13.0,1.4735732651134856,26.78750038146973
0.175,0.00625,1.62,48.14452743530273,78.6,1.0814224595793058,13.0,1.5357566379256693,26.78750038146973
0.173,0.00889,1.41,48.14452743530273,78.6,1.1635239276040414,13.0,1.5485148478596857,26.78750038146973
0.179,0.01782,1.37,48.14452743530273,78.6,1.2713854423106459,13.0,1.641024768532333,26.78750038146973
0.29,0.0242,1.05,27.57623481750488,135.3,1.4224951923105273,328.0,1.3754835367200005,13.73750019073486
0.29,0.0117,1.1,27.57623481750488,135.3,1.459456003112036,328.0,1.4008457261271194,13.73750019073486
0.29,0.0064,1.15,27.57623481750488,135.3,1.499108041724099,328.0,1.4286989476220644,13.73750019073486
0.29,0.0242,1.05,27.57623481750488,135.3,1.4744719405924003,328.0,1.414408489113115,13.73750019073486
0.29,0.0117,1.1,27.57623481750488,135.3,1.4646675410848378,328.0,1.409542673313272,13.73750019073486
0.29,0.0064,1.15,27.57623481750488,135.3,1.45015951486915,328.0,1.4011693087017025,13.73750019073486
0.32,0.006,1.4897715159,41.19812774658203,-6.2,1.4735732651134856,21.0,1.7874022154198876,18.02083396911621
0.502,0.01,1.09,37.937744140625,1.4,1.6593007954659584,146.0,1.366099496860504,13.26666641235352
0.502,0.01,1.43,37.937744140625,1.4,1.6807107860887696,146.0,1.3881043443036714,13.26666641235352
0.623,0.008,1.07,37.937744140625,1.4,1.2888231160356798,146.0,1.3934030168540472,13.26666641235352
0.623,0.008,1.42,37.937744140625,1.4,1.3014063387274846,146.0,1.4142300872928362,13.26666641235352
0.374,0.013,1.28,37.937744140625,1.4,1.4626370389094274,146.0,1.4177007526931111,13.26666641235352
0.374,0.013,1.4,37.937744140625,1.4,1.4650240692311398,146.0,1.4213903759545192,13.26666641235352
0.516,0.013,1.23,37.937744140625,1.4,1.6687999433598981,146.0,1.4233554740552528,13.26666641235352
0.516,0.013,1.41,37.937744140625,1.4,1.6638088007651572,146.0,1.429018973183584,13.26666641235352
0.58,0.012,1.21,37.937744140625,1.4,1.3052952716862447,146.0,1.4321502499486007,13.26666641235352
0.58,0.012,1.4,37.937744140625,1.4,1.3144724277913822,146.0,1.4436014198734555,13.26666641235352
0.302,0.013,1.23,37.937744140625,1.4,1.5755015284095053,146.0,1.4446473610667527,13.26666641235352
0.302,0.013,1.4,37.937744140625,1.4,1.5775564763085443,146.0,1.4506758506497608,13.26666641235352
0.502,0.01,1.35,37.937744140625,1.4,1.6548362026917542,146.0,1.4503839906930522,13.26666641235352
0.502,0.01,1.39,37.937744140625,1.4,1.6470455403874642,146.0,1.4525407911019728,13.26666641235352
0.623,0.008,1.34,37.937744140625,1.4,1.3174133383744926,146.0,1.4511039284064482,13.26666641235352
0.623,0.008,1.38,37.937744140625,1.4,1.3204822491618695,146.0,1.4521612957102565,13.26666641235352
0.374,0.013,1.42,37.937744140625,1.4,1.465591448851339,146.0,1.4488553604931318,13.26666641235352
0.374,0.013,1.4,37.937744140625,1.4,1.4615006118037155,146.0,1.4464698153961741,13.26666641235352
0.516,0.013,1.21,37.937744140625,1.4,1.6323922738159684,146.0,1.4446711861455948,13.26666641235352
0.516,0.013,1.41,37.937744140625,1.4,1.6151178938447115,146.0,1.441805657033682,13.26666641235352
0.58,0.012,1.24,37.937744140625,1.4,1.3204726222284797,146.0,1.441189793895412,13.26666641235352
0.58,0.012,1.43,37.937744140625,1.4,1.3215855433569235,146.0,1.439966353337884,13.26666641235352
0.302,0.013,1.24,37.937744140625,1.4,1.574121786706037,146.0,1.4367069676427675,13.26666641235352
0.302,0.013,1.37,37.937744140625,1.4,1.5697811514459628,146.0,1.4358441755874531,13.26666641235352
0.502,0.01,0.97,37.937744140625,1.4,1.6045699877976114,146.0,1.4338009770045703,13.26666641235352
0.502,0.01,1.5,37.937744140625,1.4,1.634105107264818,146.0,1.449341209660431,13.26666641235352
0.623,0.008,1.05,37.937744140625,1.4,1.32105969449035,146.0,1.4518935528702832,13.26666641235352
0.623,0.008,1.5,37.937744140625,1.4,1.337784263380687,146.0,1.4693320792218638,13.26666641235352
0.374,0.013,1.13,37.937744140625,1.4,1.458377397150892,146.0,1.4680201337478693,13.26666641235352
0.374,0.013,1.5,37.937744140625,1.4,1.4752838944613529,146.0,1.477407910780263,13.26666641235352
0.516,0.013,1.31,37.937744140625,1.4,1.631383834069019,146.0,1.4774515657927114,13.26666641235352
0.516,0.013,1.34,37.937744140625,1.4,1.641663328351607,146.0,1.4843621320198614,13.26666641235352
0.58,0.012,1.33,37.937744140625,1.4,1.3388056609805814,146.0,1.4923678029000447,13.26666641235352
0.58,0.012,1.37,37.937744140625,1.4,1.3475119813245098,146.0,1.4992965053517642,13.26666641235352
0.302,0.013,1.23,37.937744140625,1.4,1.564257091735561,146.0,1.5056500495047966,13.26666641235352
0.302,0.013,1.4,37.937744140625,1.4,1.564742667787842,146.0,1.5069972836146075,13.26666641235352
0.38,0.0085,1.22,33.51400375366211,45.0,1.4523016492883616,13.0,1.4111950950121017,10.64999961853027
0.38,0.0085,1.21,33.51400375366211,45.0,1.8163921892400385,13.0,1.4418269375561907,10.64999961853027
0.38,0.0085,1.17,33.51400375366211,45.0,2.0815994319288755,13.0,1.4796004697256435,10.64999961853027
0.367,0.0103,1.19,33.51400375366211,45.0,2.2435841157151546,13.0,1.5158036077034542,10.64999961853027
0.367,0.0103,1.22,33.51400375366211,45.0,2.3157044831966296,13.0,1.5448161755259682,10.64999961853027
0.367,0.0103,1.25,33.51400375366211,45.0,2.3606500002869955,13.0,1.5712919542406807,10.64999961853027
0.391,0.0072,1.26,33.51400375366211,45.0,2.392792272101464,13.0,1.59620853092073,10.64999961853027
0.391,0.0072,1.28,33.51400375366211,45.0,2.3920179889608324,13.0,1.6145716749420103,10.64999961853027
0.391,0.0072,1.32,33.51400375366211,45.0,2.416742082374637,13.0,1.63786002149103,10.64999961853027
0.338,0.0106,1.24,33.51400375366211,45.0,2.4390243933764073,13.0,1.660615298866654,10.64999961853027
0.338,0.0106,1.26,33.51400375366211,45.0,2.384672451720905,13.0,1.6633584683154305,10.64999961853027
0.338,0.0106,1.2,33.51400375366211,45.0,2.3701325877824404,13.0,1.6746839098517163,10.64999961853027
0.6681119096399999,0.0042,1.2968916626000007,29.80910491943359,110.4,1.4090762623930786,8.0,1.6853783562580726,7.658333301544189
0.6681119096399999,0.0042,1.2964916626000007,29.80910491943359,110.4,1.425009562660931,8.0,1.682666062554923,7.658333301544189
0.54,0.024,1.25,31.18644142150879,16.6,1.3556415139011213,102.0,1.7441457620109522,10.13333320617676
0.54,0.024,1.21,31.18644142150879,16.6,1.360296285701754,102.0,1.72695694579721,10.13333320617676
0.54,0.024,1.4,31.18644142150879,16.6,1.3608945780229162,102.0,1.6724280513140861,10.13333320617676
0.54,0.024,1.37,31.18644142150879,16.6,1.357868559326943,102.0,1.5989599476110314,10.13333320617676
0.54,0.024,1.39,31.18644142150879,16.6,1.3628581099394796,102.0,1.6112347042820825,10.13333320617676
0.54,0.024,1.45,31.18644142150879,16.6,1.3683436986165847,102.0,1.6256934847684883,10.13333320617676
0.54,0.024,1.36,31.18644142150879,16.6,1.3608400744144353,102.0,1.5474331367382526,10.13333320617676
0.54,0.024,1.3,31.18644142150879,16.6,1.3629195520665922,102.0,1.5438922141000084,10.13333320617676
0.54,0.024,1.46,31.18644142150879,16.6,1.356977586344277,102.0,1.4931593645966663,10.13333320617676
0.54,0.024,1.39,31.18644142150879,16.6,1.3483888523249767,102.0,1.434454798315027,10.13333320617676
0.54,0.024,1.42,31.18644142150879,16.6,1.3477410158804455,102.0,1.4248829523946445,10.13333320617676
0.54,0.024,1.5,31.18644142150879,16.6,1.3426907359234812,102.0,1.3944887568422104,10.13333320617676
0.54,0.024,1.4,31.18644142150879,16.6,1.3358267784440743,102.0,1.358647582507605,10.13333320617676
0.54,0.024,1.46,31.18644142150879,16.6,1.33218321535976,102.0,1.3408019847690322,10.13333320617676
0.54,0.024,1.39,31.18644142150879,16.6,1.3275794557613505,102.0,1.3203735393198552,10.13333320617676
0.54,0.024,1.34,31.18644142150879,16.6,1.3311184245861052,102.0,1.335467457930229,10.13333320617676
0.54,0.024,1.51,31.18644142150879,16.6,1.3325324758629165,102.0,1.3409062113702688,10.13333320617676
0.54,0.024,1.3,31.18644142150879,16.6,1.3318584949629808,102.0,1.337907821446357,10.13333320617676
0.54,0.024,1.29,31.18644142150879,16.6,1.3376093428919458,102.0,1.359067830705072,10.13333320617676
0.54,0.024,1.42,31.18644142150879,16.6,1.3445670381114323,102.0,1.3832430574617796,10.13333320617676
0.54,0.024,1.3,31.18644142150879,16.6,1.3447630251542393,102.0,1.3823175113053392,10.13333320617676
0.54,0.024,1.25,31.18644142150879,16.6,1.3415426352239934,102.0,1.3698660060964594,10.13333320617676
0.54,0.024,1.44,31.18644142150879,16.6,1.337421456532874,102.0,1.3551450546230464,10.13333320617676
0.54,0.024,1.32,31.18644142150879,16.6,1.3303364972279232,102.0,1.331659311748199,10.13333320617676
0.54,0.024,1.28,31.18644142150879,16.6,1.3332667843706707,102.0,1.3408215422496816,10.13333320617676
0.54,0.024,1.39,31.18644142150879,16.6,1.3372103316744128,102.0,1.3526636440480957,10.13333320617676
0.54,0.024,1.3,31.18644142150879,16.6,1.3350757519672012,102.0,1.345744794514005,10.13333320617676
0.54,0.024,1.27,31.18644142150879,16.6,1.340849083617895,102.0,1.3623481537935642,10.13333320617676
0.54,0.024,1.33,31.18644142150879,16.6,1.3502589418839943,102.0,1.3887296503656101,10.13333320617676
0.532322199,0.025,1.34834816626,31.01694869995117,16.58333,1.3616387288036145,101.0,1.4196341799123693,10.16666698455811
0.532322199,0.025,1.3399481662600004,31.01694869995117,16.58333,1.3567348060634654,101.0,1.4043705273040525,10.16666698455811
0.532322199,0.025,1.2912498777499994,31.01694869995117,16.58333,1.356299312922438,101.0,1.4018274538858198,10.16666698455811
0.532322199,0.025,1.2997298777499995,31.01694869995117,16.58333,1.351422744085232,101.0,1.3875585997376194,10.16666698455811
0.532322199,0.025,1.3388281662600001,31.01694869995117,16.58333,1.351121069927329,101.0,1.3857910794952153,10.16666698455811
0.532322199,0.025,1.3418281662600007,31.01694869995117,16.58333,1.3635538192988566,101.0,1.4169421170963155,10.16666698455811
0.532322199,0.025,1.35809633252,31.01694869995117,16.58333,1.3761715394412364,101.0,1.447602783668063,10.16666698455811
0.532322199,0.025,1.3202498777499991,31.01694869995117,16.58333,1.3853711141489444,101.0,1.4688159393316624,10.16666698455811
0.532322199,0.025,1.35671545232,31.01694869995117,16.58333,1.3973463922900495,101.0,1.4962807751138305,10.16666698455811
0.532322199,0.025,1.3438706356899999,31.01694869995117,16.58333,1.4047657427050892,101.0,1.5119436170069318,10.16666698455811
0.532322199,0.025,1.3066850611199994,31.01694869995117,16.58333,1.4079478682306124,101.0,1.517073408979654,10.16666698455811
0.532322199,0.025,1.32232545232,31.01694869995117,16.58333,1.4173542771522156,101.0,1.5368266132318738,10.16666698455811
0.440695482,0.0058,1.448,36.83155059814453,49.63333,1.6195557057936907,11.0,1.4735732651134856,11.74583339691162
0.451421372,0.0059,1.467,36.83155059814453,49.63333,1.7352410600570352,11.0,2.182833933901983,11.74583339691162
0.430924587,0.0053,1.518,36.83155059814453,49.63333,1.8158401830894093,11.0,2.356032801416497,11.74583339691162
0.43044066,0.0052,1.519,36.83155059814453,49.63333,1.8859710349308823,11.0,2.4489099153195117,11.74583339691162
0.401905299,0.0051,1.421,36.83155059814453,49.63333,1.9490714842984005,11.0,2.513003397470837,11.74583339691162
0.454376368,0.0058,1.392,36.83155059814453,49.63333,1.4754284553320347,11.0,2.574495326448964,11.74583339691162
0.454453518,0.0061,1.471,36.83155059814453,49.63333,2.011263716767814,11.0,2.636874188495655,11.74583339691162
0.433447089,0.0067,1.446,36.83155059814453,49.63333,2.071781507888831,11.0,2.67970846177171,11.74583339691162
0.5028,0.0186,1.3,38.11922836303711,50.38333,1.6543162141324121,4.0,1.5068243458488773,10.79166698455811
0.4806,0.0148,1.37,38.11922836303711,50.38333,1.6610381671601846,4.0,1.5171183038805467,10.79166698455811
