UpperD_m,SiltContent,SoilOrganicCarbon,BulkDensity,Isothermality,Longitude,ClayContent,AnnualMeanTemperature,SoilTypeWRB
0.0,0.29,0.017,0.64,33.29156112670898,-112.763,0.29,5.824999809265137,1.5431249024989961
0.0,0.29,0.017,0.97,33.29156112670898,-112.763,0.29,5.824999809265137,1.5576057908585514
0.0,0.29,0.017,0.77,33.29156112670898,-112.763,0.29,5.824999809265137,1.5673510274919813
0.0,0.29,0.017,0.77,33.29156112670898,-112.763,0.29,5.824999809265137,1.5800612068653586
0.0,0.29,0.017,0.73,33.29156112670898,-112.763,0.29,5.824999809265137,1.589209285616963
0.0,0.29,0.017,0.57,33.29156112670898,-112.763,0.29,5.824999809265137,1.6017111576911933
0.0,0.29,0.017,1.0,33.29156112670898,-112.763,0.29,5.824999809265137,1.6110214127976499
0.0,0.29,0.017,0.53,33.29156112670898,-112.763,0.29,5.824999809265137,1.6182038872485416
0.0,0.29,0.017,0.5,33.29156112670898,-112.763,0.29,5.824999809265137,1.6308163424987057
0.0,0.152,0.012,1.4194862591900002,40.29982376098633,52.5875,0.362,18.35833358764648,1.515541165530909
0.0,0.152,0.012,1.4211279462200002,40.29982376098633,52.5875,0.362,18.35833358764648,1.4433639745520415
0.0,0.152,0.012,1.4124112225100007,40.29982376098633,52.5875,0.362,18.35833358764648,1.394989884907181
0.0,0.152,0.012,1.4208409780100006,40.29982376098633,52.5875,0.362,18.35833358764648,1.352972272529488
0.0,0.152,0.012,1.4080509291100003,40.29982376098633,52.5875,0.362,18.35833358764648,1.3262742218526737
0.0,0.152,0.012,1.4033698777699999,40.29982376098633,52.5875,0.362,18.35833358764648,1.283725552985671
0.0,0.152,0.012,1.40430982887,40.29982376098633,52.5875,0.362,18.35833358764648,1.258269858343432
0.002,0.502121546,0.0425,1.383863081,26.11006927490234,89.2,0.204,15.03333282470703,1.7334584649492086
0.002,0.502121546,0.0425,1.509046455,26.11006927490234,89.2,0.204,15.03333282470703,1.7093629224199678
0.002,0.502121546,0.0425,1.518826406,26.11006927490234,89.2,0.204,15.03333282470703,1.6748653207837114
0.002,0.502121546,0.0425,1.521760391,26.11006927490234,89.2,0.204,15.03333282470703,1.6378200494896755
0.002,0.500860295,0.0425,1.51002445,26.11006927490234,89.2,0.2,15.03333282470703,1.5949372526458243
0.002,0.505376368,0.0445,1.327139364,26.11006927490234,89.2,0.203,15.03333282470703,1.5621917904575988
0.002,0.505376368,0.0445,1.370171149,26.11006927490234,89.2,0.203,15.03333282470703,1.5529393684049333
0.002,0.505376368,0.0445,1.451344743,26.11006927490234,89.2,0.203,15.03333282470703,1.5421043001318444
0.002,0.504624761,0.0445,1.478728606,26.11006927490234,89.2,0.203,15.03333282470703,1.5259769362138722
0.002,0.394136142,0.032,1.285085575,28.17901229858398,90.5,0.085,12.41666698455811,1.4735732651134856
0.002,0.394136142,0.032,1.436674817,28.17901229858398,90.5,0.085,12.41666698455811,1.5088206547318808
0.002,0.394136142,0.032,1.505134474,28.17901229858398,90.5,0.085,12.41666698455811,1.4892157251895775
0.002,0.394136142,0.032,1.51198044,28.17901229858398,90.5,0.085,12.41666698455811,1.46742053747341
0.002,0.391626498,0.032,1.474816626,28.17901229858398,90.5,0.083,12.41666698455811,1.4592729310857488
0.002,0.398639357,0.033,1.340831296,28.17901229858398,90.5,0.082,12.41666698455811,1.4383108214593177
0.002,0.398639357,0.033,1.407334963,28.17901229858398,90.5,0.082,12.41666698455811,1.4450410710811636
0.002,0.398639357,0.033,1.474816626,28.17901229858398,90.5,0.082,12.41666698455811,1.4474073725999317
0.002,0.396129713,0.033,1.445476773,28.17901229858398,90.5,0.08,12.41666698455811,1.4473796680157414
0.02,0.21,0.0096,1.512,26.8104362487793,116.9283,0.29,18.5041675567627,1.4735732651134856
0.02,0.21,0.0096,1.458,26.8104362487793,116.9283,0.29,18.5041675567627,0.7694722790545798
0.02,0.21,0.0096,1.485,26.8104362487793,116.9283,0.29,18.5041675567627,0.6772670039819318
0.02,0.21,0.0096,1.458,26.8104362487793,116.9283,0.29,18.5041675567627,0.6632376737416885
0.02,0.21,0.0096,1.539,26.8104362487793,116.9283,0.29,18.5041675567627,0.6332427707199713
0.02,0.21,0.0096,1.377,26.8104362487793,116.9283,0.29,18.5041675567627,0.5464182965845091
0.02,0.259,0.0065,1.539,26.8104362487793,116.9283,0.298,18.5041675567627,0.5072231399159783
0.02,0.259,0.0065,1.485,26.8104362487793,116.9283,0.298,18.5041675567627,0.499316218941128
0.02,0.259,0.0065,1.323,26.8104362487793,116.9283,0.298,18.5041675567627,0.5607141197003398
0.02,0.259,0.0065,1.404,26.8104362487793,116.9283,0.298,18.5041675567627,0.5292156838089439
0.02,0.259,0.0065,1.539,26.8104362487793,116.9283,0.298,18.5041675567627,0.5010413609834171
0.02,0.259,0.0065,1.539,26.8104362487793,116.9283,0.298,18.5041675567627,0.47646144370092647
0.02,0.259,0.0079,1.485,26.8104362487793,116.9283,0.34,18.5041675567627,0.45464644422417144
0.02,0.259,0.0079,1.431,26.8104362487793,116.9283,0.34,18.5041675567627,0.4569036836277404
0.02,0.259,0.0079,1.458,26.8104362487793,116.9283,0.34,18.5041675567627,0.4562575406745704
0.02,0.259,0.0079,1.458,26.8104362487793,116.9283,0.34,18.5041675567627,0.4667717157105115
0.02,0.259,0.0079,1.35,26.8104362487793,116.9283,0.34,18.5041675567627,0.4415569567750096
0.02,0.259,0.0079,1.377,26.8104362487793,116.9283,0.34,18.5041675567627,0.4373256503248712
0.02,0.219,0.0063,1.485,26.8104362487793,116.9283,0.361,18.5041675567627,0.4285158191275911
0.02,0.219,0.0063,1.431,26.8104362487793,116.9283,0.361,18.5041675567627,0.4464960629290199
0.02,0.219,0.0063,1.296,26.8104362487793,116.9283,0.361,18.5041675567627,0.46146520155110676
0.02,0.219,0.0063,1.377,26.8104362487793,116.9283,0.361,18.5041675567627,0.4585273373128031
0.02,0.219,0.0063,1.485,26.8104362487793,116.9283,0.361,18.5041675567627,0.445584758963469
0.02,0.219,0.0063,1.431,26.8104362487793,116.9283,0.361,18.5041675567627,0.44167527264218237
0.02,0.722,0.00275,1.29,28.72866058349609,107.88,0.152,9.979166984558105,1.6782649533116578
0.02,0.719,0.0016,1.23,28.72866058349609,107.88,0.158,9.979166984558105,1.6468803858298051
0.02,0.731,0.00145,1.22,28.72866058349609,107.88,0.16,9.979166984558105,1.6204815112219029
0.0,0.24,0.0235,1.4,60.9410400390625,99.26667,0.23,26.51250076293945,1.2418489160030555
0.0,0.24,0.0235,1.4,60.9410400390625,99.26667,0.23,26.51250076293945,1.2361175033032323
0.0,0.24,0.0235,1.4,60.9410400390625,99.26667,0.23,26.51250076293945,1.2280762032952235
0.0,0.24,0.0235,1.4,60.9410400390625,99.26667,0.23,26.51250076293945,1.2181438201852228
0.0,0.677,0.0043,0.99,40.41439056396484,91.97464,0.079,-0.4208332300186157,2.6713215274731277
0.0,0.6,0.0018,1.31,40.41439056396484,91.97464,0.026,-0.4208332300186157,2.619550101494691
