UpperD_m,SiltContent,SoilOrganicCarbon,BulkDensity,Isothermality,Longitude,ClayContent,AnnualMeanTemperature,SoilTypeWRB
0.0,0.54,0.024,1.25,31.18644142150879,16.6,0.19,10.13333320617676,1.7441457620109522
0.0,0.54,0.024,1.21,31.18644142150879,16.6,0.19,10.13333320617676,1.72695694579721
0.0,0.54,0.024,1.4,31.18644142150879,16.6,0.19,10.13333320617676,1.6724280513140861
0.0,0.54,0.024,1.37,31.18644142150879,16.6,0.19,10.13333320617676,1.5989599476110314
0.0,0.54,0.024,1.39,31.18644142150879,16.6,0.19,10.13333320617676,1.6112347042820825
0.0,0.54,0.024,1.45,31.18644142150879,16.6,0.19,10.13333320617676,1.6256934847684883
0.0,0.54,0.024,1.36,31.18644142150879,16.6,0.19,10.13333320617676,1.5474331367382526
0.0,0.54,0.024,1.3,31.18644142150879,16.6,0.19,10.13333320617676,1.5438922141000084
0.0,0.54,0.024,1.46,31.18644142150879,16.6,0.19,10.13333320617676,1.4931593645966663
0.0,0.54,0.024,1.39,31.18644142150879,16.6,0.19,10.13333320617676,1.434454798315027
0.0,0.54,0.024,1.42,31.18644142150879,16.6,0.19,10.13333320617676,1.4248829523946445
0.0,0.54,0.024,1.5,31.18644142150879,16.6,0.19,10.13333320617676,1.3944887568422104
0.0,0.54,0.024,1.4,31.18644142150879,16.6,0.19,10.13333320617676,1.358647582507605
0.0,0.54,0.024,1.46,31.18644142150879,16.6,0.19,10.13333320617676,1.3408019847690322
0.0,0.54,0.024,1.39,31.18644142150879,16.6,0.19,10.13333320617676,1.3203735393198552
0.0,0.54,0.024,1.34,31.18644142150879,16.6,0.19,10.13333320617676,1.335467457930229
0.0,0.54,0.024,1.51,31.18644142150879,16.6,0.19,10.13333320617676,1.3409062113702688
0.0,0.54,0.024,1.3,31.18644142150879,16.6,0.19,10.13333320617676,1.337907821446357
0.0,0.54,0.024,1.29,31.18644142150879,16.6,0.19,10.13333320617676,1.359067830705072
0.0,0.54,0.024,1.42,31.18644142150879,16.6,0.19,10.13333320617676,1.3832430574617796
0.0,0.54,0.024,1.3,31.18644142150879,16.6,0.19,10.13333320617676,1.3823175113053392
0.0,0.54,0.024,1.25,31.18644142150879,16.6,0.19,10.13333320617676,1.3698660060964594
0.0,0.54,0.024,1.44,31.18644142150879,16.6,0.19,10.13333320617676,1.3551450546230464
0.0,0.54,0.024,1.32,31.18644142150879,16.6,0.19,10.13333320617676,1.331659311748199
0.0,0.54,0.024,1.28,31.18644142150879,16.6,0.19,10.13333320617676,1.3408215422496816
0.0,0.54,0.024,1.39,31.18644142150879,16.6,0.19,10.13333320617676,1.3526636440480957
0.0,0.54,0.024,1.3,31.18644142150879,16.6,0.19,10.13333320617676,1.345744794514005
0.0,0.54,0.024,1.27,31.18644142150879,16.6,0.19,10.13333320617676,1.3623481537935642
0.0,0.54,0.024,1.33,31.18644142150879,16.6,0.19,10.13333320617676,1.3887296503656101
0.0,0.532322199,0.025,1.34834816626,31.01694869995117,16.58333,0.24,10.16666698455811,1.4196341799123693
0.0,0.532322199,0.025,1.3399481662600004,31.01694869995117,16.58333,0.24,10.16666698455811,1.4043705273040525
0.0,0.532322199,0.025,1.2912498777499994,31.01694869995117,16.58333,0.24,10.16666698455811,1.4018274538858198
0.0,0.532322199,0.025,1.2997298777499995,31.01694869995117,16.58333,0.24,10.16666698455811,1.3875585997376194
0.0,0.532322199,0.025,1.3388281662600001,31.01694869995117,16.58333,0.24,10.16666698455811,1.3857910794952153
0.0,0.532322199,0.025,1.3418281662600007,31.01694869995117,16.58333,0.24,10.16666698455811,1.4169421170963155
0.0,0.532322199,0.025,1.35809633252,31.01694869995117,16.58333,0.24,10.16666698455811,1.447602783668063
0.0,0.532322199,0.025,1.3202498777499991,31.01694869995117,16.58333,0.24,10.16666698455811,1.4688159393316624
0.0,0.532322199,0.025,1.35671545232,31.01694869995117,16.58333,0.24,10.16666698455811,1.4962807751138305
0.0,0.532322199,0.025,1.3438706356899999,31.01694869995117,16.58333,0.24,10.16666698455811,1.5119436170069318
0.0,0.532322199,0.025,1.3066850611199994,31.01694869995117,16.58333,0.24,10.16666698455811,1.517073408979654
0.0,0.532322199,0.025,1.32232545232,31.01694869995117,16.58333,0.24,10.16666698455811,1.5368266132318738
0.0,0.440695482,0.0058,1.448,36.83155059814453,49.63333,0.3,11.74583339691162,1.4735732651134856
0.0,0.451421372,0.0059,1.467,36.83155059814453,49.63333,0.278,11.74583339691162,2.182833933901983
0.0,0.430924587,0.0053,1.518,36.83155059814453,49.63333,0.3,11.74583339691162,2.356032801416497
0.0,0.43044066,0.0052,1.519,36.83155059814453,49.63333,0.308,11.74583339691162,2.4489099153195117
0.0,0.401905299,0.0051,1.421,36.83155059814453,49.63333,0.32,11.74583339691162,2.513003397470837
0.0,0.454376368,0.0058,1.392,36.83155059814453,49.63333,0.254,11.74583339691162,2.574495326448964
0.0,0.454453518,0.0061,1.471,36.83155059814453,49.63333,0.29,11.74583339691162,2.636874188495655
0.0,0.433447089,0.0067,1.446,36.83155059814453,49.63333,0.308,11.74583339691162,2.67970846177171
0.0,0.5028,0.0186,1.3,38.11922836303711,50.38333,0.3593,10.79166698455811,1.5068243458488773
0.0,0.4806,0.0148,1.37,38.11922836303711,50.38333,0.3556,10.79166698455811,1.5171183038805467
0.0,0.552,0.007,1.24,37.92475891113281,50.46667,0.3686,11.23750019073486,1.4735732651134856
0.0,0.5574,0.0081,1.27,37.92475891113281,50.46667,0.3523,11.23750019073486,1.7168554699886402
0.0,0.5466,0.011,1.23,37.92475891113281,50.46667,0.366,11.23750019073486,1.7501828569597722
0.0,0.5424,0.008,1.25,37.92475891113281,50.46667,0.3924,11.23750019073486,1.7703163800790536
0.0,0.2534067,0.03,1.27,61.77644348144531,-46.9,0.1680615,18.95000076293945,1.4735732651134856
0.0,0.1970763,0.0201,1.24,61.77644348144531,-46.9,0.1030446,18.95000076293945,1.49424152226567
0.0,0.2203212,0.0178,1.22,61.77644348144531,-46.9,0.1015998,18.95000076293945,1.5083706847409184
0.0,0.3028482,0.0321,1.29,61.77644348144531,-46.9,0.2518611,18.95000076293945,1.5735138280314713
0.0,0.3217828,0.0321,1.18,61.77644348144531,-46.9,0.3241021,18.95000076293945,1.4435801000882746
0.0,0.2817844,0.0256,1.33,61.77644348144531,-46.9,0.2114061,18.95000076293945,1.4901810391540844
0.0,0.217715,0.0145,1.23,61.77644348144531,-46.9,0.1218273,18.95000076293945,1.499771420888484
0.0,0.1900319,0.0173,1.29,61.77644348144531,-46.9,0.1521685,18.95000076293945,1.522094437824466
0.0,0.2659572,0.0213,1.22,61.77644348144531,-46.9,0.1955131,18.95000076293945,1.5218609470175377
0.0,0.2269989,0.022,1.33,61.77644348144531,-46.9,0.2634197,18.95000076293945,1.5180529462305112
0.0,0.1897207,0.019,1.34,61.77644348144531,-46.9,0.212851,18.95000076293945,1.5267221978628358
0.0,0.1964539,0.0174,1.42,61.77644348144531,-46.9,0.2244095,18.95000076293945,1.52894674968827
0.0,0.2472921,0.0309,1.05,61.77644348144531,-46.9,0.1752856,18.95000076293945,1.5268942533522998
0.0,0.2654144,0.0348,1.03,61.77644348144531,-46.9,0.2316336,18.95000076293945,1.5312306722327278
0.0,0.2503994,0.0338,1.15,61.77644348144531,-46.9,0.2316336,18.95000076293945,1.5170658736263654
0.0,0.3320901,0.0311,1.02,61.77644348144531,-46.9,0.300985,18.95000076293945,1.5357544690418337
0.0,0.3382945,0.0342,1.05,61.77644348144531,-46.9,0.3110987,18.95000076293945,1.5367596191436736
0.0,0.39944,0.0278,0.99,61.77644348144531,-46.9,0.2388577,18.95000076293945,1.5278702314198571
0.0,0.29,0.017,0.87,33.29156112670898,-112.763,0.29,5.824999809265137,1.5324099156694875
