SoilTypeWRB,Method,BulkDensity,AnnualPrecipitation,MeanTemperatureofDriestQuarter,SoilOrganicCarbon,MeanDiurnalRange,Longitude,MeanTemperatureofWarmestQuarter,AverageAridityIndex,SoilTextureUSDA
0.07624078829820866,0.04969447640152954,0.11449916606820808,0.030238236909258715,-0.1518476355606022,0.05010087171050009,0.15308870339691655,0.05477542470307936,0.013819363098166669,0.0329209786383956,-0.042205291950338786
0.059268264407545845,-0.027625272213577065,0.11209325592039672,0.025767739170446353,-0.1441435137287072,0.031704904599572335,0.15164682143833572,0.05380800996786526,0.012862968020306434,0.03229389089072979,-0.03961124865864686
-0.041126853033719116,-0.0517823575629051,0.06267295243085126,0.006178619992069534,-0.1421872664741833,0.02175297747044449,0.1355593182772202,0.04290569025909746,0.006904599121983257,0.02053512668017354,-0.03513503241801463
0.08300660102868088,0.029608497177734644,0.0588898622276294,-0.018103525075551956,0.24033097715755122,0.03865253063706572,-0.06908470874545211,0.06078162841937976,-0.03198169785462509,0.003071613939627329,-0.03204655637558623
0.012041468586213926,-0.06722458938953095,0.03985315747547413,-0.0018906813564774031,0.2393361115388035,0.01874130554452403,-0.06938151056909263,0.052946452782994646,-0.028334754483344916,-0.007815027680263521,-0.0027751188530125695
-0.00846659460534167,-0.06775778871296587,0.03745724166286159,-0.0037685612436471746,0.2361021425015593,0.009880170944842817,-0.07135402069626308,0.04806207415503351,-0.02765830061960651,-0.009732727673054102,0.11491226374057534
-0.008125793604412984,-0.0665860514587,0.03894887022991575,-0.0027916122793508512,0.23608209538385763,0.009601124997557059,-0.07048828782621337,0.04806207415503351,-0.027274717160394167,-0.009664771030891054,0.11491226374057534
-0.010884782123515492,-0.07009839446516972,0.03745724166286159,-0.0037685612436471746,0.2361021425015593,0.009880170944842817,-0.07135402069626308,0.04806207415503351,-0.02765830061960651,-0.009732727673054102,0.11491226374057534
-0.010884782123515492,-0.07009839446516972,0.03745724166286159,-0.0037685612436471746,0.2361021425015593,0.009880170944842817,-0.07135402069626308,0.04806207415503351,-0.02765830061960651,-0.009732727673054102,0.11491226374057534
0.011487252819041118,-0.06725260310157528,0.03704378506180652,-0.003487477268988179,0.240915330981407,0.018400504543595344,-0.07024724343914233,0.052946452782994646,-0.028718337942557265,-0.007815027680263521,-0.0027751188530125695
0.014551726798033963,-0.06505764608632292,0.03679570569170977,-0.003487477268988179,0.240915330981407,0.019245465918024788,-0.07024724343914233,0.052946452782994646,-0.028718337942557265,-0.007815027680263521,-0.005729794775587587
0.017219909735720407,-0.06505764608632292,0.03679570569170977,-0.003487477268988179,0.240915330981407,0.019108183821850193,-0.07024724343914233,0.052946452782994646,-0.028718337942557265,-0.007815027680263521,-0.008260695617099433
0.017219909735720407,-0.06505764608632292,0.03679570569170977,-0.003487477268988179,0.240915330981407,0.019108183821850193,-0.07024724343914233,0.052946452782994646,-0.028718337942557265,-0.007815027680263521,-0.008260695617099433
0.0656715484532239,0.046981648501059965,-0.0447770628999786,0.017954440115363582,0.18066747982524875,0.13263160690024361,-0.1470137987685248,0.07320669787598745,-0.02505356923244779,0.22803782505241765,-0.03571938870476413
-0.0002246935084875345,-0.013351808076714385,0.08047782684275707,0.008470776525701095,0.2593562074248389,0.14300835273837534,-0.11896779632806566,0.0702583056131971,-0.014950681947321383,0.22643745662362044,-0.01792195200348313
0.06820782379946916,-0.06033957562409073,0.011831561450943162,-0.05234283517107135,-0.1518255271658479,-0.07750201405148281,-0.23772461798494857,0.04216954785236596,0.0011543364945441387,-0.10638421864914417,-0.05816450828489095
-0.008456174474165613,-0.04280976600733705,0.017599093818148417,-0.04337987674164742,-0.13594787505232098,-0.0797912333509973,-0.22513586415753659,0.03877548168813104,0.007554861980169398,-0.09736505545734124,0.004382490179669769
-0.07667834516902844,-0.011867982322952338,0.031222652356165604,-0.04279493466731779,-0.15610732345357,-0.10786981504576208,-0.24571447832558613,0.03952314865585024,0.019514697261783516,-0.09656205693495508,-0.07097154782056771
-0.06819835777481907,-0.0016824744355441556,0.055844960104205185,-0.03927208138089214,-0.13992041789631998,-0.09063701269660299,-0.23574844789144703,0.039493247161826395,0.01961333675068009,-0.09776307500596003,-0.007436060929302527
-0.0746619821232259,-0.0009506155387987407,-0.009590614556026607,-0.03931237709981026,-0.1588947256781318,-0.08448391182038897,-0.25400085695706287,0.03067466216160826,0.018058604915774577,-0.09267473807640526,-0.01113227310715299
-0.04742804433875753,0.00861744553748601,0.04823745351546733,-0.03709722313582027,-0.16083912931463643,0.06959060736884468,-0.2529255519411887,0.049678714573381993,0.015937442158191102,-0.09256506010580519,0.09102391250321194
-0.06141852415365632,-0.02589795062991733,-0.023780837588653805,-0.033401993401460814,-0.14225146185366488,0.11557221766032921,-0.272183647637032,0.04395578637959566,0.02052649681441477,-0.09603883940410607,-0.054155291008903386
0.0779930532816367,0.018525690372003724,0.025543467622048056,0.029181770113257267,-0.035921053859807435,0.07311495618155635,0.3044044423464921,0.06415137003320064,-0.013756936401131155,0.2544318545787744,-0.03628740707032325
-0.013400719915754158,0.0695627381283017,-0.004386740118967784,-0.0022685408046454374,-0.03742657721770088,-0.2879819408000078,0.24430596518527484,0.055814891184488014,-0.00992933836945739,0.1754994989996304,-0.042462703677984166
0.0019877171542532126,0.05983831295449907,0.0038391225547620583,0.008944669169964382,-0.03316145850462898,-0.12748231819703826,0.2593371649858047,0.053431760369434825,-0.013060291521654405,0.1790457525533887,-0.05168917280568875
-0.020989231329975086,-0.03172902380158716,0.01623855448576346,0.009744466773816953,-0.042309349063082376,0.0855328404674095,0.3337754311131672,0.058829910325012655,-0.007052514282441283,0.2469081975975066,-0.05803001219183254
-0.027879714453800396,-0.03387712224815849,-0.007310103107692978,0.0008924158077576971,-0.0373957224704042,-0.29247834933503264,0.24174560917941737,0.06256596222073392,-0.0045456262977291665,0.17865345843344088,-0.05236174175132465
-0.04014095076595229,-0.04359619831061571,0.009460779933576486,0.01093994335435118,-0.03222707283802402,-0.1308439478343712,0.25677680897994715,0.056706238809846626,-0.007479604723987679,0.19486536662856985,-0.051125805531068824
-0.018479649547880183,-0.03593782644075495,0.019883064159790638,0.008782255272231315,-0.041407850700635164,0.08471343219452643,0.3337754311131672,0.05890517195421957,-0.007052514282441283,0.25166431609925066,-0.05803001219183254
-0.03473462818314763,-0.04013649959922522,-0.006969261412174034,0.0015153830923236844,-0.03941683016084585,-0.2980059929317529,0.24328034142649424,0.06419696618287206,-0.0045456262977291665,0.1851522650251256,-0.04676761701446533
-0.04102498324679259,-0.04557744800889143,0.009477482634928164,0.011159786377222617,-0.03424818052846567,-0.13457788623940234,0.25788710162814726,0.05776898144047476,-0.007479604723987679,0.19601750493437542,-0.04606719656533688
0.06687138617065652,-0.057564592797665466,0.02852618889640778,0.021755550159966466,-0.30211669067872915,-0.09635705481439881,-0.19364855172059625,0.047830755292962684,-0.00734772905558723,-0.0843319035325483,-0.040368480778886884
-0.060324876007989955,-0.11950939456239279,-0.03923722826653281,0.004767165691317924,-0.3206754986587481,-0.1169276761551901,-0.2138698416142877,0.03053344979624454,-0.003933976335720945,-0.0830611420844256,-0.07920796549804142
-0.05323389238312193,-0.07098141723105625,0.0039191178892820705,0.023828130157402164,-0.16233709837078933,0.2070225721117543,0.23363428278135623,0.0603749317786931,0.03156356667190611,-0.0716225757162215,-0.038705422365813646
-0.020191669636083417,-0.07090684022629777,-0.07487053958014304,0.018028528061650884,-0.13255089302442866,0.1985261707192175,0.22949077521465003,0.061327164655236806,0.02717470944995905,-0.07614106250741413,0.09624223139282606
0.05370792023995072,-0.05301769280184738,0.07124030989523297,-0.0033325781893689625,-0.2226276368700447,0.059938493306493416,-0.15721213821463106,0.05170014678364053,-0.008908505247908566,-0.07281479509409051,-0.01746645876280021
-0.03155030104981657,-0.10116161605703192,-0.05538197630632695,0.042100163620679074,-0.18394297032052154,-0.13546209098361892,-0.16077845325557474,0.056721008532529385,-0.002573062886925397,-0.05254963849709281,-0.01165250678582196
-0.05155557616100791,-0.0737724126879853,-0.1284621099688873,0.0065243650855996305,-0.16362465320865463,0.06406577981121667,-0.20258509205584557,0.054353240040626874,0.0004439269339633449,-0.05057785587385049,-0.05375694485729155
-0.04919945366688547,-0.0855323869287425,-0.12079755902488185,0.04288772774246003,-0.16386830607988814,-0.1405704483848107,-0.1648158769364162,0.05625001376522491,0.003258014197133864,-0.04369522734179424,-0.005902776220306513
-0.053629979628103834,-0.07178074880405558,0.06678297068414389,-0.011806405374609934,-0.20976992190678828,0.06037653640191671,-0.15893782438802506,0.044951724435005926,-0.012098829812380137,-0.060613178487420885,-0.016957934821872914
-0.09224286417717031,-0.06392162542748896,-0.05258263566635401,0.03875162427423455,-0.1674357509828341,-0.134110992436602,-0.15946414910408374,0.05462971357121153,-0.00030268581072871704,-0.045788225976847854,-0.003944344329216963
