SoilTypeWRB,AverageAridityIndex,MeanTemperatureofDriestQuarter,BulkDensity,Longitude,Season_sin,Method,MeanDiurnalRange,UpperD_m,SiltContent,PrecipitationofDriestQuarter,SoilOrganicCarbon,AnnualPrecipitation
0.1322694034660399,0.0006472521058987196,-0.09466064923122759,0.14311507303822663,0.038128435990922374,0.021596234877050695,0.016349803821017077,0.011484691705290486,0.08061984453525389,0.10812260779702032,-0.03580158061211246,0.07557064683371634,0.01280037361526144
-0.0018770381884694782,0.0028882114770432295,-0.08259463232618798,0.11505352766348273,0.02039059883026404,0.014283336859359393,0.07668474022297676,0.011484691705290486,0.07915356202490609,0.10490929126078968,-0.050556332021994416,0.029421393040365264,0.016616238659716388
-0.12710762603754855,0.0028882114770432295,-0.07993994838134315,0.09378926598338275,0.02031366143485273,0.016298826322996215,0.05848862189209893,0.011484691705290486,0.07915356202490609,0.03478228064940203,-0.04961590716637068,0.02831046766203425,0.0052501991104598215
0.13829894310639604,0.0024952362143851174,0.13472436211635402,0.09209313950545453,0.033122502141750755,0.008520334107034868,0.024823815792213273,-0.03256962859515443,0.07286826745878688,-0.01972948599839459,-0.035434559099771834,0.049770224771209064,0.0018202086473902178
-0.022033421656140795,0.004981801624144439,0.12328273638417948,0.08020106873926981,0.016260103105289497,-0.0008781377419964314,0.08379784175093412,-0.03256962859515443,0.07353065273179246,-0.013742854131566602,-0.04793631147203322,0.014286553209215867,-0.008577920836413072
-0.025727463871376147,0.004672959555558246,0.1259533831445799,0.08946943083589477,0.01605809188890968,0.016247104238290767,0.08096009672462547,-0.034182434800882316,0.07572436295165576,-0.01301676740854899,-0.04773802273766329,0.017631927241529916,-0.008919644642147407
-0.025727463871376147,0.004672959555558246,0.1259533831445799,0.08946943083589477,0.01605809188890968,0.016247104238290767,0.08096009672462547,-0.034182434800882316,0.07572436295165576,-0.01301676740854899,-0.04773802273766329,0.017631927241529916,-0.008919644642147407
-0.025727463871376147,0.004672959555558246,0.1259533831445799,0.08946943083589477,0.01605809188890968,0.016247104238290767,0.08096009672462547,-0.034182434800882316,0.07572436295165576,-0.01301676740854899,-0.04773802273766329,0.017631927241529916,-0.008919644642147407
-0.02920382184718712,0.004672959555558246,0.1259533831445799,0.08399329145121107,0.01591720362114098,-0.0015089428326719783,0.0659381151836256,-0.03256962859515443,0.07353065273179246,-0.012500801064550525,-0.04773802273766329,0.011406006194027842,-0.01225620970271878
-0.13452960927593308,0.004427353516943434,0.12668383670452224,0.08520290154848088,0.01591720362114098,-0.0014216127167216977,0.05639760240385139,-0.03256962859515443,0.07353065273179246,-0.012992726713033956,-0.048510974940421454,0.016733076735751713,-0.01225620970271878
-0.1308799450235076,0.004427353516943434,0.12668383670452224,0.07457285119318954,0.014393300226523752,0.01607447493931928,0.07010997659647604,-0.034182434800882316,0.07572436295165576,-0.013335386780417907,-0.048510974940421454,0.020321200446723007,-0.01225620970271878
-0.07355596610313639,0.004427353516943434,0.12902737586583246,0.09427813691982675,0.02081169474735836,0.01607447493931928,0.07690934602662691,-0.034182434800882316,0.07572436295165576,-0.01285319196902072,-0.048510974940421454,0.023911699935679848,-0.008919644642147407
-0.03262288559050951,0.004427353516943434,0.1297905085258185,0.09975624795343331,0.02081169474735836,0.01607447493931928,0.08624269327132221,-0.034182434800882316,0.07572436295165576,-0.009569112023057573,-0.048510974940421454,0.026847521690290685,-0.006817377459813325
0.12849552182965263,0.014681732253876796,0.11996142418200194,-0.07945045052920979,0.10833433405272147,-0.02649207303757223,0.023346157128482946,-0.07325860070643626,0.0863354783500556,0.1054111853123159,-0.033496924670165434,0.16040175559274078,0.05561408953673238
-0.0503476579053758,0.015286319511169523,0.11579822045855472,0.0052749201566732636,0.09372402988100048,-0.01486809805835928,0.14900157893047894,-0.07191520078006183,0.08965773653880992,0.10044991392359139,-0.03830287256762146,0.13035369166570843,0.08671306698809213
0.1477012115716447,0.003723384982185929,-0.10383492075801226,0.07335182998451865,0.10622650979833416,0.007435807414447454,0.11390339789717045,-0.05708551842708403,-0.39844591808147395,-0.027463231107520244,-0.012029748600540454,0.028768095416209425,-0.04554741674302322
0.11611812394777339,0.003723384982185929,-0.10212566798722993,0.07025506612758203,0.10154728286592031,0.005966050151174535,0.12685397789139047,-0.05647339897573144,-0.34240349896758776,-0.03172478106928589,-0.01292300200142895,-0.053644282993885316,-0.05329861770106614
-0.05527931818308538,0.021198772226974784,-0.09884584011334795,0.05406122628837109,0.07889003332075409,0.01066452913920228,0.13790115498457362,-0.05647339897573144,-0.3403467752232757,-0.025988816910272567,-0.005914432903120829,-0.05056463862620782,-0.05171306126980825
-0.06472208347455609,0.0230891896364662,-0.09691590663730903,0.056903245360721215,0.07971242111729795,0.014546382490138272,0.13444367461599702,-0.05687375702367297,-0.3908275791692549,-0.02310030402513921,-0.005914432903120829,0.008944217705762198,-0.05171306126980825
-0.07438344591073583,0.022599183088235983,-0.09276768499599873,-0.0019770766591353252,0.07971242111729795,-0.02199523323155279,0.14294590553455574,-0.06057282915985135,-0.3908275791692549,-0.02310030402513921,-0.006573148499419506,0.009019974440878636,-0.04469331381196815
-0.07121142259300363,0.0230891896364662,-0.09146285809898437,-0.01225645524779359,0.0804698139325994,0.011456707953209038,0.14180291482729052,-0.06640079933118226,-0.3908275791692549,0.10151474442380166,-0.013823232683024874,0.03148695276736081,-0.05171306126980825
