SiltContent,SoilOrganicCarbon,BulkDensity,Isothermality,Longitude,SoilTextureUSDA,PrecipitationofDriestQuarter,SoilTypeWRB,AnnualMeanTemperature
0.09087059439735999,0.06313804064743506,0.251708714478547,-0.18850629665939128,0.1661941691426458,0.017077436795730986,0.10433128088599417,0.0721156084385628,0.017034512701783768
0.09447582337673838,0.06006018391804249,0.23295161953121898,-0.1716622668862639,0.16115202457794264,0.0021718067985522014,0.10231962607778279,-0.0006528113500880374,0.03417251372664584
0.028383187034976803,0.011607843342074037,0.031051928655483098,-0.21683452830579103,0.14160939960454097,0.028234736261626047,0.07054611518159418,-0.06908199297173176,-0.006309848494228663
0.08859539046436588,0.06986404882336492,-0.09225447999652633,0.012063629916656632,0.09741459389740452,0.03774873102855148,0.033992044560841345,0.115419436268558,0.02941564681277792
0.053897288591031635,0.04725290806908479,-0.04670735015277973,0.027747128581054003,0.08482832011675742,0.09912542245799999,0.016866632493436128,-0.009739139580876032,0.031670100872608506
0.053897288591031635,0.049109697552330744,-0.031323676409477474,0.027747128581054003,0.08645237302376305,0.09912542245799999,0.016866632493436128,-0.009739139580876032,0.03257331409637206
0.05474211614244242,0.049923136423818695,-0.020031161323162003,0.027747128581054003,0.08574697783792859,0.09821183964142016,0.01702995265913051,-0.008666149789203176,0.03255146094379217
0.05474211614244242,0.049923136423818695,0.004101961015886111,0.027747128581054003,0.09021195634732143,0.09821183964142016,0.018428016372812158,-0.008666149789203176,0.03255146094379217
0.05474211614244242,0.049923136423818695,0.004101961015886111,0.027747128581054003,0.09021195634732143,0.09821183964142016,0.018428016372812158,-0.008666149789203176,0.03255146094379217
0.05474211614244242,0.049923136423818695,0.004101961015886111,0.027747128581054003,0.09021195634732143,0.09821183964142016,0.018428016372812158,-0.008666149789203176,0.03255146094379217
0.05629807513106767,0.05107375496627202,-0.017984215719341515,0.027747128581054003,0.08574697783792859,0.09833250788462661,0.01702995265913051,-0.010993366928901585,0.03257331409637206
0.05629807513106767,0.05107375496627202,0.005097769980613608,0.027747128581054003,0.09021195634732143,0.09833250788462661,0.018428016372812158,-0.009920377137228726,0.03255146094379217
0.05629807513106767,0.05107375496627202,0.005097769980613608,0.027747128581054003,0.09021195634732143,0.09833250788462661,0.018428016372812158,-0.009920377137228726,0.03255146094379217
0.08580786854484401,0.12561939044027767,0.025441955918778743,0.014206453052012848,0.14970225926547104,0.014294074175500849,0.001085495670662554,0.10382455218058402,-0.1584530163181503
0.08614578859824072,0.13946990136822535,0.05369616869292102,0.015203126031745996,0.13758634541578946,0.01854749898528122,-0.008399300947716896,0.04999986414188569,-0.15508422467768967
-0.15376203130682553,0.08373507140663525,0.0036383583644055703,0.07405521255345315,0.1469471854481537,0.0031678394782937882,-0.11582482963421953,0.100319861335465,0.042918772793572604
-0.14102444179987764,-0.08674330069979189,-0.006530972622536322,0.05930436516717862,0.11555540436495128,-0.03891042150840391,-0.12290944590828878,-0.06391966701964573,0.035399624420853044
-0.15493121139800559,-0.08218344464801418,-0.006284803976753845,0.06006210323706781,0.11770816943079986,1.7553302158853832e-06,-0.12306431773577818,-0.06926330078116864,0.03788770667229311
-0.1354924120716836,0.08382272333582953,0.0008098471813740813,0.06770017543449651,0.136315433986587,-0.0322870280075276,-0.11900864144344261,-0.03256062036681594,0.04110069501789536
-0.13800133919144034,0.08067054175454752,-0.05346998258785053,0.07057059105750547,0.13151050605755796,-0.04775950955964307,-0.12294592842761229,0.06012016454886657,0.03725448739957087
0.0011729644360837146,0.11667276915509123,-0.03348966832502313,0.07512918467050443,0.1402521062509117,0.11495197817714252,-0.13611819655641738,-0.031054378633659115,0.026417537683536586
0.001217473326939872,0.11026282604732392,-0.034297887916807636,0.06369770526158705,0.1471236034588205,-0.0066740787461656344,-0.13657613956167142,-0.006267284236926656,0.028399008460967996
0.04677277569800421,0.07898816980992149,0.13831087743729617,0.028949402315214104,0.059268120932648584,-0.004698753862698205,0.08060553085621541,0.09135814467832752,0.08840301410346198
0.13023585452942793,-0.11414522080390482,0.01934578351336608,0.019204454825875465,0.023429781587968185,0.02445656214379641,0.10298406526059585,-0.014888030560192122,0.0914198532105145
0.02567373791278153,-0.004821732637547248,0.09491908569349665,0.02757213357722297,0.0406023241110002,-0.03678650224279679,0.10668946321443482,-0.015248397629240547,0.09214860593504932
0.021669079945172393,0.07793754782646874,0.09828644314610689,0.02858811092231093,0.04834699050296236,-0.09693377040017417,0.07781049350365507,-0.05074998773589669,0.09353046444251975
0.022533175955599005,-0.12421993853069731,-0.0076030603502902135,0.01985129845642721,0.026695311564493427,-0.10172653557558406,0.0898695080160673,-0.05791327648075371,0.08839519527761276
0.026275420005842664,-0.016724831276304926,0.09192236344218961,0.02757213357722297,0.03893621599859631,-0.09887766839957723,0.10075453847430736,-0.018250210696748214,0.08812638028516566
0.03284229922227399,0.07953374149350248,0.10156024933664813,0.02858811092231093,0.050784188974701626,-0.0694322621713806,0.08600949429909246,-0.00813084945263508,0.09269535943321479
0.02549780374562719,-0.12393396747930814,-0.006737323764842109,0.01985129845642721,0.02719603899350218,-0.10172653557558406,0.09620642117907785,-0.01471418342188757,0.0859813383243196
0.025521108944573503,-0.016724831276304926,0.09192236344218961,0.02757213357722297,0.03893621599859631,-0.09887766839957723,0.10150884953557653,-0.018250210696748214,0.08812638028516566
-0.030835668365015452,-0.06883842791710218,0.04329446245952391,-0.18485026666842394,0.09757043731008469,0.026619440915666776,-0.10684093331897479,0.06713582289619947,-0.0009245629890142085
-0.033439842509646676,-0.07208341356726683,-0.10558865782485935,-0.2148126099166826,0.08564661763258573,-0.06973975376707509,-0.12356875228729969,0.03373801211820907,-0.03576493454115468
0.10277033847038998,0.07993252809379946,0.060429809991788694,-0.13827862109747113,0.1541983561129738,0.021617997361656437,-0.09604774814898004,0.06816629197781486,0.02020427071068333
0.09795910511415777,0.09201827227905265,-0.18152435910174652,-0.2044258608752583,0.15317980468253187,0.09692841986974897,-0.1013562270828825,-0.006613646557707487,0.045073694072145905
-0.11698439055312262,0.05322091109388437,0.08488508260402207,-0.009950451674158301,0.022084857334812705,-0.013257874278083375,-0.1124862311330398,0.06354535474470936,0.029452063795080426
-0.09360110973935346,-0.10088520428079069,-0.10125937434272833,0.010889042946529218,-0.007741138441459136,0.007377800732732164,-0.07674078460317559,-0.025685487546256807,0.06670090276917261
0.07120189327616296,0.032578662370315405,-0.28126702954955407,0.02542154297150648,0.012328812772752683,0.017645788203243692,-0.09276471941215955,-0.013196488162490683,0.08126789405634159
-0.07296295654660732,-0.11169285938725587,-0.2363172038192011,0.01038378066039206,-0.005560087257418537,0.009099664499447949,-0.08390519058557953,-0.01746529553693788,0.07261814695833858
-0.11841844124414654,0.05234772527472963,0.10274290369110732,-0.000804519055486783,0.018166172686838216,-0.007567751542837702,-0.08396436432690912,-0.03450967877985278,0.06161029337302765
