study1_num_leaves,study1_min_child_samples,study1_min_split_gain,study1_val,study2_num_leaves,study2_min_child_samples,study2_min_split_gain,study2_val,rmse_train,rmse_test,r2_train,r2_test,glob_r2_test
24.0,45.0,0.0284273928677838,0.4187760446570962,12.0,30.0,0.018618274562296575,0.3814667673217525,0.0504393812909586,0.07626994689723095,0.8751130418518589,0.6558888354545491,0.8111570478795141
27.0,40.0,0.029462838692852,0.3904674808444513,51.0,30.0,0.011968237412359386,0.3860248647644816,0.05400440755126726,0.11450353758792865,0.8637448087630257,0.609077403388901,0.7111031836328849
12.0,40.0,0.05330692742670698,0.4190295651782316,12.0,30.0,0.010165152427066539,0.39399262419623937,0.059412356928800016,0.20258301419263178,0.8444175174027949,0.511607997852215,0.46949809922730035
27.0,30.0,0.018334751305396628,0.3877426710191185,36.0,40.0,0.10310965515149667,0.3661353566303478,0.06547823264009689,0.17656007557900086,0.8277591481650651,0.5739014511332796,0.5355577481004749
9.0,35.0,0.021365839090264502,0.39914049336226026,27.0,35.0,0.048296015203712,0.41092997512775054,0.05317527029055361,0.11336231143082169,0.8595530601794382,0.744142956350333,0.7005865763455694
9.0,30.0,0.010540861188361077,0.5197760782196201,33.0,30.0,0.011240072308582396,0.5660143784310343,0.059488333748677596,0.095834869214959,0.8472278228657928,0.7145296587774026,0.7538861707373545
9.0,40.0,0.022034874507766315,0.513582136084765,12.0,30.0,0.011403904181819313,0.5447382344777633,0.05052241725959406,0.12256327341093036,0.8629175469140843,0.7742538204482033,0.6674491228105361
33.0,35.0,0.014247867793305977,0.39282952312658487,6.0,30.0,0.01354399335270397,0.41501790304031727,0.06675508582249838,0.06688935811160972,0.8340181822757817,0.714830723166663,0.8336843236889475
45.0,30.0,0.016442644462208847,0.4220403143929021,39.0,30.0,0.010490540753884548,0.4412043160082378,0.05026918411670219,0.10459257170954751,0.8639368462971413,0.7693214424905662,0.716900216091531
15.0,30.0,0.13138629951159003,0.44082422436234275,48.0,45.0,0.25231004416803865,0.4510814095935915,0.08029176590838,0.12903779140237884,0.7919805932040267,0.6227677893704049,0.6656896941036905
