UpperD_m,Longitude,MeanTemperatureofWarmestQuarter,SoilTypeWRB,SiltContent,BulkDensity,AnnualMeanTemperature,SoilOrganicCarbon,Isothermality,PrecipitationofDriestQuarter
0.10978167139664406,0.0498866181994738,0.0492485253920054,0.07533205925062585,0.10181434158651467,0.2645161497908623,0.03134913204356179,-0.0026813327807054333,-0.0748888208268582,0.019785196191834897
0.11049909238281069,0.054859033443483196,0.04187975495518428,-0.04934257288017903,0.08677074831874189,0.28102680264070357,0.042584298129503616,0.003312836267963238,-0.06609938860829036,0.011693684060171256
0.10673775710181016,0.013617196495021603,0.031507567540487696,-0.08380514110364345,0.0149637097038162,0.013427732118977848,0.0290385521257506,-0.018828594430414756,-0.07576862652009445,-0.024902941703367192
0.060509184964579715,0.12691375962931356,0.019865629023509218,0.09735011686707744,0.09834306312427672,-0.06963990780428156,0.026462621330511502,0.02922520368059162,0.039676107195951014,0.027339944021636416
0.059762144013272914,0.10729156174706873,0.001067574178978725,-0.0020896726700682824,0.11713313926165267,-0.025159352329746983,0.02635852020080805,0.025665326281166495,0.037638403591710855,0.006682865517407544
0.059762144013272914,0.10729156174706873,0.001067574178978725,-0.0020896726700682824,0.11713313926165267,-0.027712021995198646,0.025887815156114834,0.025665326281166495,0.037638403591710855,0.006682865517407544
0.059762144013272914,0.10782892710484843,6.953518392914063e-05,0.0009808135509016046,0.11719903794540382,-0.009722850103870907,0.025887815156114834,0.025980157590636672,0.03774275789681954,0.012267986266362978
0.059762144013272914,0.10492704950930154,0.000303251704928902,0.0009808135509016046,0.11719903794540382,-0.00507756618074906,0.025887815156114834,0.025980157590636672,0.03576563504824482,0.012267986266362978
0.059762144013272914,0.10492704950930154,0.000303251704928902,0.0009808135509016046,0.11719903794540382,-0.00507756618074906,0.025887815156114834,0.025980157590636672,0.03576563504824482,0.012267986266362978
0.059762144013272914,0.10492704950930154,0.000303251704928902,0.0009808135509016046,0.11719903794540382,-0.00507756618074906,0.025887815156114834,0.025980157590636672,0.03576563504824482,0.012267986266362978
0.058331859409045096,0.10346818500150402,6.953518392914063e-05,-0.021476660667271226,0.11764130681993626,-0.024480507631978992,0.025887815156114834,0.029931643643520172,0.03774275789681954,0.014443595522326052
0.058331859409045096,0.10782892710484843,6.953518392914063e-05,-0.01738224366872818,0.11764130681993626,-0.011851597960508692,0.025887815156114834,0.029931643643520172,0.03774275789681954,0.0200287162712815
0.058331859409045096,0.10782892710484843,6.953518392914063e-05,-0.01738224366872818,0.11764130681993626,-0.011851597960508692,0.025887815156114834,0.029931643643520172,0.03774275789681954,0.0200287162712815
0.05434397674158055,0.0951422006478269,0.014489243280286866,0.106579898015204,0.12039328076867853,-0.029564994381345286,-0.1713195705354228,0.19779016008896363,0.014688200216293378,-0.017282131042509735
0.06073940105489931,0.09285099564160326,0.02578685111081457,-0.013619322817102111,0.11087875721186548,0.053690343560912145,-0.18119792119602648,0.16508064021654126,0.012439987368159213,-0.014972335749246845
-0.1838550456833766,0.11059914646124701,0.02150291600545111,0.09971447748740037,-0.11473159596269972,-0.008807600663954905,0.042686310159200214,0.06797675270773955,0.1753624024736827,-0.06579624634717159
-0.1624109432117468,0.09424515259472317,0.009860661737001031,-0.0827738540329257,-0.13075947727112308,-0.03580781134183623,0.03561802017103439,-0.03667191783205604,0.148751650014885,-0.09102014841655208
-0.1620643286765782,0.09423894920259489,0.012119402036474925,-0.09229807903298957,-0.13075947727112308,-0.029562501498116442,0.0356705728997453,-0.03633193907487186,0.148751650014885,-0.09073291618861727
-0.1883913644457022,0.10652958327319792,0.020426185448034886,-0.010889816982510132,-0.10770714479736307,0.0023858480737944565,0.04221070737449705,0.07217868072024868,0.17306944944922706,-0.06679445075907713
-0.18330264343027963,0.10628504998581483,0.011368551642590864,0.08606715422414776,-0.11154781039220041,-0.09632190036085127,0.03868461183822032,0.06836458568598626,0.17211075398064565,-0.0708488951117165
-0.23884284575972836,0.10348054762213106,0.010074505159706053,-0.003499068461873843,0.024761863987221362,-0.04124622947064398,0.04072533501072448,0.1863433079952797,0.17548203416486732,-0.07321597406950596
-0.2378583286990812,0.10209950457141534,0.010468234743419161,0.022723437492993014,0.024761863987221362,-0.050789100153769,0.04107013243890871,0.18406787549060685,0.17628235848334656,-0.0768076925319934
0.06866830759748511,0.056457499318903634,0.009354115063503698,0.06831865216979065,0.07142629335551448,0.11249506895453729,0.045554773760588405,0.08088621177996137,0.017487312573991966,0.009439893422966332
0.053637693985517106,0.03784755645541953,0.03735771848202175,-0.016730971990579536,0.11801018999679762,-0.0025676512006986524,0.04683834590512699,-0.13794699554573825,0.015628271183958882,0.008128282356552963
0.06057187129918366,0.04050972400756431,0.05134681066407156,-0.014909315337022205,0.06801836747151847,0.08058423106269615,0.043340534883871074,-0.014012017666207308,0.03812939983574588,0.017728652775787446
0.07005428069515755,0.05713736373319211,0.03359054169010456,-0.06495584143194232,0.05681280017633576,0.08458802049429281,0.048282776409094265,0.07731024662433608,0.014162057310047403,-0.005177598652131328
0.052588618935561625,0.030606346827483952,0.04102515930444373,-0.059970644577390084,0.055819104599025865,-0.02157076162631586,0.04559220099917246,-0.1402958167199605,0.014590004005043324,-0.001591199583603387
0.06018484299005875,0.03709627707563737,0.05134681066407156,-0.06351560100809596,0.023976051554343746,0.07450077925438897,0.04260536851399711,-0.017990179744834647,0.037730229630853436,0.01171441703013392
