study1_num_leaves,study1_min_child_samples,study1_min_split_gain,study1_val,study2_num_leaves,study2_min_child_samples,study2_min_split_gain,study2_val,rmse_train,rmse_test,r2_train,r2_test,glob_r2_test
33.0,40.0,0.010545773283235053,0.41463446416899585,18.0,45.0,0.035402955013682666,0.4467923089674921,0.08419202503607817,0.1915191627704407,0.7780780974239145,0.6875234071271785,0.49517431177618043
51.0,40.0,0.014675360624926645,0.41006492160641994,48.0,35.0,0.013213423955344927,0.37878173111117475,0.050987490151309635,0.11628587482413268,0.8794468577351454,0.4868174960210345,0.72505750784231
9.0,30.0,0.025024537005153183,0.35594393073514213,21.0,30.0,0.014661193737630902,0.3693291517415437,0.05650925538168507,0.11640348931832921,0.8618652043946142,0.6707033509239777,0.7154559532569507
33.0,30.0,0.010038915514481099,0.368967059924693,15.0,40.0,0.02267824345253051,0.3870580393426837,0.06073072529176849,0.10786950812817697,0.8504584508516415,0.7154657497507015,0.7343853004577003
6.0,35.0,0.010127303956930359,0.4264708085882929,39.0,30.0,0.014099097299473956,0.39420089073708686,0.05478780281619472,0.03422957344382358,0.8684844583081104,0.8700191695569252,0.9178335202006656
51.0,40.0,0.01949519476184227,0.37660005269080726,21.0,30.0,0.01138450929917747,0.3808635808959824,0.051970336310750216,0.0813611935793538,0.872482420055116,0.776360640927618,0.8003672240135122
42.0,30.0,0.010344187297967216,0.41921913905090746,12.0,30.0,0.015503740331444898,0.38838892772177996,0.048942795405718935,0.06144520872695605,0.8793561859608684,0.8396668090647448,0.8485377822455904
30.0,30.0,0.02164241420328752,0.35792759981769157,24.0,30.0,0.03050150342741782,0.3568277831268245,0.05299458880032812,0.13758069382426238,0.8624645524668335,0.7574422965734668,0.6429404826908228
39.0,30.0,0.010613366863752255,0.3473550703348963,9.0,30.0,0.014495471463196921,0.38378195514204183,0.04479100228341649,0.2210582193049608,0.8867721726593616,0.5244047778331664,0.4411837062874071
45.0,30.0,0.020825046480420623,0.3744640317650573,27.0,30.0,0.010740076450419165,0.41386784275635663,0.057330920615851017,0.08913996354507253,0.8587519431158657,0.7649660366798385,0.7803829677560956
