SoilTypeWRB,Method,PrecipitationofColdestQuarter,AverageAridityIndex,Longitude,BulkDensity,Season_sin,MeanTemperatureofDriestQuarter,SoilOrganicCarbon,SiltContent,AnnualPrecipitation,UpperD_m
0.143964171988821,0.014428798845146449,0.04663144703285063,0.029736612386913847,0.005593267860047068,0.1852591445141151,0.03019074260848544,-0.12026869926491486,0.01990891928668823,0.07215088763572808,-0.04025024798519387,0.1034363543645273
0.029787843636243722,0.05648834434886576,0.04257983447230516,0.027476214544001665,-0.012219534967739686,0.157965332631165,0.030885083438183542,-0.10726608412825808,-0.016162530276365078,0.09101973492467486,-0.033676835819728225,0.10198517143869057
-0.12475802590267496,-0.017734331297345442,0.03151495491582982,0.02517896529491478,-0.01873239565788204,0.10807579525122034,0.028755262120505335,-0.1103428238927239,-0.031037335122426634,0.030112216940934265,-0.03810497817484725,0.09400264310000722
0.19820942872169117,0.019842939147713935,-0.030166460320789037,0.02084468789081571,0.020285306893135586,0.0782782891404702,0.019425075623773245,0.09888040532437804,0.033028577266028945,-0.007272533424355971,0.03528796422530269,0.07416608470929911
0.04949289519453592,0.027143681161435368,-0.016940186596048828,0.01909413711236717,0.0011348623736382349,0.06610340723893614,0.012303955992232177,0.08219393660978103,-0.021781318226498647,-0.023412081512554993,0.037873926724072526,0.07468827360632589
0.04344260974893465,0.028501083436263095,-0.015550756468103904,0.02088973861023865,0.0012053012642438943,0.07805166155225035,0.03242293566359827,0.08400482554226624,-0.02065665337531107,-0.023745052961866818,0.0377777617890755,0.07684429795515466
0.04344260974893465,0.028501083436263095,-0.015550756468103904,0.02088973861023865,0.0012053012642438943,0.07805166155225035,0.03242293566359827,0.08400482554226624,-0.02065665337531107,-0.023745052961866818,0.0377777617890755,0.07684429795515466
0.04344260974893465,0.028501083436263095,-0.015550756468103904,0.02088973861023865,0.0012053012642438943,0.08108338398978851,0.03395471979432921,0.08400482554226624,-0.020433732607845027,-0.023745052961866818,0.0377777617890755,0.07684429795515466
0.024268706997267117,0.023181208095129018,-0.01682990468773836,0.018947572689254632,0.0006800823937693636,0.07428810473719472,0.009945831067284137,0.0829900860443143,-0.0255642053465556,-0.02342028679032254,0.029684024151826586,0.07568845287056432
-0.11300796935020553,-0.000639140343985277,-0.017313875561571268,0.015091051218968041,0.0028825160161385813,0.0793291820937926,0.008676629262994489,0.08376259546803029,-0.022393018810919083,-0.02178205614727401,0.026089121763973117,0.07144333485474622
-0.09391557513288304,0.008031655841753823,-0.016631488823474424,0.016178204066154445,0.003407734886613108,0.08297440815705316,0.032685517990039555,0.080151288603834,-0.01767662340616842,-0.021669394444909222,0.03418285940122203,0.07291133418038634
-0.012455909876184557,0.011390199383588501,-0.01769033372595813,0.017795429271539893,0.0055111752422866995,0.08800807006611913,0.033885652204086375,0.08278416482976587,-0.010042790129193905,-0.017125439872576104,0.034389124920091316,0.07599578847924497
0.003961171635214728,0.012484938372464794,-0.017983124955331952,0.017795429271539893,0.0055111752422866995,0.08948424834707298,0.033885652204086375,0.08593426701526838,-0.004313990706179421,-0.0167590844432989,0.03404790079293044,0.07599578847924497
0.13609548711379937,0.026805208540078472,0.05912854555921181,0.0723887342708175,0.059893112991113245,-0.07008676993736682,-0.049089340671278105,0.10431936806116773,0.27552687375449114,0.077017845712612,0.00043237032054240074,0.09693734354571866
-0.0835135297661447,0.10136066961885004,0.05703875832066298,0.05818612899750353,0.04860959874839855,-0.002379693914700252,-0.04158469793617194,0.0891337689109366,0.2476838279983758,0.0803315269398154,0.022047799803100683,0.09800531745819
0.11797554708013538,0.12087468768989436,-0.016383784549820812,-0.024573684455947147,0.056391732778411426,0.07840456067483512,-0.03193490872907716,-0.0827820857248918,0.0835786169658265,-0.043512000655149354,-0.0667897206639013,-0.38827514712563954
0.08592030841218083,0.11286147073360059,-0.01196835004262687,-0.027235474354378352,0.04748505313783177,0.06753036868164203,-0.03173275666513465,-0.08190675399747338,-0.018239609803184224,-0.04753231693834873,-0.06681401022597307,-0.33308407621156355
-0.023735389068456073,0.12514771444933356,-0.006270776956707734,-0.03339287133842643,0.03581508512502498,0.03389884728901471,-0.028403852010022,-0.0796172274036962,-0.013396759275952894,-0.02004616712716027,-0.050176180499277245,-0.3279069914753738
-0.001269949668346319,0.12180270093769907,-0.009127713413528553,-0.031282838832340794,0.038852802914368795,0.03686258775564932,0.02237089441301496,-0.07462115878022794,0.07950011098697601,-0.01661716265815811,-0.04411648463849414,-0.3974505802708515
