SoilTypeWRB,Method,BulkDensity,AverageAridityIndex,Longitude,AnnualPrecipitation,MeanTemperatureofDriestQuarter,MeanDiurnalRange,PrecipitationofDriestQuarter,SoilOrganicCarbon,MeanTemperatureofWarmestQuarter
0.051846913914392695,0.025827044337274428,0.2559229152536334,0.005597866144459181,0.04105004720404741,0.014428098640623685,-0.12471337129173109,0.14446047883949925,-0.01766822358910433,0.025898875747757337,-0.017303719483234094
-0.020763190368001987,0.012338070883345133,0.23713850774817524,0.0050475645124803984,0.04332442449257991,-0.0011381484395384981,-0.12278015328179617,0.14581511632715355,-0.01538934003930071,0.03488232931203766,-0.01703671645192058
-0.09384729682284758,-0.008347478862363089,0.08542092556478281,-0.0007680307067860306,0.034622072227483223,-0.01328234685928725,-0.12292294988305719,0.13565436715112114,-0.022266167751590012,0.032157676603934454,-0.035625454677055066
0.0541935159066405,0.03801544370060534,0.09695647631669783,-0.006280129856159515,0.04749607383592918,0.009369074953707373,0.24636665540131206,-0.06690312664378248,-0.007140302496910526,0.006084824156558794,0.031138085886325474
-0.049065490926917414,-0.014686760792289042,0.05283571005200383,-0.011202152467925098,0.029239202750439335,0.020494927865339557,0.23766000793763425,-0.06323487915460115,-0.004831915148040137,0.02560590710952427,0.018135092131238185
0.055893075169837915,-0.025585260349145707,0.013835601331084678,-0.010634921587514772,0.0337529671422066,0.023822357538028947,0.23696331131497944,-0.06323487915460115,-0.0045050833205650285,0.011710789141067674,0.015573347406917211
0.055893075169837915,-0.025585260349145707,0.013835601331084678,-0.010634921587514772,0.0337529671422066,0.023822357538028947,0.23696331131497944,-0.06323487915460115,-0.0045050833205650285,0.011710789141067674,0.015573347406917211
-0.04441359228146103,-0.0024171362410612554,0.01760475208903432,-0.010634921587514772,0.034070146355058145,0.020494927865339557,0.23766000793763425,-0.06323487915460115,-0.004831915148040137,0.023828442432117326,0.018135092131238185
0.028432219198242,-0.02736642653284591,0.013447174128234518,-0.010634921587514772,0.0337529671422066,0.023822357538028947,0.23696331131497944,-0.06323487915460115,-0.004831915148040137,0.014434347929534415,0.015573347406917211
-0.050556702628756896,-0.03064183932066873,0.015468560723127675,-0.011202152467925098,0.029239202750439335,0.020494927865339557,0.23766000793763425,-0.06323487915460115,-0.004831915148040137,0.02560590710952427,0.018135092131238185
-0.050556702628756896,-0.03064183932066873,0.015468560723127675,-0.011202152467925098,0.029239202750439335,0.020494927865339557,0.23766000793763425,-0.06323487915460115,-0.004831915148040137,0.02560590710952427,0.018135092131238185
-0.04948125605498368,-0.0287900304687756,0.019202999211945702,-0.013866998992934091,0.029239202750439335,0.02013748786931645,0.23766000793763425,-0.06323487915460115,-0.006572414240517367,0.02560590710952427,0.018135092131238185
-0.047670489591436195,-0.016846769662161993,0.02014379136025438,-0.012793213591202657,0.029239202750439335,0.021552691362133957,0.23789536575989928,-0.06290752426369096,-0.006572414240517367,0.029151621628153834,0.018135092131238185
0.03961518690433137,0.056137546940187626,-0.1040398435458542,0.17881165680856967,0.08883177247883939,0.05934574376971351,0.1966739933486032,-0.17256227357736167,-0.02018317699735283,0.1452456479212472,-0.006319223376441255
-0.06732729457821,0.023717665084557384,0.0775418003887506,0.17064614799507094,0.07975960595208358,0.06869659554356983,0.26314925740857203,-0.13272316213280255,-0.013693829398533279,0.12048124090519695,-0.0005618173924121237
0.050625593254811,-0.03288525681513244,0.021986025020856722,-0.0825113766049373,0.053216760186129884,-0.09207810464763244,-0.10527065318489248,-0.19717589040104594,0.005121797893968153,-0.024205287530925015,-0.057835954397943555
-0.015075571373841887,-0.012336902794657129,-0.014922503136086541,-0.08203193282213474,0.057888921036948024,-0.0919698767737668,-0.10225336712435859,-0.19550181523293808,0.005547374566507133,-0.030145415097765013,-0.05978041642136704
-0.05626715773230644,-0.010608993364000258,-0.02804805068057222,-0.08181668651190592,0.05822489751236344,-0.09148160215849614,-0.10199506357111393,-0.19608509205663582,0.005239996147902409,-0.03799225909241496,-0.05121817931989926
-0.04527288483702136,0.0034427424433996715,0.012012708628440135,-0.07535773120017612,0.060206900160094716,-0.07804280963210543,-0.11812069068703478,-0.2081134960577598,0.012850656773214855,-0.04123149565076349,-0.04579276916414606
-0.08606175363898867,-0.002012002905597286,-0.015231078937295164,-0.07632040466990496,0.05969806737625111,-0.07850204088755978,-0.09157824270844785,-0.22164602578163306,0.013067390856566847,-0.039073593753821106,-0.04556873246142128
-0.06386808427886811,0.02623104300047515,0.08188561777227053,-0.07467585886151742,0.06613528852748689,-0.06817559100966743,-0.14865739402789235,-0.23561070819019658,0.015205927208022907,0.06594782860097223,-0.04135056656790973
-0.022595374696350496,0.02075094264608436,0.005656833615149511,-0.07563853233124632,0.06044900885874572,-0.06863482226512178,-0.11198324938999629,-0.24219800695200908,0.015422661291374899,0.07439605111238543,-0.04098885694011644
0.08190454947326047,0.03506233915439111,0.10798977258035926,0.21615112997170444,0.07953686486561067,-0.05787323507222096,-0.04693639466879571,0.3376237876078714,-0.019624546097806832,0.06194092728695332,-0.009570429034467708
0.10417367914789927,-0.00041653791507263016,-0.013848655702329375,0.16381068652894093,0.059480797698720604,-0.07820801110577094,-0.03694526870834116,0.21230527411932046,-0.010611755149911755,-0.20829463729003883,-0.01462641700600131
0.054328593266636326,0.020245351219403712,0.042646662810208256,0.17705083497935514,0.057028205559141315,-0.06709874346612094,-0.03491156299203457,0.22880125854628092,-0.01565356300036133,-0.09919230463091971,-0.016258873819338118
-0.009477999603717598,0.0011454646979554963,0.05983382970791667,0.21910697864335132,0.07214633480388843,-0.0731600198065036,-0.0474218573628211,0.32735073489365285,-0.01616305597830547,0.059255807006226936,-0.008900273158968384
0.01702334804296651,-0.009135520151554487,-0.009742129574075787,0.19278923908379564,0.06663240049661709,-0.078680471399296,-0.03602701525647837,0.21067659912918904,-0.010368577854413743,-0.21776405098782853,-0.01462641700600131
-0.10648785787946648,-0.013005564930041878,0.058463865387667346,0.20607368179763946,0.062022499818781156,-0.07255585062665552,-0.03357198309070759,0.2284465916960827,-0.014954903486311748,-0.11593980465262227,-0.014830911412554174
-0.11112596423027359,0.014101789700469032,0.0681439341559264,0.21602290865724524,0.07230946035474244,-0.07697548373310105,-0.04594589691068598,0.32735073489365285,-0.01601880465584298,0.05390551318063077,-0.0060102123373770916
0.024184585983195922,-0.010353005943466593,-0.008725246202055165,0.19283353334722522,0.06509859974836353,-0.07953755792008255,-0.03586833052216962,0.21067659912918904,-0.009897494704476149,-0.21777981887678105,-0.014183323757314856
-0.10601614087708314,0.01065498074259589,0.06196477388009313,0.20607368179763946,0.062022499818781156,-0.07255585062665552,-0.03225470737288122,0.2284465916960827,-0.014954903486311748,-0.11642036891587218,-0.012269166688233205
0.04318409630140124,-0.01417685579307334,0.06083740087132862,-0.06620612763670618,0.051426337873580266,0.0010926591745218722,-0.2869674856874466,-0.18967747633811943,-0.02537762962669861,-0.09484048262125908,-0.03414831862434266
-0.06597642830861504,-0.1438662533427119,-0.04855728562922767,-0.0670353740083943,0.03480553737203082,-0.013794004696801128,-0.2921483049405773,-0.20609552729529365,-0.02225550914364933,-0.11893244808389367,-0.036941000187972736
-0.036029527127427706,-0.06750390750817979,0.004340254021118908,-0.07056756376867317,0.06576430985011825,0.00944392771132773,-0.16030445382221636,0.25617324975053196,0.014212100591455765,0.22930182307195957,0.05069358969857144
-0.012793836620183238,-0.06720470494757441,-0.12814719047708123,-0.06830606995293327,0.06692826534544961,0.014494085033944656,-0.13974610135969145,0.25572845744538153,0.011786804911261807,0.20415042298380712,0.05466269495845512
0.04503938949643732,-0.09375264428924818,0.13446070141211477,-0.06312654252410527,0.03393199425280676,-0.02586023043107971,-0.19473118762210623,-0.16632391287718107,-0.007315660576448681,0.017629068102595843,0.011122836662009139
-0.016234357606116714,-0.13283849805147072,-0.061201903148116944,-0.052502815381504836,0.04326190208560698,0.03500630311526791,-0.18007586936211936,-0.1784508799661357,-0.006127481493050946,-0.0943068603365076,0.04331304831889302
-0.022439931664964906,-0.09747126409098929,-0.1423239434289802,-0.05785633565228796,0.042454372049210154,-0.009376936883714722,-0.16848455621358693,-0.2030971956785986,-0.008350296436435568,0.022782607387986552,0.04686373669744852
-0.03110370230384691,-0.08992609598467097,-0.1503524412020195,-0.05168183122849608,0.04344474862809757,0.022519384554844254,-0.16941026811138238,-0.17777101713185464,-0.006944226595651022,-0.09034868570553534,0.051596643935839646
-0.06637717017957466,-0.08763186849455842,0.10431985198961259,-0.06334014094039254,0.03372945539978998,-0.038585129636946554,-0.19539137616916952,-0.1637872995167433,-0.006890083903909703,0.015019679628740758,0.026808893865267282
-0.05259396706131687,-0.06265016664164866,-0.0492246557596144,-0.05127250821801476,0.05111045682907486,0.027875564600347867,-0.17804430817276637,-0.17221863666937343,-0.005086891931590063,-0.08904344445927134,0.05131965965975697
-0.040913749188535936,-0.06847415543876843,-0.14560420491054935,-0.0573433068754542,0.04962808813422203,-0.014251817619122224,-0.1655658484582263,-0.19835856475958896,-0.007385569791815271,0.023343999589531147,0.045426429327907594
-0.05396461202329633,-0.06517343398739978,-0.15614944694593216,-0.05168632308740184,0.054021635428252154,0.0239017129076222,-0.16127436096631775,-0.16975743845727123,-0.006621750322440704,-0.09152083985399179,0.04750346238023726
-0.0994548044161555,0.005418134961870532,0.1997510685179099,-0.05865227480025341,0.04541388456705261,-0.01536566317211056,-0.23115234081182853,-0.18317382779671246,0.0021117831974070233,0.015609263329190479,-0.009245411882542085
-0.05114909025577652,0.016352004324392013,-0.15893500864965165,-0.04841874551156834,0.06824539190739753,0.04106974976869085,-0.20449590977073784,-0.1771844218202331,0.002836544096688514,-0.0854750925175145,-0.017971314979017675
-0.061633620742526644,0.035522858147662185,-0.04378563579056803,-0.06025261303941263,0.06858277689210061,0.05079390176861761,-0.2107749395619388,-0.19837077460465247,0.00366268132032393,-0.04984646565617859,-0.019702623127641813
-0.05004429398098448,0.018447046341193724,-0.1566728212013881,-0.04841874551156834,0.07019728109933812,0.04302472564318107,-0.20449590977073784,-0.1771844218202331,0.003387943397013732,-0.06261696400879109,-0.017971314979017675
-0.0692955695445525,0.017017774161369566,0.20144767372289205,-0.05865227480025341,0.05380478184253102,-0.014086873553313818,-0.2370931135151441,-0.175644030777288,0.0026777994036933823,0.015609263329190479,-0.009245411882542085
-0.05114909025577652,0.016352004324392013,-0.15893500864965165,-0.04841874551156834,0.06824539190739753,0.04106974976869085,-0.20449590977073784,-0.1771844218202331,0.002836544096688514,-0.0854750925175145,-0.017971314979017675
