Method,Direction,SoilTextureUSDA,SoilTypeWRB,LanduseClass,TillageClass,CropClass,SamplingTimeClass,ContainsCereals,ContainsFallow,ContainsGrassHerbs,ContainsLegume,ContainsMaize,ContainsTreesFruits,ContainsVegetables,Latitude,Longitude,AnnualPrecipitation,PrecipitationofWettestMonth,PrecipitationofDriestMonth,PrecipitationSeasonality,PrecipitationofWettestQuarter,PrecipitationofDriestQuarter,PrecipitationofWarmestQuarter,PrecipitationofColdestQuarter,MeanDiurnalRange,AverageAridityIndex,AverageAnnualEvapoTranspiration,AnnualMeanTemperature,MeanTemperatureofWarmestQuarter,MeanTemperatureofColdestQuarter,Isothermality,TemperatureSeasonality,MaxTemperatureofWarmestMonth,MinTemperatureofColdestMonth,TemperatureAnnualRange,MeanTemperatureofWettestQuarter,MeanTemperatureofDriestQuarter,Season_sin,Season_cos,UpperD_m,Diameter,ClayContent,SiltContent,SandContent,BulkDensity,SoilOrganicCarbon,NbOfCropRotation,ExID,weight,log_K6
Steady-state piecewise,Wet to dry,sandy loam,Fluvisols,arable,reduced tillage,maize,no impact,no,no,no,no,yes,no,no,39.0,-8.5,692.0,109.0,5.0,61.84100341796875,305.0,32.0,39.0,289.0,10.00833320617676,0.0458,1508.0,16.46249961853027,22.26666641235352,11.05000019073486,43.70451354980469,455.1429748535156,29.39999961853027,6.5,22.89999961853027,11.85000038146973,21.98333358764648,0.8660254037844387,-0.4999999999999998,0.005,20.0,0.164,0.279,0.557,,0.073256,1,12,2.846049894151541,0.905039063377527
Steady-state piecewise,Wet to dry,sandy loam,Fluvisols,arable,reduced tillage,maize,no impact,no,no,no,no,yes,no,no,39.0,-8.5,692.0,109.0,5.0,61.84100341796875,305.0,32.0,39.0,289.0,10.00833320617676,0.0458,1508.0,16.46249961853027,22.26666641235352,11.05000019073486,43.70451354980469,455.1429748535156,29.39999961853027,6.5,22.89999961853027,11.85000038146973,21.98333358764648,0.8660254037844387,-0.4999999999999998,0.005,20.0,0.164,0.279,0.557,,0.073256,1,13,2.846049894151541,0.8235974574173898
Steady-state piecewise,Wet to dry,sandy loam,Fluvisols,arable,reduced tillage,maize,no impact,no,no,no,no,yes,no,no,39.0,-8.5,692.0,109.0,5.0,61.84100341796875,305.0,32.0,39.0,289.0,10.00833320617676,0.0458,1508.0,16.46249961853027,22.26666641235352,11.05000019073486,43.70451354980469,455.1429748535156,29.39999961853027,6.5,22.89999961853027,11.85000038146973,21.98333358764648,0.8660254037844387,-0.4999999999999998,0.005,20.0,0.164,0.279,0.557,,0.073256,1,14,2.846049894151541,1.054631437003057
Steady-state  multi-disc,,clay loam,Regosols,woodland/plantation,no tillage,fruits/trees,,no,no,no,no,no,yes,no,38.0,-1.0,303.0,46.0,5.0,42.45603561401367,108.0,31.0,41.0,73.0,11.35833358764648,0.0177,1704.0,17.8791675567627,25.45000076293945,11.14999961853027,41.60561370849609,586.4432983398438,32.40000152587891,5.099999904632568,27.30000114440918,19.0,25.26666641235352,,,0.0,4.0,0.2721,0.4292,0.2985,1.42,0.0062209,0,69,2.82842712474619,1.132375614030342
Steady-state  multi-disc,,clay loam,Regosols,woodland/plantation,reduced tillage,fruits/trees,,no,no,no,no,no,yes,no,38.0,-1.0,303.0,46.0,5.0,42.45603561401367,108.0,31.0,41.0,73.0,11.35833358764648,0.0177,1704.0,17.8791675567627,25.45000076293945,11.14999961853027,41.60561370849609,586.4432983398438,32.40000152587891,5.099999904632568,27.30000114440918,19.0,25.26666641235352,,,0.0,4.0,0.2721,0.4292,0.2985,1.36,0.0062209,0,70,2.82842712474619,1.34355707546597
Steady-state piecewise,Dry to wet,silt loam,Luvisols,arable,conventional tillage,,no impact,no,no,no,no,no,no,no,48.3,1.8,621.0,63.0,41.0,11.74535179138184,169.0,140.0,147.0,155.0,8.716666221618652,0.0648,957.0,10.57499980926514,17.68333435058594,3.866666555404663,35.87105560302734,567.3442993164062,25.0,0.699999988079071,24.29999923706055,15.76666641235352,6.666666507720947,-2.449293598294706e-16,1.0,0.12,8.0,0.181,0.783,0.036,,0.010291,1,72,0.8320502943378437,-0.04146717304939068
Steady-state piecewise,Dry to wet,silt loam,Luvisols,arable,conventional tillage,,no impact,no,no,no,no,no,no,no,48.3,1.8,621.0,63.0,41.0,11.74535179138184,169.0,140.0,147.0,155.0,8.716666221618652,0.0648,957.0,10.57499980926514,17.68333435058594,3.866666555404663,35.87105560302734,567.3442993164062,25.0,0.699999988079071,24.29999923706055,15.76666641235352,6.666666507720947,-2.449293598294706e-16,1.0,0.12,8.0,0.21,0.746,0.044,,0.010872,1,73,0.8320502943378437,0.1111623320156861
Steady-state piecewise,Dry to wet,silty clay loam,Luvisols,arable,reduced tillage,,no impact,no,no,no,no,no,no,no,48.3,1.8,621.0,63.0,41.0,11.74535179138184,169.0,140.0,147.0,155.0,8.716666221618652,0.0648,957.0,10.57499980926514,17.68333435058594,3.866666555404663,35.87105560302734,567.3442993164062,25.0,0.699999988079071,24.29999923706055,15.76666641235352,6.666666507720947,-2.449293598294706e-16,1.0,0.1,8.0,0.279,0.663,0.058,,0.010814,1,74,0.8320502943378437,-0.2633477775588945
Steady-state piecewise,Dry to wet,silt loam,Luvisols,arable,conventional tillage,,no impact,no,no,no,no,no,no,no,48.3,1.8,621.0,63.0,41.0,11.74535179138184,169.0,140.0,147.0,155.0,8.716666221618652,0.0648,957.0,10.57499980926514,17.68333435058594,3.866666555404663,35.87105560302734,567.3442993164062,25.0,0.699999988079071,24.29999923706055,15.76666641235352,6.666666507720947,0.0,1.0,0.12,8.0,0.181,0.783,0.036,,0.010291,1,75,0.8320502943378437,0.04807300168584396
Steady-state piecewise,Dry to wet,silt loam,Luvisols,arable,conventional tillage,,no impact,no,no,no,no,no,no,no,48.3,1.8,621.0,63.0,41.0,11.74535179138184,169.0,140.0,147.0,155.0,8.716666221618652,0.0648,957.0,10.57499980926514,17.68333435058594,3.866666555404663,35.87105560302734,567.3442993164062,25.0,0.699999988079071,24.29999923706055,15.76666641235352,6.666666507720947,-0.8660254037844385,-0.5000000000000004,0.12,8.0,0.181,0.783,0.036,,0.010291,1,76,0.8320502943378437,-0.07542869739425345
Steady-state piecewise,Dry to wet,clay loam,Luvisols,arable,reduced tillage,,no impact,no,no,no,no,no,no,no,48.3,1.8,621.0,63.0,41.0,11.74535179138184,169.0,140.0,147.0,155.0,8.716666221618652,0.0648,957.0,10.57499980926514,17.68333435058594,3.866666555404663,35.87105560302734,567.3442993164062,25.0,0.699999988079071,24.29999923706055,15.76666641235352,6.666666507720947,0.0,1.0,0.3,8.0,0.313,0.468,0.219,,0.0057,1,83,0.8320502943378437,0.4420176346281892
Steady-state piecewise,Dry to wet,clay loam,Luvisols,arable,reduced tillage,,no impact,no,no,no,no,no,no,no,48.3,1.8,621.0,63.0,41.0,11.74535179138184,169.0,140.0,147.0,155.0,8.716666221618652,0.0648,957.0,10.57499980926514,17.68333435058594,3.866666555404663,35.87105560302734,567.3442993164062,25.0,0.699999988079071,24.29999923706055,15.76666641235352,6.666666507720947,-0.8660254037844385,-0.5000000000000004,0.3,8.0,0.313,0.468,0.219,,0.0057,1,84,0.8320502943378437,0.3670036828241869
Other,Dry to wet,silty clay loam,Kastanozems,arable,reduced tillage,,after tillage,yes,no,no,no,no,no,no,35.0,-102.0,470.0,86.0,10.0,66.20069122314453,222.0,36.0,222.0,36.0,16.29999923706055,0.0216,2170.0,13.72500038146973,24.39999961853027,3.116666555404663,41.58163452148438,861.7305908203125,33.29999923706055,-5.900000095367432,39.20000076293945,24.39999961853027,3.116666555404663,0.8660254037844387,-0.4999999999999998,0.0,20.0,,,,1.18,0.01,2,85,2.0,1.433435866660322
Other,Dry to wet,silty clay loam,Kastanozems,arable,no tillage,,,no,no,no,no,no,no,no,35.0,-102.0,470.0,86.0,10.0,66.20069122314453,222.0,36.0,222.0,36.0,16.29999923706055,0.0216,2170.0,13.72500038146973,24.39999961853027,3.116666555404663,41.58163452148438,861.7305908203125,33.29999923706055,-5.900000095367432,39.20000076293945,24.39999961853027,3.116666555404663,0.8660254037844387,-0.4999999999999998,0.0,20.0,,,,1.25,0.013,1,86,2.0,1.156486758661021
Other,Dry to wet,silty clay loam,Kastanozems,grassland,no tillage,,,no,no,no,no,no,no,no,35.0,-102.0,470.0,86.0,10.0,66.20069122314453,222.0,36.0,222.0,36.0,16.29999923706055,0.0216,2170.0,13.72500038146973,24.39999961853027,3.116666555404663,41.58163452148438,861.7305908203125,33.29999923706055,-5.900000095367432,39.20000076293945,24.39999961853027,3.116666555404663,0.8660254037844387,-0.4999999999999998,0.0,20.0,,,,1.17,0.0225,0,87,2.0,0.8943193863539798
Other,Dry to wet,silty clay loam,Kastanozems,arable,reduced tillage,,after tillage,yes,no,no,no,no,no,no,35.0,-102.0,470.0,86.0,10.0,66.20069122314453,222.0,36.0,222.0,36.0,16.29999923706055,0.0216,2170.0,13.72500038146973,24.39999961853027,3.116666555404663,41.58163452148438,861.7305908203125,33.29999923706055,-5.900000095367432,39.20000076293945,24.39999961853027,3.116666555404663,0.8660254037844387,-0.4999999999999998,0.0,20.0,,,,1.18,0.01,2,88,2.0,1.09822549443344
Other,Dry to wet,silty clay loam,Kastanozems,arable,no tillage,,,no,no,no,no,no,no,no,35.0,-102.0,470.0,86.0,10.0,66.20069122314453,222.0,36.0,222.0,36.0,16.29999923706055,0.0216,2170.0,13.72500038146973,24.39999961853027,3.116666555404663,41.58163452148438,861.7305908203125,33.29999923706055,-5.900000095367432,39.20000076293945,24.39999961853027,3.116666555404663,0.8660254037844387,-0.4999999999999998,0.0,20.0,,,,1.25,0.013,1,89,2.0,0.8171617575299585
Other,Dry to wet,silty clay loam,Kastanozems,grassland,no tillage,,,no,no,no,no,no,no,no,35.0,-102.0,470.0,86.0,10.0,66.20069122314453,222.0,36.0,222.0,36.0,16.29999923706055,0.0216,2170.0,13.72500038146973,24.39999961853027,3.116666555404663,41.58163452148438,861.7305908203125,33.29999923706055,-5.900000095367432,39.20000076293945,24.39999961853027,3.116666555404663,0.8660254037844387,-0.4999999999999998,0.0,20.0,,,,1.17,0.0225,0,90,2.0,0.830472670267047
Other,Dry to wet,silty clay loam,Kastanozems,arable,reduced tillage,,after tillage,yes,no,no,no,no,no,no,35.0,-102.0,470.0,86.0,10.0,66.20069122314453,222.0,36.0,222.0,36.0,16.29999923706055,0.0216,2170.0,13.72500038146973,24.39999961853027,3.116666555404663,41.58163452148438,861.7305908203125,33.29999923706055,-5.900000095367432,39.20000076293945,24.39999961853027,3.116666555404663,0.8660254037844387,-0.4999999999999998,0.0,20.0,,,,1.18,0.01,2,91,2.0,1.44270187662079
Other,Dry to wet,silty clay loam,Kastanozems,arable,no tillage,,,no,no,no,no,no,no,no,35.0,-102.0,470.0,86.0,10.0,66.20069122314453,222.0,36.0,222.0,36.0,16.29999923706055,0.0216,2170.0,13.72500038146973,24.39999961853027,3.116666555404663,41.58163452148438,861.7305908203125,33.29999923706055,-5.900000095367432,39.20000076293945,24.39999961853027,3.116666555404663,0.8660254037844387,-0.4999999999999998,0.0,20.0,,,,1.25,0.013,1,92,2.0,0.8025546077846162
Other,Dry to wet,silty clay loam,Kastanozems,grassland,no tillage,,,no,no,no,no,no,no,no,35.0,-102.0,470.0,86.0,10.0,66.20069122314453,222.0,36.0,222.0,36.0,16.29999923706055,0.0216,2170.0,13.72500038146973,24.39999961853027,3.116666555404663,41.58163452148438,861.7305908203125,33.29999923706055,-5.900000095367432,39.20000076293945,24.39999961853027,3.116666555404663,0.8660254037844387,-0.4999999999999998,0.0,20.0,,,,1.17,0.0225,0,93,2.0,0.8570945343839577
Steady-state piecewise,Dry to wet,clay loam,Cambisols,arable,conventional tillage,maize,no impact,no,no,no,no,yes,no,no,45.0,-75.0,990.0,96.0,62.0,13.87737846374512,284.0,197.0,278.0,213.0,10.32499980926514,0.104,951.0,6.3125,19.29999923706055,-7.816666603088379,25.12165451049805,1099.504272460938,26.5,-14.60000038146973,41.09999847412109,18.38333320617676,-6.849999904632568,0.8660254037844387,-0.4999999999999998,0.05,21.5,0.278,0.52,0.201,,0.0216,1,95,10.0,0.09164234101647677
Steady-state piecewise,Dry to wet,clay loam,Cambisols,arable,no tillage,maize,no impact,no,no,no,no,yes,no,no,45.0,-75.0,990.0,96.0,62.0,13.87737846374512,284.0,197.0,278.0,213.0,10.32499980926514,0.104,951.0,6.3125,19.29999923706055,-7.816666603088379,25.12165451049805,1099.504272460938,26.5,-14.60000038146973,41.09999847412109,18.38333320617676,-6.849999904632568,0.8660254037844387,-0.4999999999999998,0.05,21.5,0.278,0.52,0.201,,0.0216,1,96,10.0,-0.3684152096491364
Steady-state piecewise,Dry to wet,loamy sand,Luvisols,arable,conventional tillage,maize,no impact,no,no,no,no,yes,no,no,44.0,-89.5,811.0,103.0,24.0,43.98236846923828,302.0,81.0,298.0,81.0,11.94166660308838,0.07880000000000001,1028.0,6.945833206176758,20.16666603088379,-7.583333492279053,27.77131843566895,1119.838623046875,27.89999961853027,-15.10000038146973,43.0,18.89999961853027,-7.583333492279053,0.0,1.0,0.0,20.0,,,,1.37,0.0052326,1,97,1.5,1.215585487267965
Steady-state piecewise,Dry to wet,loamy sand,Luvisols,arable,no tillage,maize,no impact,no,no,no,no,yes,no,no,44.0,-89.5,811.0,103.0,24.0,43.98236846923828,302.0,81.0,298.0,81.0,11.94166660308838,0.07880000000000001,1028.0,6.945833206176758,20.16666603088379,-7.583333492279053,27.77131843566895,1119.838623046875,27.89999961853027,-15.10000038146973,43.0,18.89999961853027,-7.583333492279053,0.0,1.0,0.0,20.0,,,,1.57,0.0046512,1,98,1.5,0.9416876488848521
Steady-state piecewise,Dry to wet,silt loam,Nitisols,woodland/plantation,no tillage,,no impact,no,no,no,no,no,no,no,40.0,-76.0,1146.0,114.0,71.0,12.61837196350098,332.0,247.0,321.0,249.0,10.58333301544189,0.0922,1242.0,11.02499961853027,22.04999923706055,-0.4000000059604645,30.32473754882812,910.9971923828125,28.79999923706055,-6.099999904632568,34.89999771118164,19.8166675567627,0.5499999523162842,0.0,1.0,0.0,23.2,0.221,0.534,0.245,1.13,0.11,0,101,1.0206207261596576,0.06655475503358163
Steady-state piecewise,Dry to wet,silt loam,Nitisols,arable,conventional tillage,,no impact,no,no,no,yes,yes,no,no,40.0,-76.0,1146.0,114.0,71.0,12.61837196350098,332.0,247.0,321.0,249.0,10.58333301544189,0.0922,1242.0,11.02499961853027,22.04999923706055,-0.4000000059604645,30.32473754882812,910.9971923828125,28.79999923706055,-6.099999904632568,34.89999771118164,19.8166675567627,0.5499999523162842,0.0,1.0,0.0,23.2,0.197,0.535,0.268,1.5,0.015,3,102,1.0206207261596576,0.2493013524881665
Steady-state piecewise,Dry to wet,loam,Nitisols,grassland,no tillage,,no impact,no,no,no,no,no,no,no,40.0,-76.0,1146.0,114.0,71.0,12.61837196350098,332.0,247.0,321.0,249.0,10.58333301544189,0.0922,1242.0,11.02499961853027,22.04999923706055,-0.4000000059604645,30.32473754882812,910.9971923828125,28.79999923706055,-6.099999904632568,34.89999771118164,19.8166675567627,0.5499999523162842,0.0,1.0,0.0,23.2,0.176,0.359,0.466,1.58,0.03,0,103,1.0206207261596576,0.3712879106548003
Steady-state piecewise,Dry to wet,silt loam,Nitisols,grassland,no tillage,,no impact,no,no,no,no,no,no,no,40.0,-76.0,1146.0,114.0,71.0,12.61837196350098,332.0,247.0,321.0,249.0,10.58333301544189,0.0922,1242.0,11.02499961853027,22.04999923706055,-0.4000000059604645,30.32473754882812,910.9971923828125,28.79999923706055,-6.099999904632568,34.89999771118164,19.8166675567627,0.5499999523162842,0.0,1.0,0.0,23.2,0.188,0.584,0.228,1.69,0.014,0,104,1.0206207261596576,0.1583434912960209
Steady-state piecewise,Dry to wet,silt loam,Nitisols,woodland/plantation,no tillage,,no impact,no,no,no,no,no,no,no,40.0,-76.0,1146.0,114.0,71.0,12.61837196350098,332.0,247.0,321.0,249.0,10.58333301544189,0.0922,1242.0,11.02499961853027,22.04999923706055,-0.4000000059604645,30.32473754882812,910.9971923828125,28.79999923706055,-6.099999904632568,34.89999771118164,19.8166675567627,0.5499999523162842,-0.8660254037844385,-0.5000000000000004,0.0,23.2,0.221,0.534,0.245,1.13,0.11,0,105,1.0206207261596576,0.1490308775926787
Steady-state piecewise,Dry to wet,silt loam,Nitisols,arable,conventional tillage,,no impact,no,no,no,yes,yes,no,no,40.0,-76.0,1146.0,114.0,71.0,12.61837196350098,332.0,247.0,321.0,249.0,10.58333301544189,0.0922,1242.0,11.02499961853027,22.04999923706055,-0.4000000059604645,30.32473754882812,910.9971923828125,28.79999923706055,-6.099999904632568,34.89999771118164,19.8166675567627,0.5499999523162842,-0.8660254037844385,-0.5000000000000004,0.0,23.2,0.197,0.535,0.268,1.5,0.015,3,106,1.0206207261596576,0.3801920599483883
Steady-state piecewise,Dry to wet,loam,Nitisols,grassland,no tillage,,no impact,no,no,no,no,no,no,no,40.0,-76.0,1146.0,114.0,71.0,12.61837196350098,332.0,247.0,321.0,249.0,10.58333301544189,0.0922,1242.0,11.02499961853027,22.04999923706055,-0.4000000059604645,30.32473754882812,910.9971923828125,28.79999923706055,-6.099999904632568,34.89999771118164,19.8166675567627,0.5499999523162842,-0.8660254037844385,-0.5000000000000004,0.0,23.2,0.176,0.359,0.466,1.58,0.03,0,107,1.0206207261596576,0.09095814540573563
Steady-state piecewise,Dry to wet,silt loam,Nitisols,grassland,no tillage,,no impact,no,no,no,no,no,no,no,40.0,-76.0,1146.0,114.0,71.0,12.61837196350098,332.0,247.0,321.0,249.0,10.58333301544189,0.0922,1242.0,11.02499961853027,22.04999923706055,-0.4000000059604645,30.32473754882812,910.9971923828125,28.79999923706055,-6.099999904632568,34.89999771118164,19.8166675567627,0.5499999523162842,-0.8660254037844385,-0.5000000000000004,0.0,23.2,0.188,0.584,0.228,1.69,0.014,0,108,1.0206207261596576,-0.3506670888011122
Steady-state piecewise,Dry to wet,silt loam,Nitisols,woodland/plantation,no tillage,,no impact,no,no,no,no,no,no,no,41.0,-78.0,1038.0,115.0,65.0,16.72920799255371,316.0,208.0,308.0,208.0,11.19999980926514,0.09860000000000001,1051.0,8.408333778381348,19.26666641235352,-3.150000095367432,31.63841819763184,909.4400024414062,26.5,-8.899999618530273,35.40000152587891,17.25,-3.150000095367432,0.0,1.0,0.0,23.2,0.194,0.635,0.171,0.88,0.071,0,109,1.0206207261596576,0.3172436662926172
Steady-state piecewise,Dry to wet,silt loam,Nitisols,arable,conventional tillage,,no impact,no,no,no,yes,yes,no,no,41.0,-78.0,1038.0,115.0,65.0,16.72920799255371,316.0,208.0,308.0,208.0,11.19999980926514,0.09860000000000001,1051.0,8.408333778381348,19.26666641235352,-3.150000095367432,31.63841819763184,909.4400024414062,26.5,-8.899999618530273,35.40000152587891,17.25,-3.150000095367432,0.0,1.0,0.0,23.2,0.209,0.671,0.12,1.56,0.014,3,110,1.0206207261596576,0.4356542409388671
Steady-state piecewise,Dry to wet,silt loam,Nitisols,grassland,no tillage,,no impact,no,no,no,no,no,no,no,41.0,-78.0,1038.0,115.0,65.0,16.72920799255371,316.0,208.0,308.0,208.0,11.19999980926514,0.09860000000000001,1051.0,8.408333778381348,19.26666641235352,-3.150000095367432,31.63841819763184,909.4400024414062,26.5,-8.899999618530273,35.40000152587891,17.25,-3.150000095367432,0.0,1.0,0.0,23.2,0.237,0.639,0.124,1.47,0.02,0,111,1.0206207261596576,0.5592053255626277
Steady-state piecewise,Dry to wet,loam,Nitisols,grassland,no tillage,,no impact,no,no,no,no,no,no,no,41.0,-78.0,1038.0,115.0,65.0,16.72920799255371,316.0,208.0,308.0,208.0,11.19999980926514,0.09860000000000001,1051.0,8.408333778381348,19.26666641235352,-3.150000095367432,31.63841819763184,909.4400024414062,26.5,-8.899999618530273,35.40000152587891,17.25,-3.150000095367432,0.0,1.0,0.0,23.2,0.171,0.466,0.363,1.59,0.012,0,112,1.0206207261596576,0.4689013670658485
Steady-state piecewise,Dry to wet,silt loam,Nitisols,woodland/plantation,no tillage,,no impact,no,no,no,no,no,no,no,41.0,-78.0,1038.0,115.0,65.0,16.72920799255371,316.0,208.0,308.0,208.0,11.19999980926514,0.09860000000000001,1051.0,8.408333778381348,19.26666641235352,-3.150000095367432,31.63841819763184,909.4400024414062,26.5,-8.899999618530273,35.40000152587891,17.25,-3.150000095367432,-0.8660254037844385,-0.5000000000000004,0.0,23.2,0.194,0.635,0.171,0.88,0.071,0,113,1.0206207261596576,0.08208419067665335
Steady-state piecewise,Dry to wet,silt loam,Nitisols,arable,conventional tillage,,no impact,no,no,no,yes,yes,no,no,41.0,-78.0,1038.0,115.0,65.0,16.72920799255371,316.0,208.0,308.0,208.0,11.19999980926514,0.09860000000000001,1051.0,8.408333778381348,19.26666641235352,-3.150000095367432,31.63841819763184,909.4400024414062,26.5,-8.899999618530273,35.40000152587891,17.25,-3.150000095367432,-0.8660254037844385,-0.5000000000000004,0.0,23.2,0.209,0.671,0.12,1.56,0.014,3,114,1.0206207261596576,0.03105886802139039
Steady-state piecewise,Dry to wet,silt loam,Nitisols,grassland,no tillage,,no impact,no,no,no,no,no,no,no,41.0,-78.0,1038.0,115.0,65.0,16.72920799255371,316.0,208.0,308.0,208.0,11.19999980926514,0.09860000000000001,1051.0,8.408333778381348,19.26666641235352,-3.150000095367432,31.63841819763184,909.4400024414062,26.5,-8.899999618530273,35.40000152587891,17.25,-3.150000095367432,-0.8660254037844385,-0.5000000000000004,0.0,23.2,0.237,0.639,0.124,1.47,0.02,0,115,1.0206207261596576,-0.111755338707435
