BulkDensity,SoilTextureUSDA,SiltContent,MeanTemperatureofWarmestQuarter,SoilTypeWRB,AnnualMeanTemperature,Isothermality,PrecipitationofDriestQuarter,Longitude
0.24038563858913786,-0.009540090218670503,0.16866379744488078,0.042080826753137755,0.09619985917928893,0.05747342229073746,-0.2040320890625246,0.06728451160877277,0.0925181700476842
0.20430133842641712,0.04203196979964922,0.1795639678900066,0.03798555913494201,-0.08585511554355742,0.0680332021042638,-0.21629600492877737,0.047235504167603574,0.08671292232320242
0.21073949206392512,0.04203196979964922,0.05583318378443355,0.03798555913494201,-0.08585511554355742,0.05692046852313715,-0.2175668028768031,0.047344737966429996,0.0853795622718225
-0.03983863337646598,-0.021647640645031503,-0.010451809367723157,0.02912838459103854,0.09607012801085858,0.013967493790640982,0.0943804689547502,0.07524026516778637,0.1027651773126933
-0.025620064228437784,0.04416183171360623,0.0063312157068234984,0.04151994593248837,-0.024672773325061674,0.018953494592145084,0.07441697242124932,0.08305991761083568,0.09911916642131503
-0.025620064228437784,0.04416183171360623,0.0063312157068234984,0.04151994593248837,-0.024672773325061674,0.018953494592145084,0.07441697242124932,0.08305991761083568,0.09911916642131503
-0.025620064228437784,0.04416183171360623,0.0063312157068234984,0.04151994593248837,-0.024672773325061674,0.018953494592145084,0.07441697242124932,0.08305991761083568,0.09911916642131503
-0.025620064228437784,0.04416183171360623,0.0063312157068234984,0.04151994593248837,-0.024672773325061674,0.018953494592145084,0.07441697242124932,0.08305991761083568,0.09911916642131503
-0.025620064228437784,0.04416183171360623,0.0063312157068234984,0.04151994593248837,-0.024672773325061674,0.018953494592145084,0.07441697242124932,0.08305991761083568,0.09911916642131503
-0.025620064228437784,0.04416183171360623,0.0063312157068234984,0.04151994593248837,-0.024672773325061674,0.018953494592145084,0.07441697242124932,0.08305991761083568,0.09911916642131503
-0.025620064228437784,0.04416183171360623,0.0063312157068234984,0.04151994593248837,-0.024672773325061674,0.018953494592145084,0.07441697242124932,0.08305991761083568,0.09911916642131503
-0.025620064228437784,0.04416183171360623,0.0063312157068234984,0.04151994593248837,-0.024672773325061674,0.018953494592145084,0.07441697242124932,0.08305991761083568,0.09911916642131503
-0.025620064228437784,0.04416183171360623,0.0063312157068234984,0.04151994593248837,-0.024672773325061674,0.018953494592145084,0.07441697242124932,0.08305991761083568,0.09911916642131503
-0.03574869848501307,0.047761127326183,0.12217912116466292,-0.04117510796710984,0.10539452783176584,-0.14130665906850512,0.0759094475475891,0.0664023028731534,0.1211673106542519
-0.0024305390165503655,0.0486427718081732,0.12736623454446144,-0.024683988606059488,-0.020433241085259395,-0.1327175765970908,0.0767710561638664,0.05121309665496647,0.11495440935032632
-0.0020552549060538446,-0.010349075110582412,-0.14352408674449835,0.05509081567538879,0.09681706053612664,0.020333858073224735,0.04853373766679629,-0.16143847498840608,0.12002573530567542
-0.01766006333068321,-0.014301252579603513,-0.1548926099499326,0.04725196382023318,-0.08235149320821211,0.0143914305202748,0.0454410606853193,-0.18534521606657656,0.10992071289738915
-0.025979045420135162,-0.012155458056935993,-0.1558876220451877,0.046666112925882866,-0.08235149320821211,0.012897153935229666,0.04448452616916231,-0.17754249362594254,0.11056473399858828
-0.019887764793783805,-0.018975205053139276,-0.13456321623651046,0.052128923497015325,0.02679363451239785,0.018523189521354563,0.04584900925820223,-0.170086742638198,0.10980499811072736
-0.12220274905110107,-0.01701218788750205,-0.14413179079337693,0.04780395076697691,0.08591190223517603,0.01992110958164178,0.04126727520729057,-0.18149542634824764,0.1064919267563869
-0.0815296290150069,0.029171464415674878,0.06844142198159439,0.041539255496951547,0.01705766088452118,0.022504635196205165,0.08138466130572174,-0.17739890090848276,0.11797299626176266
-0.07866532493121683,0.029171464415674878,0.07279192018479236,0.04161553059339358,0.07269787857870218,0.023902555256492382,0.08119705369883619,-0.16938943572640944,0.1219490990264845
0.2386541434601786,-0.020077022414743878,0.03410337424091114,-0.013340098887427012,0.09850449352863948,0.031007100435729126,0.04931940067091565,0.030105146809555543,0.10621543393423549
-0.0392933079121112,-0.018424814676957717,0.0960930159678987,0.00934669444192884,-0.08729177349330884,0.025195750364340228,0.06115497771140247,0.012441029158224974,0.07789885036827426
0.21984675176478755,0.0007635806702266235,0.04894745741413809,0.008561512511140505,-0.07879522602756218,0.025656021241968717,0.0631464649990826,0.021595908074148625,0.09826753722700941
0.21892117855454302,-0.015311681361237013,0.04867758623344079,0.008561512511140505,-0.0776254865523598,0.025656021241968717,0.05976288073320808,0.021595908074148625,0.09826753722700941
-0.04502993990667759,-0.014613924968148093,0.05086681324427469,0.010479820196634432,-0.08919863390718809,0.025195750364340228,0.05941023025446654,0.011987415487380353,0.07725482926707514
