Method,Direction,SoilTextureUSDA,SoilTypeWRB,LanduseClass,TillageClass,CropClass,SamplingTimeClass,ContainsCereals,ContainsFallow,ContainsGrassHerbs,ContainsLegume,ContainsMaize,ContainsTreesFruits,ContainsVegetables,Latitude,Longitude,AnnualPrecipitation,PrecipitationofWettestMonth,PrecipitationofDriestMonth,PrecipitationSeasonality,PrecipitationofWettestQuarter,PrecipitationofDriestQuarter,PrecipitationofWarmestQuarter,PrecipitationofColdestQuarter,MeanDiurnalRange,AverageAridityIndex,AverageAnnualEvapoTranspiration,AnnualMeanTemperature,MeanTemperatureofWarmestQuarter,MeanTemperatureofColdestQuarter,Isothermality,TemperatureSeasonality,MaxTemperatureofWarmestMonth,MinTemperatureofColdestMonth,TemperatureAnnualRange,MeanTemperatureofWettestQuarter,MeanTemperatureofDriestQuarter,Season_sin,Season_cos,UpperD_m,Diameter,ClayContent,SiltContent,SandContent,BulkDensity,SoilOrganicCarbon,NbOfCropRotation,ExID,weight,log_K1
1.4735732651134856,1.4735732651134856,1.4735732651134856,1.4735732651134856,1.48991178056156,1.44722937205526,1.3943860153996241,1.4163102681718323,1.4735732651134856,1.4735732651134856,1.4735732651134856,1.4735732651134856,1.4735732651134856,1.4735732651134856,1.4735732651134856,52.0,-106.0,397.0,66.0,11.0,58.5389518737793,182.0,45.0,179.0,45.0,11.90833377838135,0.0413,960.0,2.020833253860474,17.08333396911621,-15.10000038146973,25.33687973022461,1312.740844726562,24.60000038146973,-22.39999961853027,47.0,15.13333320617676,-12.43333339691162,0.8660254037844387,-0.4999999999999998,0.0,20.0,0.34,0.38,0.28,0.82,0.059,1.0,1.0,10.392304845413264,2.015132907260106
1.7443530861867957,1.7443530861867957,1.7443530861867957,1.7443530861867957,1.4735732651134856,1.4735732651134856,1.570287215183404,1.6033804410696948,1.7443530861867957,1.7443530861867957,1.7443530861867957,1.7443530861867957,1.7443530861867957,1.7443530861867957,1.7443530861867957,52.0,-106.0,397.0,66.0,11.0,58.5389518737793,182.0,45.0,179.0,45.0,11.90833377838135,0.0413,960.0,2.020833253860474,17.08333396911621,-15.10000038146973,25.33687973022461,1312.740844726562,24.60000038146973,-22.39999961853027,47.0,15.13333320617676,-12.43333339691162,0.8660254037844387,-0.4999999999999998,0.0,20.0,0.34,0.39,0.27,0.81,0.052,0.0,2.0,10.392304845413264,2.051574258827018
1.8467601437335366,1.8467601437335366,1.8467601437335366,1.8467601437335366,1.4735732651134856,1.4735732651134856,1.4735732651134856,1.4735732651134856,1.4735732651134856,1.4735732651134856,1.8467601437335366,1.8467601437335366,1.8467601437335366,1.8467601437335366,1.8467601437335366,52.0,-106.0,397.0,66.0,11.0,58.5389518737793,182.0,45.0,179.0,45.0,11.90833377838135,0.0413,960.0,2.020833253860474,17.08333396911621,-15.10000038146973,25.33687973022461,1312.740844726562,24.60000038146973,-22.39999961853027,47.0,15.13333320617676,-12.43333339691162,0.8660254037844387,-0.4999999999999998,0.0,20.0,0.37,0.34,0.29,1.11,0.036,3.0,3.0,10.392304845413264,1.436302616843199
1.4735732651134856,1.4735732651134856,1.4735732651134856,1.4735732651134856,1.454937940978342,1.454937940978342,1.4735732651134856,1.4735732651134856,1.8467601437335366,1.8467601437335366,1.7441457620109524,1.7441457620109524,1.4735732651134856,1.7441457620109524,1.7441457620109524,39.0,-8.5,692.0,109.0,5.0,61.84100341796875,305.0,32.0,39.0,289.0,10.00833320617676,0.0458,1508.0,16.46249961853027,22.26666641235352,11.05000019073486,43.70451354980469,455.1429748535156,29.39999961853027,6.5,22.89999961853027,11.85000038146973,21.98333358764648,0.0,1.0,0.005,20.0,0.164,0.279,0.557,1.48817,0.073256,1.0,5.0,2.846049894151541,2.209519303849666
1.8415462844815762,1.8415462844815762,1.8415462844815762,1.8415462844815762,1.7064650619354504,1.7064650619354504,1.8415462844815762,1.4549379409783423,1.937449933762569,1.937449933762569,1.8372204703786952,1.8372204703786952,1.8415462844815762,1.8372204703786952,1.8372204703786952,39.0,-8.5,692.0,109.0,5.0,61.84100341796875,305.0,32.0,39.0,289.0,10.00833320617676,0.0458,1508.0,16.46249961853027,22.26666641235352,11.05000019073486,43.70451354980469,455.1429748535156,29.39999961853027,6.5,22.89999961853027,11.85000038146973,21.98333358764648,0.0,1.0,0.005,20.0,0.164,0.279,0.557,1.4626379706599995,0.073256,1.0,6.0,2.846049894151541,1.873128120782636
1.852073563248596,1.852073563248596,1.852073563248596,1.852073563248596,1.7481308266472466,1.7481308266472466,1.852073563248596,1.5943346675797734,1.9245855711665822,1.9245855711665822,1.843205078779352,1.843205078779352,1.852073563248596,1.843205078779352,1.843205078779352,39.0,-8.5,692.0,109.0,5.0,61.84100341796875,305.0,32.0,39.0,289.0,10.00833320617676,0.0458,1508.0,16.46249961853027,22.26666641235352,11.05000019073486,43.70451354980469,455.1429748535156,29.39999961853027,6.5,22.89999961853027,11.85000038146973,21.98333358764648,0.8660254037844387,-0.4999999999999998,0.005,20.0,0.164,0.279,0.557,1.4552926894799996,0.073256,1.0,7.0,2.846049894151541,1.783813853907811
1.8350086359133997,1.8350086359133997,1.8350086359133997,1.8350086359133997,1.7552674320993595,1.7552674320993595,1.8350086359133997,1.6417044641617828,1.9011236182901206,1.9011236182901206,1.8347206180834175,1.8347206180834175,1.8350086359133997,1.8347206180834175,1.8347206180834175,39.0,-8.5,692.0,109.0,5.0,61.84100341796875,305.0,32.0,39.0,289.0,10.00833320617676,0.0458,1508.0,16.46249961853027,22.26666641235352,11.05000019073486,43.70451354980469,455.1429748535156,29.39999961853027,6.5,22.89999961853027,11.85000038146973,21.98333358764648,0.8660254037844387,-0.4999999999999998,0.005,20.0,0.164,0.279,0.557,1.43809268948,0.073256,1.0,8.0,2.846049894151541,1.944068068541674
1.8568205224390546,1.8568205224390546,1.8568205224390546,1.8568205224390546,1.7867342048397452,1.7867342048397452,1.8568205224390546,1.7021771850377612,1.9072585397546278,1.9072585397546278,1.8483890493906994,1.8483890493906994,1.8568205224390546,1.8483890493906994,1.8483890493906994,39.0,-8.5,692.0,109.0,5.0,61.84100341796875,305.0,32.0,39.0,289.0,10.00833320617676,0.0458,1508.0,16.46249961853027,22.26666641235352,11.05000019073486,43.70451354980469,455.1429748535156,29.39999961853027,6.5,22.89999961853027,11.85000038146973,21.98333358764648,0.8660254037844387,-0.4999999999999998,0.005,20.0,0.164,0.279,0.557,1.4355926894799997,0.073256,1.0,9.0,2.846049894151541,2.017030833746465
1.8835222409902894,1.8835222409902894,1.8835222409902894,1.8835222409902894,1.819633723254991,1.4735732651134856,1.8835222409902894,1.8415462844815758,1.9209800765036078,1.9209800765036078,1.867127025430229,1.867127025430229,1.8835222409902894,1.867127025430229,1.867127025430229,39.0,-8.5,692.0,109.0,5.0,61.84100341796875,305.0,32.0,39.0,289.0,10.00833320617676,0.0458,1508.0,16.46249961853027,22.26666641235352,11.05000019073486,43.70451354980469,455.1429748535156,29.39999961853027,6.5,22.89999961853027,11.85000038146973,21.98333358764648,0.0,1.0,0.005,20.0,0.164,0.279,0.557,1.4344299999999996,0.073256,1.0,10.0,2.846049894151541,1.629783583747145
1.847273861384126,1.847273861384126,1.847273861384126,1.847273861384126,1.7959024558165102,1.5516784244303152,1.847273861384126,1.7546527931558782,1.8886249106417783,1.8886249106417783,1.8433926812619206,1.8433926812619206,1.847273861384126,1.8433926812619206,1.8433926812619206,39.0,-8.5,692.0,109.0,5.0,61.84100341796875,305.0,32.0,39.0,289.0,10.00833320617676,0.0458,1508.0,16.46249961853027,22.26666641235352,11.05000019073486,43.70451354980469,455.1429748535156,29.39999961853027,6.5,22.89999961853027,11.85000038146973,21.98333358764648,0.0,1.0,0.005,20.0,0.164,0.279,0.557,1.4331099999999994,0.073256,1.0,11.0,2.846049894151541,1.601361736219074
