UpperD_m,SiltContent,SoilOrganicCarbon,BulkDensity,Isothermality,Longitude,ClayContent,AnnualMeanTemperature,SoilTypeWRB
0.10239487475453583,0.13285903101023053,-0.01996593036761443,0.25407361536655254,-0.12264604927923395,0.04593146594685715,0.0368679937266025,0.055642915520670036,0.07751125183882365
0.10196519523082415,0.13661400748102365,-0.02663095823988926,0.25820362562176014,-0.11092173823028584,0.03791442884155284,0.041822900644830054,0.07187212158228672,0.000868371509564026
0.09984801224477392,0.03743457874107087,-0.03169967533550914,-0.003598492128670949,-0.13489207010335785,-0.01790159731669528,0.025964953712502403,0.051953899756306966,-0.010046752118556063
0.07267594296665499,0.0965148519257024,0.026670995984021534,-0.05570066130977475,0.06421556871347203,0.07924468314905671,-0.0050450118351503025,0.041028491243032074,0.12643076717725354
0.07807448408186654,0.09480172796666785,0.020776019670979484,-0.030968080931904094,0.06751918453521435,0.06341415359535338,-0.021804210060689118,0.04647186622449889,0.05833399632060493
0.07887879448685922,0.09495760783426842,0.020776019670979484,-0.020359964357560188,0.06808286577374736,0.06341415359535338,-0.020733677443694837,0.04647186622449889,0.045131475618140446
0.07882389192485446,0.09495760783426842,0.020776019670979484,-0.02182194115151565,0.06808286577374736,0.06341415359535338,-0.020733677443694837,0.04647186622449889,0.04664835497410068
0.07882389192485446,0.09495760783426842,0.020776019670979484,-0.02385996273362779,0.06808286577374736,0.06341415359535338,-0.020733677443694837,0.045942945056331994,0.04835351227496524
0.07882389192485446,0.09495760783426842,0.020776019670979484,-0.02385996273362779,0.06808286577374736,0.06341415359535338,-0.020733677443694837,0.045942945056331994,0.04835351227496524
0.07882389192485446,0.09495760783426842,0.020776019670979484,-0.02385996273362779,0.06808286577374736,0.06341415359535338,-0.020733677443694837,0.045942945056331994,0.04835351227496524
0.07717234584293417,0.09633210284841721,0.018610944253219783,-0.019976427598428607,0.06808286577374736,0.06341415359535338,-0.015763156403939455,0.044442095026243925,0.019570523489392873
0.07711744328092941,0.09633210284841721,0.018610944253219783,-0.02143840439238407,0.06808286577374736,0.06341415359535338,-0.015763156403939455,0.044442095026243925,0.021087402845353105
0.07711744328092941,0.09633210284841721,0.018610944253219783,-0.02143840439238407,0.06808286577374736,0.06341415359535338,-0.015763156403939455,0.044442095026243925,0.021087402845353105
0.039697835543913304,0.12323985134818095,0.2708787665964698,0.028332642928897853,0.0006044928039990013,0.07481730613394695,0.054165318952299334,-0.24488595485000653,0.10234001884310863
0.04338933289410142,0.12811067721349134,0.27370452310982907,0.08272868206962201,-0.0022253667699131184,0.07228290650748176,0.06327212274757898,-0.26118801076827675,0.03792842840565956
-0.24190235129594978,-0.16484292689693378,0.039397618481494305,0.02270092911135025,0.17871364764325354,0.09057610419976037,-0.019892737312885204,0.02675817199694224,0.104310622743041
-0.16982918263340047,-0.16290645506485607,-0.06839072984562639,-0.01240889437954691,0.18516970136389346,0.0760516674073439,0.0495063945712122,0.006291706157248078,-0.068186729619737
-0.17645646345189195,-0.16580012040287367,-0.06779000549672654,-0.02419371174650831,0.1847167148957465,0.07550635867493138,0.03637659123612352,0.007551986655678614,-0.06096446771249004
-0.23617858032550865,-0.13811251140535588,0.04075558654072662,0.016490242282625245,0.17529025130225628,0.08368186597618145,-0.021194865980329294,0.018922576511860405,0.00033288884582989217
-0.2412498309532454,-0.16525779804758886,0.03515273424717584,-0.07182084775202602,0.17370463704012112,0.0819507968058304,-0.022842926348439697,0.014169138485953544,0.08415099731109822
-0.2646461159415374,0.014958980763422777,0.17677950943965257,-0.06827356599278327,0.19197286850326428,0.099852809197031,0.027437712929637276,0.020300267134370123,-0.012368077234394965
-0.2643872174711703,0.01632407674455965,0.16646710862639336,-0.06328506722960377,0.19197286850326428,0.1011412282067531,0.026433652325209316,0.025554620314621253,0.023632511795828075
0.0667860868808118,0.06489977407914034,0.10795710822562299,0.09973770605520947,0.05258123691306339,0.02168815397802062,-0.01055237047472241,0.07150737600765779,0.07122288672414007
0.040692525042470236,0.12461475855806974,-0.18010430709455647,-0.019227060964273252,0.033796992038957745,-0.032461210905253494,0.0010870620705895882,0.08117317337624237,0.001331863891691072
0.05000897856416692,0.08501065182936704,-0.041283165058683416,0.06517876561177455,0.043286337549400526,-0.0042191068533274315,0.007969682998631334,0.08518467874886201,-0.020692128704698
0.07112766896276429,0.07460905085567837,0.13498204119900525,0.05777527645130775,0.03064332102613565,0.014794524284026507,0.026199788317945734,0.07836909396067011,-0.03412557005034515
0.045132820637960876,0.07803988649310233,-0.17811719166578355,-0.03366698134492765,0.03207664928123467,-0.03840295817219463,0.025987216592370254,0.08069927206161974,-0.026415772836347082
0.050306446889343735,0.05264491913065574,-0.04094342232339149,0.04972910813857298,0.038292781965415114,-0.013865338871696707,0.03424186786817268,0.08333802310845384,-0.02255254982739397
