study1_num_leaves,study1_min_child_samples,study1_min_split_gain,study1_val,study2_num_leaves,study2_min_child_samples,study2_min_split_gain,study2_val,rmse_train,rmse_test,r2_train,r2_test,glob_r2_test
45.0,30.0,0.010190789337265128,0.40426083443541905,15.0,30.0,0.016440664544934303,0.402082105778838,0.05074351012368275,0.07831323267957034,0.8761442759639123,0.771844416398531,0.8088515731077132
39.0,30.0,0.010952419403239214,0.3876346335396208,27.0,30.0,0.010948319317437737,0.3838638732392115,0.05714420985734788,0.1764329904374037,0.8522209935432521,0.6684342409184253,0.5437316904351276
21.0,45.0,0.03917865249172318,0.3872396183031073,48.0,35.0,0.012599725426460508,0.366322984184102,0.05422405735479053,0.15398921506879015,0.8573623675601716,0.7471813595124133,0.5949278211520765
15.0,45.0,0.03825636064716119,0.4073600178337738,36.0,35.0,0.015608387952524002,0.3982675475209036,0.07018405262603758,0.08259921569773632,0.8264150423240761,0.7797859402242562,0.7957088423298483
9.0,40.0,0.019549363317779348,0.430990038249733,42.0,30.0,0.014067757374466442,0.4140490906340575,0.05333573297720091,0.12011190838963941,0.8614497312630653,0.7898247041572823,0.6879852163463418
39.0,35.0,0.030170343011359034,0.3768216429016106,45.0,55.0,0.03333312916607317,0.37555610792784866,0.0745228655329976,0.08078328412871819,0.8212779428701757,0.7106615800228406,0.8062640960203714
51.0,50.0,0.05650725844854377,0.4825618343645623,48.0,45.0,0.015089923851787021,0.4473804932255243,0.07069514600579571,0.0952532335955172,0.8301279213818562,0.662435269132494,0.7711177400405456
9.0,55.0,0.05509716359515768,0.46080066833940003,33.0,30.0,0.010129346240807295,0.45166159351246843,0.058158832409455546,0.09697182950161293,0.861005576107214,0.633813796776937,0.7682459737067419
24.0,30.0,0.013024175683744213,0.36601170255235393,21.0,45.0,0.013421995947519878,0.4010281146824525,0.07755388001016966,0.07271137792111251,0.8041508291568568,0.8352738700496343,0.8163797468953846
33.0,35.0,0.01486409801917561,0.43613667594177485,18.0,30.0,0.015272791069791021,0.4011001833218204,0.04563115999003377,0.07572545906955662,0.8914017589873934,0.696598032003804,0.819779912309437
