SiltContent,SoilTypeWRB,MeanTemperatureofWarmestQuarter,BulkDensity,PrecipitationofColdestQuarter,MeanTemperatureofDriestQuarter,SoilTextureUSDA,PrecipitationofDriestQuarter,AverageAridityIndex,Season_sin,AnnualPrecipitation,SoilOrganicCarbon,UpperD_m,Longitude,MeanDiurnalRange
0.06661335330212036,0.11638524385198153,0.021735550215873388,0.23620863181952148,0.010897112573157924,-0.1398533587968284,-0.021889671291068297,0.002806339038876845,-0.00819706415529455,0.05356043327578356,-0.005947192796844741,-0.0014422713967180757,0.04738346836890947,0.03005763026013407,0.08849645033200827
0.07058116709149637,0.01097387781169399,0.02294142703957332,0.21979106820506933,0.01404892639341997,-0.12862514883857615,0.01438973853287099,-0.0034866175269281166,-0.0120423879191367,0.04717031609696364,-0.012129459641456838,-0.006707659958909329,0.048564337125403985,0.027387005033814,0.08452440082302823
-0.015631732666664313,-0.09975518864549028,0.02339817705974848,0.05773632030544038,0.013157859200124565,-0.13077726008064078,0.0044500834754210485,-0.008647244741119263,-0.018005174427452,0.04133122787754785,-0.04270859722043528,-0.02267706849778889,0.05118959274393158,0.003641885380911945,0.07651170070613553
0.02684837891499983,0.14497750515968538,-0.018597802571362697,0.10450688415793559,-0.014046830256455046,0.20426285965516144,-0.023222947704519107,-0.010309019627712293,-0.014551451589943788,0.03179085888470245,0.01151246866163725,0.020503484974365414,0.07907741131205098,0.05180646995671372,-0.04663254797466173
0.02254406460446309,-0.004420338819410495,-0.018233408060688953,0.08603467847784488,-0.011415725609670215,0.1924735564746217,-0.009417874056195078,-0.01985611220980592,-0.017835120955720325,0.025739236292328938,0.008753480076851559,-0.01759912556397399,0.06826110880195649,0.039894365867132596,-0.055922796016287454
0.0210931312809644,-0.0227105276429446,-0.017414792077928874,0.09115125466924182,-0.007740981680147195,0.1985340659827898,-0.008565805885216238,-0.014570699047652578,-0.016228351680262473,0.052530933341860604,-0.0011468099559963777,-0.01367957093381804,0.06607448813660464,0.042665246019065885,-0.0554334553746141
0.0210931312809644,-0.0227105276429446,-0.017414792077928874,0.09115125466924182,-0.007740981680147195,0.1985340659827898,-0.008565805885216238,-0.014570699047652578,-0.016228351680262473,0.052530933341860604,-0.0011468099559963777,-0.01367957093381804,0.06607448813660464,0.042665246019065885,-0.0554334553746141
0.0210931312809644,-0.019218703414279115,-0.017414792077928874,0.0881786205224806,-0.007740981680147195,0.1985340659827898,-0.008565805885216238,-0.014858327002752435,-0.016228351680262473,0.052530933341860604,-0.0011468099559963777,-0.01367957093381804,0.06607448813660464,0.04243368389226147,-0.0554334553746141
0.02280748502209727,-0.027658850658757943,-0.020619312712620356,0.058721925862502806,-0.012627570323846142,0.1901366176992627,-0.009760195454608676,-0.017615189097502128,-0.01875374387056167,0.02152690227594918,-0.004133494230477859,-0.019431513618317544,0.06828043226937727,0.03709241678861093,-0.05685454760385404
0.02177663895451569,-0.09736121159054702,-0.020619312712620356,0.05889506906480809,-0.012627570323846142,0.19087846342432144,-0.010213512700473182,-0.017615189097502128,-0.01875374387056167,0.02037262088181615,-0.004133494230477859,-0.019431513618317544,0.06828043226937727,0.03709241678861093,-0.05685454760385404
