study1_num_leaves,study1_min_child_samples,study1_min_split_gain,study1_val,study2_num_leaves,study2_min_child_samples,study2_min_split_gain,study2_val,rmse_train,rmse_test,r2_train,r2_test,glob_r2_test
24.0,30.0,0.01012700936118723,0.395924939666598,24.0,30.0,0.025946496567475504,0.4118462724715474,0.04967636625082059,0.11063942526083821,0.8732127157782308,0.667793397042109,0.7176187930926337
12.0,45.0,0.01777086285170502,0.3928451419128705,9.0,30.0,0.017269593685627756,0.40837755852534235,0.06359692017721907,0.0741395460238612,0.8425663753322639,0.6600197623340613,0.8164681964278842
42.0,35.0,0.01652432213447544,0.45149987329338664,21.0,35.0,0.024258796141731043,0.45000883813383774,0.058396137876992334,0.08301071859662015,0.8508317063891507,0.7456664007660443,0.7879557160004091
51.0,40.0,0.012923354640742922,0.4314899335193002,42.0,45.0,0.019104169381500183,0.4652407120330508,0.07153686875733589,0.09637322440195202,0.8185650121038894,0.6856519891886834,0.7555739424073658
12.0,40.0,0.011783914624187253,0.42214853997979984,48.0,30.0,0.010055862063400013,0.4255601087782437,0.05431589857548737,0.16840021019739843,0.8538253124149771,0.6615022083734079,0.546802156266527
9.0,30.0,0.013628723306030616,0.41205110397434935,36.0,40.0,0.013558171754553771,0.4072085692032652,0.06790958573014798,0.13402356305172236,0.8177761470450103,0.7309038091002379,0.6403705046429295
12.0,30.0,0.02562093372425258,0.43604820642207315,12.0,55.0,0.023922813289365345,0.41983860451317323,0.08149003862153321,0.1696176883701435,0.7869723499701715,0.5877684081377537,0.5565929508906203
36.0,30.0,0.0195424626562213,0.3530966046057808,42.0,35.0,0.011697476256122833,0.4146803834969152,0.06561175479139357,0.10715965104712015,0.8333818441719802,0.6438210021194388,0.7278727951506133
33.0,30.0,0.013322843476591031,0.47109553059783893,27.0,35.0,0.020707386143314528,0.5139446262379925,0.055740360985447,0.1113232109050927,0.853647989508491,0.7405474579024796,0.7077095404067385
33.0,30.0,0.010350007924089267,0.4227138326348897,30.0,35.0,0.023697364400784675,0.45788266931894794,0.060952480953878126,0.14749995107011615,0.8370933934877647,0.6576347187010858,0.605779516870928
