study1_num_leaves,study1_min_child_samples,study1_min_split_gain,study1_val,study2_num_leaves,study2_min_child_samples,study2_min_split_gain,study2_val,rmse_train,rmse_test,r2_train,r2_test,glob_r2_test
30.0,30.0,0.02079929761338108,0.404896936290645,45.0,50.0,0.1091740424923201,0.48008487221549323,0.07511169753992634,0.11162241281988315,0.8141402077611066,0.6882026569472969,0.7237964373674332
6.0,40.0,0.03636567096810802,0.39393233700701413,51.0,35.0,0.01552142969575512,0.36575460871792853,0.057781289244614675,0.05948818514842921,0.8594761251177592,0.8195229307188061,0.855324960795184
24.0,35.0,0.022024606341646918,0.36839362488531313,33.0,30.0,0.01035192572616165,0.351081116066919,0.04852259480791125,0.11370288936935437,0.8832195670260221,0.6140165963146502,0.7263486690373662
24.0,45.0,0.021453651078189247,0.4180191246221569,30.0,30.0,0.015338731997424894,0.4030528950076689,0.05345403373563645,0.06691263290340303,0.8697340379783716,0.8004372044554899,0.8369358140553043
33.0,35.0,0.020361488644918106,0.3852720420205116,42.0,40.0,0.029150151121316407,0.39519330526391966,0.06133566395314949,0.08706022749800775,0.8448677084449058,0.8077887864616315,0.7798042488724006
24.0,35.0,0.014636389502956157,0.3920574574332997,48.0,30.0,0.014382325107923545,0.42110844326603347,0.052389005560434423,0.15313670739827076,0.8690879443874466,0.6285259016081475,0.6173349552871432
24.0,35.0,0.015853805494882696,0.4284635697147606,48.0,55.0,0.12966948784069293,0.45892467032770995,0.07430158600243769,0.2216291442310329,0.8075805214154049,0.5825341783073992,0.4260450325961248
27.0,30.0,0.06341583697763459,0.4363023243594547,51.0,30.0,0.015538448054862878,0.3628727303652315,0.05198885947165731,0.10103366040754061,0.8719129652568215,0.7097057590933773,0.7510793254099712
27.0,35.0,0.013796402474491161,0.3724083602261924,36.0,35.0,0.015512378565564573,0.3767857219209509,0.056280853512766314,0.09562210328274144,0.8581176389318026,0.7944343093524723,0.7589395160649983
51.0,55.0,0.054370653638357865,0.401753084426986,27.0,45.0,0.0382760444349149,0.42710402055068175,0.08127488872824604,0.11105116984780712,0.8004282620230855,0.6811874021671356,0.7273121462522034
