study1_num_leaves,study1_min_child_samples,study1_min_split_gain,study1_val,study2_num_leaves,study2_min_child_samples,study2_min_split_gain,study2_val,rmse_train,rmse_test,r2_train,r2_test,glob_r2_test
39.0,30.0,0.011114291978483386,0.47034278219994263,21.0,40.0,0.026660678439327568,0.4746399104165097,0.05784077154828836,0.14523113571453397,0.8478440242595454,0.6658364383763855,0.617954868667494
39.0,35.0,0.025580442157803807,0.45369877058671,48.0,35.0,0.015282230962773877,0.438215562112826,0.04888031263488929,0.08647192046767539,0.8695535496150182,0.8141219994775909,0.7692331641322314
30.0,30.0,0.011963333555317352,0.38436722965190445,45.0,35.0,0.010691951908296166,0.4189195592857127,0.056884953583368834,0.08878118844151339,0.8554212726005187,0.703393854197967,0.7743538416872279
30.0,30.0,0.014349142345349333,0.40238695439054845,42.0,30.0,0.014630614051913857,0.41862804153655037,0.05429263372954112,0.13042877605485287,0.8598168190305295,0.610307148085943,0.6632338595249337
51.0,30.0,0.010502628195624125,0.38308669033336323,9.0,45.0,0.013811079916784695,0.4111025332096391,0.06900444713435472,0.1539052779527433,0.8140209681431664,0.7024300712607977,0.5851984070595115
6.0,30.0,0.017148911904175012,0.3543707913513675,36.0,40.0,0.04913950502218965,0.3929270043966356,0.07093036625196514,0.15541791465705224,0.8196576905054842,0.5076668110707775,0.6048458911588123
36.0,35.0,0.015696316143178488,0.40896942740159914,15.0,35.0,0.020876634348705955,0.4118453843812379,0.06068675844601214,0.0615929730622578,0.8478382092868365,0.7691643458380437,0.8455660292872893
45.0,30.0,0.02338182193708584,0.3930132351158496,18.0,35.0,0.011106174259435853,0.3949566983809522,0.056034027847991726,0.11291565989843767,0.8556777322271298,0.6888598528853778,0.7091723595558599
21.0,60.0,0.010331996949217707,0.43462687062304106,51.0,35.0,0.017317579000213988,0.45356675827915527,0.0689832574521117,0.1368314837680532,0.8203984427036194,0.6526101472829932,0.6437519989690703
6.0,30.0,0.059241560643860415,0.4329862571350239,36.0,30.0,0.017070242636808307,0.46967354538509176,0.05983929690393665,0.09977317603943384,0.845056901773797,0.7391768992892729,0.7416553031992388
