study1_num_leaves,study1_min_child_samples,study1_min_split_gain,study1_val,study2_num_leaves,study2_min_child_samples,study2_min_split_gain,study2_val,rmse_train,rmse_test,r2_train,r2_test,glob_r2_test
48.0,35.0,0.013089657103351126,0.3688594317530857,27.0,30.0,0.017906158703520327,0.38780386996036326,0.04984004420407636,0.12174053545981997,0.8655841593276224,0.7651322699958591,0.6716725139581896
48.0,40.0,0.02415002968109989,0.4564785942698982,24.0,45.0,0.029376946921728323,0.4849846722202732,0.06696605615679306,0.14489115303755404,0.8277137624190444,0.5624499564889885,0.6272327646537921
39.0,40.0,0.07989257396638201,0.39970741971288787,51.0,30.0,0.011047840962901732,0.36412803211233424,0.05395064880636107,0.22109524706876912,0.8558520031996546,0.4157141591808887,0.40926684530839574
45.0,30.0,0.012917177528728103,0.3760733566165747,39.0,35.0,0.02074468760733786,0.3984909326942101,0.05906672225239388,0.07200538366889492,0.8497759854867366,0.774498045107203,0.81686917118766
9.0,30.0,0.014310746304698483,0.37746474323450246,27.0,40.0,0.022793697825308986,0.39927465304348986,0.06223025973317805,0.09271907551591409,0.8411230301093424,0.7129157913249029,0.7632835563889235
48.0,50.0,0.040831159041823564,0.41205753091734154,24.0,30.0,0.010446534767658854,0.43341957527787195,0.05897416776403035,0.10801836717568306,0.8440405583178712,0.761388575869448,0.7143412976416811
30.0,35.0,0.013730059658895625,0.4065170861996662,33.0,30.0,0.010335041728550045,0.4187096305201619,0.05364619609667886,0.08243969372044957,0.8636548574814175,0.7388553726914211,0.7904743932030838
48.0,35.0,0.06576225991235918,0.43380907449235157,27.0,40.0,0.011459744785409554,0.43119522807051847,0.05913797677706361,0.12493887749007287,0.8474556423014432,0.6600795009832499,0.6777245036611789
48.0,30.0,0.017829061187450448,0.37089369057710064,6.0,35.0,0.020677275178509754,0.3754694099153071,0.057504483728234974,0.07550567061504856,0.8557890059552107,0.7129834953745353,0.8106452382587314
33.0,35.0,0.026966435598565444,0.3871288408530384,39.0,30.0,0.010170712544155403,0.3972202628154865,0.05230033914190708,0.1579530469069351,0.8623122992910932,0.6403291724655874,0.584167288292866
