SoilTypeWRB,AnnualPrecipitation,UpperD_m,SiltContent,SoilOrganicCarbon,MeanTemperatureofDriestQuarter,BulkDensity,Longitude,MeanDiurnalRange,AverageAridityIndex,Season_sin,PrecipitationofDriestQuarter,MeanTemperatureofWarmestQuarter
0.14513011071407053,-0.031078747028956022,0.05813947244857083,0.07146351769951387,0.00483014837964386,-0.12451500228800412,0.19220710553125905,0.05439967669723927,0.08961684307227234,-0.02169726331702143,0.05477136792165724,-0.00511787799890247,0.014747176435576551
0.019158298804403683,-0.03598765316979693,0.05833335057923809,0.07378819416796256,0.007344351115729238,-0.10527056554089124,0.19395914790077387,0.05333742307014908,0.0889099262078515,-0.02113081555880768,0.055631896408588816,-0.00748654750778824,0.017145576845574696
-0.11037429004075244,-0.06043941167658101,0.05567239425100549,-0.02424573907334259,-0.005847159277587963,-0.1117666242738068,0.035178609863063946,0.028152636293374507,0.08014841070060218,-0.031515241151242435,0.05344993577495043,-0.013045887955561719,0.017515495986852755
0.1681942414499859,0.0020234505831893215,0.08312212025797976,0.05215689189803747,0.019928285995999512,0.18070823220004925,0.1069630568197408,0.057949864940154056,-0.04798546060999538,-0.03274668197079276,0.047016046484052915,-0.01589468342195596,-0.02609422903570565
-0.035984190310587784,-0.00638816735882978,0.07339148932790977,0.03617663038213096,0.002826946974903888,0.17389651828436353,0.08564593936911327,0.04685777417616205,-0.04853845647392904,-0.03282957037579916,0.0363836364994789,-0.02307191493294073,-0.022379325080300667
-0.022612038711023418,-0.00764388933590472,0.06969994724325228,0.034132765727263335,0.003825651020963193,0.18221633104892626,0.06464506581479557,0.05025069995250617,-0.048540153028927495,-0.0319806529676706,0.050189738827443556,-0.02328776943449879,-0.01873065127793254
-0.022612038711023418,-0.00764388933590472,0.06969994724325228,0.034132765727263335,0.003825651020963193,0.18221633104892626,0.06464506581479557,0.05025069995250617,-0.048540153028927495,-0.0319806529676706,0.050189738827443556,-0.02328776943449879,-0.01873065127793254
-0.022612038711023418,-0.00764388933590472,0.06969994724325228,0.034132765727263335,0.00533970198012626,0.1830561045622663,0.07983955760386248,0.05071885802516917,-0.048540153028927495,-0.0319806529676706,0.056883803774094785,-0.02328776943449879,-0.01873065127793254
-0.03905156803382764,-0.008100185216306338,0.07323848046436396,0.035711790048835665,-0.0046914744501847785,0.1797545833841756,0.045817154032036234,0.04221680323242208,-0.04961869469190804,-0.03332680862567411,0.02671525454902507,-0.02307191493294073,-0.01972738265172109
-0.12968737736437178,-0.00762011578824803,0.07248250109748991,0.0362869342485969,-0.002000818177348038,0.17864620680132404,0.046027396774962835,0.04230868067625425,-0.04961869469190804,-0.03765263346064407,0.02556834068409273,-0.02307191493294073,-0.01972738265172109
-0.11280377032680133,-0.007343708289906031,0.06925853859697326,0.03453711304132318,0.014315575775259898,0.18200092610595625,0.06659784323406187,0.048897893432262134,-0.048540153028927495,-0.037178269435676634,0.0576068581672043,-0.02328776943449879,-0.01873065127793254
-0.07149334753516358,-0.002442071259649712,0.06925853859697326,0.03848600910970277,0.019241043462226416,0.18167707036722608,0.08300543837834931,0.054442316791715,-0.048540153028927495,-0.03630647780264056,0.0576068581672043,-0.02328776943449879,-0.01873065127793254
0.0002875065945988826,-0.002442071259649712,0.07125950804526782,0.05427582463676571,0.027059916878138766,0.18335106632110745,0.08380027056506978,0.05632500765795491,-0.048540153028927495,-0.03630647780264056,0.05986848683273824,-0.021592266712528778,-0.018584614972439906
0.09645500202164968,0.06472778272500541,0.06986746899232794,0.08319471361323222,0.2627660538312502,0.17866020683173095,-0.047487892543345414,0.09635587463574008,-0.16268270394361167,0.10822583186094335,-0.05728576009221761,-0.014207277861892274,-0.019530429412437978
-0.06727489913609017,0.08050515899400276,0.07340758497198625,0.0758279334130782,0.24971480067708024,0.18845167048904868,-0.010668821469876947,0.09617044691913043,-0.1663293117465078,0.11695312907240506,-0.05401965813943252,-0.01695781650157334,-0.020172878737577622
0.168520169575754,-0.007304997402800879,-0.3031419327188658,-0.01728567576740076,0.11577516420456763,-0.09854661693118683,0.04320500601152635,0.07262208595233303,-0.07627762070147022,-0.018754571998125167,-0.06672113429627205,0.0004928474326008617,0.02810923127684714
-0.045792398689788044,-0.011838449318599524,-0.3291164689646814,-0.03379009707385782,0.03436176230663402,-0.08281112724688966,0.052417163471137354,0.05067166508286939,-0.06484169435207034,-0.018477805695135827,-0.08539032173188546,-0.0002745927205418604,0.016875960717454692
-0.04199728967603358,-0.011838449318599524,-0.3258368067020506,-0.028150215160630963,0.03668705628195406,-0.08317049945582644,0.041473284960969976,0.050983896923026156,-0.06484169435207034,-0.018477805695135827,-0.08306502775656546,-0.0002745927205418604,0.01960159339950633
0.004621623344312055,-0.008557964777182726,-0.3467517379711597,-0.027104556839114998,0.11284750542796047,-0.09799919918636041,0.08475439848975871,0.07111556367314996,-0.0642072960779009,-0.011422840588342418,0.04826638043013,0.00726661597793878,0.02521955324140686
-0.022217119695853705,-0.013009995260568789,-0.3267876166942862,-0.0276491715426852,0.11789156837694736,-0.08439152704850535,0.04672087280534,0.06878923592982426,-0.07730296944319737,-0.016942185050339422,-0.08385238028621651,0.0014014277417544428,0.026670970459701036
0.009477622045028503,-0.007549364296579003,-0.34437339833024727,0.050436395785059714,0.03645057412745565,-0.12171440728462965,0.02156551635441725,0.07894968907959006,-0.1256167947798733,-0.01450517925358921,0.05066145824615846,0.005695995827540989,0.0259130405087821
