study1_num_leaves,study1_min_child_samples,study1_min_split_gain,study1_val,study2_num_leaves,study2_min_child_samples,study2_min_split_gain,study2_val,rmse_train,rmse_test,r2_train,r2_test,glob_r2_test
33.0,35.0,0.034499818898048304,0.38719224784825496,39.0,35.0,0.012400219872468149,0.43564426887389923,0.06021493488046566,0.13023335412189088,0.8401728780414461,0.6830015459825525,0.6543245921691843
48.0,30.0,0.018729567762393564,0.3782102691758983,42.0,30.0,0.012563918342336047,0.37740432034534765,0.05071532863248641,0.0786475497082591,0.8702163588281481,0.7683587587324006,0.798736089351815
18.0,30.0,0.016882573085111763,0.4198348064282385,51.0,30.0,0.023369910456254573,0.44122962651378395,0.049716188842960814,0.08045920418387692,0.8748498324788965,0.7095165028240688,0.7974606840030822
18.0,30.0,0.016042538397174143,0.37379112483790017,12.0,50.0,0.01970520159982888,0.4019892246727785,0.07706195456431839,0.1268734830984719,0.7996918675291823,0.6633588919412087,0.6702161189240067
15.0,35.0,0.026828281332170547,0.45167290295961177,39.0,35.0,0.014077824652427663,0.4673722935440552,0.06535828052584591,0.08221239107768956,0.8211234502056153,0.8441743435195724,0.7749960869838316
24.0,30.0,0.01034410355428305,0.40833047806620487,48.0,30.0,0.013160586209180942,0.4172019896763811,0.04792625140255025,0.18720083542796423,0.8780699983284954,0.4075465782286085,0.5237391302541106
9.0,35.0,0.01641781494931862,0.4513036410176002,24.0,35.0,0.044356825701381025,0.47749206381751813,0.057185118701100005,0.10630440048953561,0.847455974414947,0.7810726361409235,0.7164279526490254
36.0,35.0,0.018444993308655774,0.3871981119271988,30.0,30.0,0.013608499413943298,0.3971723261536663,0.04608089270328218,0.12369822314755426,0.8792987550525657,0.7024870692935278,0.6759930492702482
18.0,30.0,0.010050682359828447,0.42087840353931116,27.0,35.0,0.0110882614527112,0.45436550712323837,0.05075034729229434,0.07286185959764697,0.8708639057730192,0.7726985661676856,0.8146003629814882
36.0,35.0,0.010281445230959816,0.40193083749473163,6.0,30.0,0.017611617957032498,0.4134537231260953,0.06018115456238028,0.14875271072267376,0.8492571155411601,0.4294722078081946,0.6274014207858969
