SoilTextureUSDA,AnnualMeanTemperature,Longitude,ClayContent,SoilOrganicCarbon,BulkDensity,PrecipitationofDriestQuarter,SoilTypeWRB,SiltContent,SamplingTimeClass,Isothermality
0.0012690008116490203,0.06021010340422063,0.06826803221583524,0.005457777485334776,0.09491829815756252,0.19519356464653173,0.07160775065881445,0.06558344943129153,0.19928883492689847,0.01363970114233688,-0.2524739957459898
0.03625419535111519,0.06345841042157652,0.07020892962195023,0.006416678761674656,0.07757028938805864,0.14248475223401996,0.06694791664751011,-0.07781892042621398,0.19778756651571486,0.0977944412092082,-0.23589021818313563
0.03501302876568928,0.05244851690828006,0.0699397097963687,0.0014249605996743513,0.08209520686288722,0.13775468439364302,0.060531512276819945,-0.08946540216565327,0.0646695629385229,-0.041543424159884906,-0.26914338505861174
-0.008013165719584629,-0.00287924156304453,0.02989817292172732,0.016421785031988448,0.11915170761481476,-0.06135677920182406,0.1071155670222368,0.07988953598259947,0.008980679565609056,-0.0010057262574440908,0.08616970263836418
0.026131506502372743,-0.0016049499187508268,0.03301580550059873,0.01135730201965117,0.11752923079126679,-0.03746129667106538,0.09140295138497619,-0.04224642947124632,0.02039319452383804,-0.027544382707573867,0.07159732372256664
0.030841685384010012,-0.0017135070416240028,0.03494460599460734,0.01135730201965117,0.11428602034420236,-0.03254274665421051,0.10219271679200158,-0.030835386536037294,0.020422035592949903,0.07612824806989842,0.055723787655345455
0.030841685384010012,-0.0017135070416240028,0.03494460599460734,0.01135730201965117,0.11428602034420236,-0.03254274665421051,0.10219271679200158,-0.030835386536037294,0.020422035592949903,0.07612824806989842,0.055723787655345455
0.030841685384010012,-0.0017135070416240028,0.03494460599460734,0.01135730201965117,0.11428602034420236,-0.03254274665421051,0.10219271679200158,-0.030835386536037294,0.020422035592949903,0.07612824806989842,0.055723787655345455
0.030841685384010012,-0.0017135070416240028,0.03494460599460734,0.01135730201965117,0.11428602034420236,-0.03254274665421051,0.10219271679200158,-0.030835386536037294,0.020422035592949903,0.07612824806989842,0.055723787655345455
0.030841685384010012,-0.0017135070416240028,0.03494460599460734,0.01135730201965117,0.11428602034420236,-0.03254274665421051,0.10219271679200158,-0.030835386536037294,0.020422035592949903,0.07612824806989842,0.055723787655345455
0.030841685384010012,-0.0017135070416240028,0.03494460599460734,0.01135730201965117,0.11428602034420236,-0.03254274665421051,0.10219271679200158,-0.030835386536037294,0.020422035592949903,0.07612824806989842,0.055723787655345455
0.030841685384010012,-0.0017135070416240028,0.03494460599460734,0.01135730201965117,0.11428602034420236,-0.03254274665421051,0.10219271679200158,-0.030835386536037294,0.020422035592949903,0.07612824806989842,0.055723787655345455
0.030841685384010012,-0.0017135070416240028,0.03494460599460734,0.01135730201965117,0.11428602034420236,-0.03254274665421051,0.10219271679200158,-0.030835386536037294,0.020422035592949903,0.07612824806989842,0.055723787655345455
0.026582710577851783,-0.15928958845705357,0.12854716191951449,-9.907948629002167e-05,0.061242093436678864,-0.039605368464893896,0.044276849454102485,0.08519227291183926,0.12535904987834634,0.07393030791679708,0.07528578999620565
0.017502771230794436,-0.1571610023463504,0.12958518401642943,0.0027969292321648846,0.05119620262906293,0.0040633037803451,0.037476589676693046,9.361263481488618e-05,0.1274465524403394,0.0861809836722498,0.07598668071687455
5.619106457315144e-05,0.02627998791671326,0.11598918277425158,0.017508021615129682,0.015301144002881219,-0.014524322628251676,-0.11372545093187557,0.07353693073152755,-0.13552722442449366,0.05430594679718171,0.07035929357906552
-0.010199404699281024,0.024125619761912888,0.11488370584922915,0.04017927425386239,-0.03678298248251054,-0.014795222266554707,-0.117758432809343,-0.04669889913207809,-0.14225755108858787,0.0722417815018379,0.057283696402975925
0.001775402153643205,0.022238310638463016,0.11731895390228411,-0.005237934803324313,-0.03989541506758113,-0.016450274903489107,-0.12234444733082758,-0.03977887862059926,-0.13840225059941008,0.06665532409327628,0.0576704151117642
-0.010199404699281024,0.02584859851875283,0.1103166662305508,0.016763195482683575,0.014783603209503612,-0.0008586276022237101,-0.11474120443881657,0.03354723032299843,-0.13131491314761562,0.05775509181939755,0.0671537824555475
-0.012369607376969873,0.02627998791671326,0.10539027712378311,0.021252325240351838,0.014723491064178522,-0.08611068638523721,-0.1262229025422615,0.04869528712042212,-0.13107573354031732,0.056332443492205495,0.06625123066328376
0.018570581254408164,0.030462855540358054,0.12659302000945827,-0.012655777520877057,0.05107298534323084,-0.051852654567471346,-0.13459876075037133,0.029848712466679188,0.03504457356912707,0.06475652345244018,0.08452987991920664
0.018570581254408164,0.030551447745554003,0.12659302000945827,-0.014366742957793367,0.05117998295952699,-0.051852654567471346,-0.13459876075037133,0.03290133291059382,0.03528375317642537,0.06288316007126495,0.08462681886459313
-0.005152284148552493,0.019267588211380558,0.03631190562715089,0.020450715586657696,0.01458906384337938,0.1928901967966487,0.045973745945366115,0.06365214956180577,0.0465265248438767,0.059225242694105604,0.061929279291046926
0.005405319048216405,0.021328463694133507,0.0288779213291481,0.015822099099439508,-0.13986934586540417,-0.0034176337816618193,0.05404073866967295,-0.06017957051460035,0.07760392714364368,0.08640443541787896,0.050094602954595335
-0.009940956034465043,0.02097080641132478,0.03987491004174102,0.016340161858361412,0.021807031426569146,0.13986624933113923,0.07290914163263883,-0.07998881402670414,0.0556043047616765,0.07577692268459454,0.06902867795285075
-0.054856363740350626,0.018821113279410946,0.03961715349733063,0.0019899133320961182,0.026503252721159113,0.17110274645151935,0.03912580024377074,-0.07287015791933678,0.058696903062944374,0.07670507635798846,0.05681659628929747
-0.054311652571750905,0.01944115457068363,0.02994278327101573,-0.0005189090324666846,-0.14555544998648295,-0.008621201957344914,0.05404073866967295,-0.07279466878657631,0.05853722812880335,0.08460614466281695,0.0348975029076559
-0.054311652571750905,0.02602355820564679,0.03987491004174102,0.0017609622948398902,0.020436847916724066,0.13888106521266724,0.07290914163263883,-0.07788934420999662,0.11434589030913572,0.07329806895107431,0.05473332562050168
-0.009752064258257077,0.018821113279410946,0.040859370690880324,0.0019899133320961182,0.029657995164470877,0.17778013519096664,0.03912580024377074,-0.05555626613262123,0.058696903062944374,0.07609393368425665,0.07043804479391078
